,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X601600.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X600299.SH,X601158.SH,X000959.SZ,X600583.SH,X000630.SZ,X000792.SZ,X002466.SZ,X600352.SH,X000408.SZ,X600219.SH,X600098.SH,X000825.SZ,X000883.SZ,X000539.SZ,X000723.SZ,X600021.SH,X000983.SZ,X601699.SH,X002092.SZ,X000027.SZ,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.356831547443096,0,0,0,0,0,0,0,0.0637602750943421,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0495976011745616,0,0,0,0,0,0.0038483016714684,0,0,0,0,0,0,0,0,0.0180336964021937,0,0,0,0,0,0,0,0,0,0.117536856910512,0,0.00426038496796071,-0.00793218540825833,0,0,0,0,0,0
X600028.SH,0.781322245407281,0,0,0,0,0.14852892211126,0,0,0,0,0.0353221444906622,0,1.73472347597681e-18,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682380775012009,-0.0410678605456736,0,0,0.00864555077388971,0.036332604118439,0,0,0,0,0.0091785820377786,0,-0.0483562460708283,0.0385508339334827,-0.0155606352092487,0.0555050773981179,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0259607602738041,0.437209047594512,0,-1.73472347597681e-18,0.0969874015152643,0.0220918278214678,0,0.0434334678680709,0,0,0,0,0,0,0,0,0,0.0900472423807258,0,0,0,0,0,0,0,0.0348542358892028,0,0.0833688646237822,0,0,0,0,0.0687262460732726,0,0,0,0,0,0,0,0,0.0305704122360249,-0.12717431671639,0.0017491227703957,-0.0104973317289631,0.00458068618824416,0,0,0,0,0,0
X600019.SH,0,0,0.0809623764916102,0,0,0,0,0,0,0,-0.082535110911269,0,-1.73472347597681e-18,0,-0.0516748468739336,0,0,0,0,0,0,0,0,0.199522680584616,0,0,0,0,0,0,0,0,0,0,-0.0315507095154082,0,0,0,0,0,0,0,0.0864022909868399,0,0,0,0,0,-0.0770588842177845,0,-0.0127098167131891,0.00911677141533167,-0.00602584985941356,0,0,-0.420680504246911,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0749771897661273,0.218332601224501,0,0,-0.0155636095726696,0,0,0,0.360080358908338,0,0,0,0,-0.104566747428965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073631584288796,0.0669492517803328,0,0,0.104742635970804,0,1.73472347597681e-18,-0.0432825832063467,0.0395943495464034,-0.0175270688331153,0.0128664244288163,0.114236799342315,0,0,0,0,0
X600585.SH,0,0,0,0.220601835742487,0,0,0,0,0,0,0,0,0,0.0188077965373992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329220663857668,0,0,0,0,0,-0.192040845875758,0,0.0484362079957164,0,0,0,-0.0287648942870777,0,0,0,0.0483390808086762,0,0,0,-0.2927015137574,-0.0489990201340612,0.0443280339756671,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0729123376015918,0,0,0,0.020872141822321,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.196581490673527,0,0,0,0,0,0.000791150501962582,0,0,0,0,0,0,0,0.0418656990030897,0,0,0,0,0,0,0,0.00586965842494514,0,0.070125000938442,0.100392650651441,0,-0.021206650292893,0.00479898468078315,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0667545268927866,0,0,0,0,0,0,0,0,0,0,0.0240364219236357,0,0,0,0,0,0,0.0491623176287162,0,0,0,0,0,0,-0.0412824655250818,0,0,0,0,0,0.0963432920586827,0.172808940648523,0,0,0.084903049448619,0,-0.0368853346789148,-0.0226009658274905,0,0,0,0,0,0,0
X600688.SH,0,0.317049380480309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217436800664227,0,0,0.170594175496813,0,0.057939553348267,0,0,0,0,0,0,0,0,0,0,0,0.0519129452089486,0,0,0.116629643569355,0.0538859940968971,0.0235164392651177,0.0032899107532194,0,-0.000722042382501467,0.00315233661975235,0,0,0,0,0,0
X601600.SH,0,-0.0928398000038679,0,0,0,0,0,0,0,0,0.0345907251422276,0,0.330603904436559,0,0,0,0,0,0,0,0,0,0,0,0,-0.145905673338817,0,0,0,0,0,0.263492027075155,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0744708533195263,-0.0277198932858094,0.0140976675995159,0,0,0,0,0,0
