,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600795.SH,X600352.SH,X002466.SZ,X601991.SH,X002353.SZ,X600688.SH,X600176.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X600489.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X000709.SZ,X600612.SH,X000792.SZ,X000553.SZ,X002080.SZ,X600486.SH,X000027.SZ,X000630.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.000814416671110322,0.0233034386952412,0,0,0,0,0,0,0.0100382150583816,0,0,0,0,0,0.0963806212463978,0,0,0.362462884855697,0,0,0,0,0,0.00289017744412647,0,0,0.0254156052038362,0.0354121937446891,0,0,0,0,0,0,0.0420765327860853,0,0,0.0850928980690363,0,0,0,0,0,-0.00899564074217046,0,0,0,0,0,0,0
X600028.SH,0.28161880433287,0,0,0,0,0,0,0.028177629681732,0,0,0,0,0,0,0,0,-4.98386834996124e-05,0,2.16840434497101e-19,0,0,0,0.00442920527732594,0,0.00199234741941641,0.244151995249047,0,0,0,0.0210020007412256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00751992895756177,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0742330349523668,0,0,0,0,0.0460132877681498,0.235819992804776,0,0,0,0,0,0,0,0,0,0,0,0,0.0900783184676552,0,0,0.0173626380961549,0,0,0,0,0,0,0,0,0,0,0.058024461095303,0.00493326215701222,0,0,0,0,0,-0.000759578894034231,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508695888685425,0,0,0.0530755438376432,0,0,0,0,0,-0.0286631526762634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204303361880316,0,0,0,0,0,0,0.0402732322845399,0,0,0,0.0773863898482699,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0337143388959469,0,0,0,0,0,0.0821374118445556,0.152731597266864,0,0,0,0,0,-0.15604896531314,0,0,0,0,0,0,0,-0.0166251231314002,0,0,0.0732038850239316,0,0,0,0,0,0,0,0,0,0,0,0.253259284769343,0.0618295760634405,0,0,0,0,-0.0258702337225153,0,0,0,0,-0.00504005822885132,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0698537673121643,0,0,0,0.104900138631181,0,0,0.0119650381878738,0.0539135757176646,0.0846055548417791,0,0,0,0,0,0,0,0,0,0.125085170980442,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.113246515909598,0,0,0,0,0,0,0.0237101717937346,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052769932745147,0,0,0,0,-0.0390807811638297,0,0,0,0.0349750932190514,0,0,-0.141719065041181,0,0,0.0227446574239148,0,0.0699012224341636,0.875788643798536,0,0,3.46944695195361e-18,0,0,0,0.224959915339791,0,0,-0.0557559551873207,0,0,0,0,0,0,0.0147986034268247,0,0,0,0.0154381932870161,0,0
X600011.SH,0,0,0,0,0,0,-0.0876833895990163,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.159863875429035,0,0,0,0,0.259874618754717,0,0,0,0.177141793153491,0.126371194776114,0,0,0,0.0271190900180886,0,0.0375113954796434,0,0.024093888461134,0,0,0,0,0,0.102610114934107,0.0040427320213705,0,0,0,0,0,0.00303337645761215,0,0,0,0,0.00646631243128571,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.189685603320933,0,0,0.0855342271629261,0,0,0,0,0,0.291230792147203,0,0,0,0,0,0.145409475253673,0,0,0,0,0,0.278356989755099,0,0,0,0.0661443364137044,0,0,0,0,0,0,0,0,0,0,0.0645821870741199,0,0,0,0.181892678770331,0,-0.110533742231702,0.125647942263201,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.151994115428546,0,0,0.473194715581742,0,0,0,0,0,0,0,-0.0694984285165245,0.0241197177062312,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00169056676753652,0,0,0.111809457807039,0,0,0,0,0,0,0,0,0,0.0922103834124848,0,0,0,0,0.0693858611654633,0,0.0829114775870313,-4.33680868994202e-19,0,0,0,0.111138596838798,0,0
