,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X600352.SH,X002466.SZ,X601991.SH,X000786.SZ,X600795.SH,X600688.SH,X600111.SH,X002271.SZ,X600176.SH,X601992.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X000709.SZ,X601158.SH,X000883.SZ,X000553.SZ,X600612.SH,X000629.SZ,X000027.SZ,X002080.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00142251846594905,0.0869909269661346,0,0,0,0,0,0,0.00423079350887743,0,0,0.0181590564133171,0,0,0,0.227894955826805,0,0,0.0206446306897804,0,-4.33680868994202e-19,0,0,0,0,0.0458762690820708,0,0,0.181226456703326,0,0,0,0,0,0,0,0,0.0230908946325249,0,0,0,0,0,-0.00871860907776999,0.00786569648673016,0,0,0,0,0,0
X600028.SH,0.0934674301345564,0,0,0,0,0,0,0,0.00819215391194678,0,0,0,0,0,0,0,0,0,0,0.0259858510273788,0,0,0,0.19215182627794,0,0,0,0,0,0.0558157260448702,0.0178337303265371,0,0,0,0,0,0.0325010333077216,0,0,0,0,0,0,0,0,0,0,0,0.0165419825165119,0,0,-0.0214461270333327,0.0073428104548281,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0801882160283408,0,0,0,0,0,0,0.0300257931555025,0.298189581371288,0,0,0,0,0,0,0,0,0,0,0.0395355935083379,0.0303464293579234,0,0,0,0.00751532705374746,0,0,0,0,0,0,0,0.00726308533762416,0,0,0,0,0,0,0,0,0,-0.00847619594822877,0.00987465167783439,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.110278454813122,0,0,0,0,0,0,0.00651128342045718,0,0,0,0,0.401524365573928,0,0,0,0,0.0749772261892261,0,-0.0203642053030335,0,0.0381841323692211,0.00616336350557703,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147754190372471,-0.0198319639233181,0,0,0,0,0,0
X600309.SH,0,0,0.0134022488970563,0.0991868491723728,0,0,0.04369652720985,0,0,0,0,0,-0.0357411404571917,0,0,0,0.240407837142045,0.0490107126075786,0,-0.0648466839879575,0,0,0,0,0,0,0,0,-0.277151383052973,0,0,0,0,0.233898076286431,0,0,0.0912880823446243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447186311075261,-0.0211077521909541,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.00939087929465525,0,0.0383796247840848,0,0,0,0.077306088269531,0,0.179323355958572,0,0,0.035994180568738,0,0,0,0,0,0,0,0,0.0189840821317986,0,0,0,0,0,0,0,0.0192646301851714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015573908939321,0.0376244206831243,0,0,0,0.0604122864066453,0,0
X600547.SH,0,0,-0.232409244864521,0,0,-0.161241920309316,0,0,-0.0731656564949897,0,0,0,0,0,0,0,0,-0.0503323296159075,-0.144070210614044,0,0,0,0,0,0,0,0.0660238557448371,0,1.73472347597681e-18,0,0,0,0.00403147447331765,0,0,0,0.895431046160913,0,0,0,0,0,0,0,-0.0343658368685346,0,0,0.0793808656430092,-1.44883002780889e-05,0,0,-0.0554472436345579,0.0612076287920474,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.24905057904954,0,0,0,0,0,0,0,0,0,0,-0.0788389174844634,0,0,0,0.0276220329184397,0,0,0.134754904408416,0,0,0,0.351225432964223,0,0.0311810066171091,0.16398252667726,0,0,-0.0639871841366484,0,0,0,0,0,0,0,0,0.170009981767006,0,0,0.00678168298738814,0,0,0,-0.0208115141658321,0,0,0,0,0,0
X000708.SZ,0,0,0,0.472045820076509,0.0907264862506321,0,0,0,0,0,0,0,0.191074328633031,0,0,-0.215494091053868,0,0,0.243506717685826,0,0,0.0997262882356771,0,0,0,0,0,0,0.268079346133073,0,0,0,0,0,0,0.234747330244708,0.155431214804981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115636374961526,0,0,0,-0.0279109144775653,0,0
X601898.SH,0.294389101946866,0,0,0,0,0,0,0,0.0416787033275327,0,0,0.0424327801809801,0,0,0,3.46944695195361e-18,0,0.487757049040917,0,0,0,0,0,0,0,0,0.093568016739114,0,0.090306275084347,0,0,0,-0.0795195811407147,0,0,0.0696903890570654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271578776846787,0.0314017895788327,0,0,0,-0.0271337605910621,0,0
