,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X600352.SH,X000709.SZ,X600111.SH,X600299.SH,X002460.SZ,X000786.SZ,X600808.SH,X000629.SZ,X600489.SH,X601158.SH,X600801.SH,X000825.SZ,X600219.SH,X000553.SZ,X000883.SZ,X002271.SZ,X002110.SZ,X600583.SH,X002470.SZ,X600021.SH,X600612.SH,X000408.SZ,X601699.SH,X000932.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.303264186315439,0,0,0,0,0,0,0,0,-0.0602408311610619,0,0,0.0599913969957317,0.0438580161344571,0,0,0,0,0,0,0,0,0,0,0,0.110790426209073,0,0,0,0,0,0,0,0,0,0,-0.0236730808313507,0,-0.0447124028047879,0,0.086994770601561,-4.33680868994202e-19,0,0.0526168055600404,0,0.0757649201141949,0,0,0,0.024781311055299,-0.0123790732053261,0.0131901240841417,0,0,0,0,0,0
X600028.SH,0.150267767164577,0,0,0,0,0,0,0,0,0,0.382299617088507,0,0,0,0,0,0,0,0,-0.128597206715851,0,0,0,0,0,0,0,-0.033572860924052,0,0,0,0.013106938061673,0,0,0,0,0,0,0,0.337047707097989,0,0.325195988210273,0.0728464877512666,-1.73472347597681e-18,0,0,0,0,0,-0.114799654053029,-1.73472347597681e-18,0.0160498649789898,0.0548449986110296,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0843831942816474,0,0,0,0,0,0.095031200420646,0,0,0,0,0,0,0,0,0.0035999613656488,-0.162233396727917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120929898172295,0.176703981104483,0,0,-0.108168071065415,0,0,0,0,0,0,-0.000113954662256847,0.0427361676607772,-0.0874480189066228,0,0,0.101078586158311,0,0
X600585.SH,0,0,0,0,0,0.0501031563717965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123597621081084,0.168413024313667,0,0.479164243920087,0,0,0,0,0,0.0639828962459957,0,0,0,0,0.0380657381572725,0,0.0744840501481598,0,-0.26942553807674,0,0,0.0151613069122596,0,0,0,0.0876354592745107,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.029457212028015,0,0,0,0,0,0,0,0,0,0,0.211985774636622,0.05087929558098,0,0.020277174934736,0,0,0,0,0,0,0.0074348366879777,0,0,0,0,0,0,0,0,0,0,0.232723486306656,0,0,0.0135964400211639,0,0,0,0,0,0,0,0.00712713187562246,0.0232885907111619,0,0,0,0.0377559537733866,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52353344688984,0,0,0.530867664533061,0,0,0,-0.0743113837341358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923479851320307,0,0,0,0,-0.111554343598328,0,0,0,0.000322341792450291,0.0233486234813076,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386750544859109,0,0,0,0,0,0,0.507792503708177,0,0,0,0.134818505091377,0,0,0.308142419720827,0,0.104877976309956,0,0,0.0267351014771782,0,0,0,0.0171526481786163,0,0,0.102308140393198,0,0,0.0346240200911289,0,0,0,0,0,0
X600010.SH,0,0,0,0.0695193452914838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159074574439225,0,0.0596048791087412,0,0.0406099848542293,-0.178204695785476,0,0,0.184545611061718,0,0,0,0,0,0,0,0.069342206080627,0,0.0630200041890045,0,0,0.18087906876748,0.109358095804539,0,0,0,0,0,0,0,0,0,0,0.00728651694966089,0,0,0,0,0,0.016345814578015,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119825299349495,0,0,0,0.0659060281727085,0,0,0,0,0,0,0,0,0.181840586749493,0.61450471093306,0,0,0,0,0,0,0,0,0,0,0.0550127311946997,0.219008698493763,0,0,0,0,0,0,0.0204786263219962,-0.0319272658877955,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579655192469661,0,0,0,0,0,0,0.108230577558046,0,0,0,0.0247612248902399,0.110620521470185,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0240213367921183,0,0.017807011136343,0,0,0,0,0,0,0.115362623748642,0,0,-0.00846635685604317,0.0298236134197962,0,0,0,0.0416133583771347,0,0
X600660.SH,0,0.131836601374374,0,0,0,0.0303019748185624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648656671501924,0,-0.0317768840283339,0,0,0,0,0,0.0226917947631643,0,0.314097567983534,0,0,0,-0.00661912390608735,0,-0.000127627066955395,0,0,0,0,0,0.0217975964654441,-0.0636956077607483,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0117241877470518,0,0,0,0,0,0,0,0.0260083620846271,0,0.0615912407170603,0,-0.0121194058280165,0,0,0.109541912415626,0,0,0,0,0,0.123787104039009,0,0.0114292587061734,0,0,-0.0801694332700313,0,0,0,0,0,0,0,0,0,0,-0.00760594707918139,0,0,0,0,0,-0.0214310600780621,0.0224398067899875,0,0,0,0,0,0
X600886.SH,0,0,0,0.0450845125042635,0,0.0913876767377281,-0.0447104913460224,0,0,0,0,0,0,0,0,0.0442232521051639,0,0,0.0328894723362698,0.050122824553188,0.0685316040804003,0,0,0,0.100310088496673,0,0,0,0,0,0.0783443754322744,0,0,0,0,0,0,-0.199146690474304,0,0,0,0.163172587158203,0,0,0,0,0,0,0,0,0,0.0381861609695229,-0.0644855408247891,0,0,0,0.0179297027050581,0,0
X600688.SH,0,0,0,0,0.175331526994301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141927154507741,0,0,0,0,0,0,0.0493845872639186,0,-0.00352373049255588,0.022568683543294,0,0,0,0.0319216331179037,0,0
X601600.SH,0,0,0,0,0,0,0.0622317720075359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114430751349644,0,0,0.181328434505373,0,0,0.0687874047574626,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.100411780697865,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0193523790042488,0,0,0,0,0.0231331852497907,0,0
X600795.SH,0,0,0,0,0,0.266423749424034,0,0,0,0,0,0,0.087627981498767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559711145100384,0,0,0,0,0,0,0,0,0,0,0.0468849507354945,0,0,0,0.0123705247025439,0,0,0,0,0,0,0,-0.015560820430632,0.0505532657418643,0,0,0,-0.0522192681598136,0,0
X600362.SH,0,0,0,0,0,0,0.0488108945088566,0,0,0,0,0,0,0,0,0,0,0.0569685045558058,0,0,0,0,0,0,0,0,0.347352413598324,0,0,0,0,0.00799656202803894,0,0,0,0,0,0,0,0,0.0238487367051553,0.0114984055224047,0,0,0,0,0,0.0577017067413442,0,0,0,0,0.00216873700045578,0,0,0,0,0.0424235629350779,0
X600188.SH,0,0,0,0,0,0,0.107398275249028,0,0.038596168428686,0,0,0,0,0,0,0,0,0,0,0,0.0781831922252673,0.165539421032283,0,0.0293464779573564,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0128958031145489,0.128465929971367,0,0.0637070143217229,0,0.0429777284539359,0,0,0,0,0,0,-0.0104562313690247,-0.00310023733341732,0,0,0,-0.0106566762449876,0,0
X600027.SH,0,0,0,0,0,0.41520397481403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366574433796785,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0317982199685428,0,0,0,0,0.0407745676159712,-0.286488032200431,0,0,0,0.236199902535193,0,0,-0.0513840973637818,0,0,0,-0.101583965702298,0,0
X000898.SZ,0,0,0,0,0.235875052630721,0.0155268726976039,-4.33680868994202e-19,0,0,0,0,0,0.0602680910695547,0,0,0,0,0,0.131605677878943,0,0.025967901547881,0.0269901115134167,0,0,0.0121813468127663,0,0,0,0.0577555432451651,0.089661686941493,0,0.0320300809362098,0,0,0,0,0,0,0,0,0,0.0861811589417929,0,0,0,0,0,0.145937138089421,0,0,0,0,-0.0110628773020385,0,0,0,0,0,0
X601992.SH,0,0,0.0531482795731624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337327510657083,0.0149097128946307,0,0,0,0,0.252906622779581,0,0,0,0,0,0,0,0.234565629588132,0,0.0532094235649107,0,0,0,0,0,0.122544043038018,0,0.169465909826449,0,0,0,0.036508921617473,-0.0602470764778187,0,0,0,-0.029310813611815,0,0
X600176.SH,0,0,0,0,0,0.00104198162109055,0,0,0,0,0,0,0,0,0,0,0,0.0156504051486642,0,0,0,0,0.0515391224005433,0.0878815126750389,0,0,0,0.0398573095590617,0,0.192810100404784,0,8.67361737988404e-19,0,0,0,0,0,0.160298660103047,0,0,0.0723903332036805,0,0,0,0,0,0.180508482369105,0,0,0,0,0.0235380574807014,0,0,0,0,0.0628777034966429,0,0
X600516.SH,0,0,0,0,0,0,0.0116021163445228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203119385668921,0.0508539761829894,0,0.0502487435837957,0,0,0.180655693838671,0,0.172359760740313,0,0,0.0014074879516005,0,0,0,0,0,0,0,0,0.264011418035637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,-0.206856062779711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911214599431565,0.0166531391829743,0,0,0,0,0,0,0,0,0,0.0957052238223251,0,0,0,0,0,0,0,0,0,0,-0.139494830667037,0.0175859664497267,0,0,0,0,0.0440527215476266,-0.0812105058127028,0
X600352.SH,0,0,0,0,0,0,0.022921843100853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559342459845134,0,0,0,0,0,0,0,0,0,0,-0.0636188092505114,0,0,0.386202837364895,0,0,0,0,0.232761133930402,0,0,0,0,0,0,0,0,0,0,0,0.0226106919507049,-0.0620757492351873,0,0,0,0.00927824934042385,0,0
X000709.SZ,0,0,0,0,0,0,0,0,-0.0257623500364142,0,0,0,0,0,0,0,0,0,0.0168304648787063,0,0.0548280185572796,0.143552260029159,0.0705917239954972,0,0,0,0,0,0,0,0,0.144926729246167,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.032018464618995,-0.0185805554923514,0.0159395112159299,0,0,0,0.0182049666061808,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1161322946746,0,0,0,0,0,0.222758613021473,0,0,0.0471096482527335,0,0,0,0,0,0,0,0,0.189167165536182,0,0.135994728254358,0,0,0,0,0,0.056135727370811,0.0680031303722521,0,-0.0102441747276981,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126981126688375,0,0,0,0.115350675846231,0,0,0,0.205574455403639,0,0,0,0,0,0,0,0,0,0,0.165919510281421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646897539619258,0,0
X002460.SZ,0,0,0,0,0,0,-0.0404856954340786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583729289933802,0,0,0,0,0,0,0,0.0931578178895862,0.162425129979792,0,0,0,0,0,0,0,0,0,0,0.219607839606226,0,0.192450441136638,0,0.0150443568085446,0,0,0,-0.00919255388390098,0,0,0,0,0,0.206679115149337,0
X000786.SZ,0,0,0,0,0,0,0,0,-0.0674705692073013,0,0,0,0,0,0,0.0542875946299162,0,0,0.0316897690975445,0,0.206295701477214,0.198180290244228,0,0,0.0811664186544681,0,0,0,0,0,0,0,0,0,0,0,0,0.247143467914297,0,0.261518711083475,0,0,0,0,0,-0.0699207953187401,0,0,0,0,0,0,0.0136761557538407,0,0,0,0,0,0
X600808.SH,0,0,0,0.0305287011391435,0,0,0.134469120636617,0,-0.116717418733285,0,0,0,0,0,0,0,0,0,0,0,0,0.0256841358477564,0,0,0,0.148861909445977,0,0,0,0,0,0,0,0,0,0,0,0,0.159681369295271,0,0.227220436397987,0,0,0,0,0.0560426065490155,0,0,0,0,0,0.000483000508797926,-0.0262732347543934,0,0,0,0.00604766135225036,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147711958170426,0.0133041858878695,0,0,0,0.285499937064918,0,0,0,0,0,0.300098451065348,0,0,0,0,0,0,0,0,0,0.0770188691997307,0,0,0,0,0.139962184695711,0,0,0,-0.0247353787778496,0.0518463001477366,0,0,0,0,0.0238902548716384,0
X600489.SH,0,0,-0.0212010319671323,0,0,0,0,0,0.690829338168024,0,0,0,0,0,0,0,-0.0817880981151799,0,0,0,0,0,0.109527427197608,0,0,0,0,0,0.0984060436652241,0.080379194118115,-0.0408442755518614,0.19303201787889,0,0,0,0,0,0,0,-0.079937886869479,0,0,0.0236619816603952,0,0,0,0,0,0,0,0,-0.0137994869840941,-0.0161793618508373,0,0,0,-0.00881962471728,0,0
X601158.SH,0,0,0,0,0,0,0.0157259658132981,0,0,0,0,0,0,0,0,0,0,0.0296421470690273,0.0139386119311211,0,0.0210116152994614,0,0,0,0.0893002962127546,0,0.100897242797347,0,0,0,0,0.0687857860456192,0,0,0,0,0,0.0656284664763589,0,0,0,0,0,0.00206692666993644,0.0120672322330754,0,0,0,0,0.0664388327148496,0,-0.00614755064784617,0.0191310338386485,0,0,0,0,0,0
X600801.SH,0,0,0,0.290309217569954,0,0,0.0680754678572117,0,0,0,0,0,0,0,0,0,0,0,0.188937666691374,0,0.0479209149872532,0,0,0,0.0197307211956018,0,0,0,0,0,0,-0.180894978074795,0,0,0,0,0,0,0,0.149940353627332,0,0,0.107577563404475,0,0,0,0,0,0,0,0,0.00331870341193607,-0.0170248555392284,0,0,0,0.0285754351308172,0,0
X000825.SZ,0,0,0,0,0,0,0.0785727077737567,0,0,0,0,0,0,0,0,0,0,0,0.0443373364679649,0,0,0,0,0,0,0,0.0721920250788077,0,0,0.0615700230387848,0,0,0,0,0,0,0,0,0,0.0861601401244458,0.191598228256601,0,0.0320530321292794,0.0862166432229551,0,0,0,0.0585719362275861,0,0,0,0.00925787753885921,0.00244208891293032,0,0,0,0,0,0
