,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X000708.SZ,X601699.SH,X000301.SZ,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X600027.SH,X600489.SH,X600803.SH,X002271.SZ,X601991.SH,X600160.SH,X600176.SH,X600985.SH,X000807.SZ,X000630.SZ,X000408.SZ,X000786.SZ,X000932.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600995.SH,X600348.SH,X000629.SZ,X600688.SH,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.285062100942415,0.482479182284676,0,0,0,0,0,0,0,0,0,0,-0.14800395987997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37842651919417,0,0,0,0,0,0,0,0,0,0.163840848853332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209583517895051,0,0
X600028.SH,0.559509341183494,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0659086894770529,0,0,0,0,0,0,0,0,-0.0365928830778894,0,0,0,0,0,0.0662394563035308,0.104177997195518,0,0,0,0,0,0,0,0,0,0.0359520759677082,0,0,0,0,0,0,0.0903512581974769,-0.110786258656688,0,0,0,0,0,0.0188676892983723,-0.0361835507991655,0,0,0,0.0153418092108169,0,0
X601088.SH,0.114264691446042,0.04265956238687,0,0,0.117727860161651,0,0.195275070518787,0,0,0,0,0.013853010987569,0,-0.0211197882832513,0,0,0,-0.0597089587816035,0,0,0.00834722684564633,0,0,0,0,0,0,0,0,0,0,0,0.0892972323343919,0,0,0,0,0,0,0,-0.180811720297038,0,0,0,0,0,0,0,0,0,0,0,0.00728316506872999,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.127950145826038,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0480420046697034,0,0,0,0,0,0,0.192350175618596,0,0,0,0.17304644546966,0,0.0650850656682976,0,0,0.0835949758220156,0,0.121792986356687,0,0,0,0,0.341583897110176,0,0.329329894930105,0,0,0,0,0,0,0,0.451502066187667,0,0,0.00443577395903525,0,0,0,0,-0.0151890124682415,0,0
X600188.SH,0,0,0,0,0,0,0.244320591648521,0,0,0.0954081230974419,0,0,0,0,0,0,0,0,0,0,0.203733825498393,0,0,0,0,0.0973814358173959,0,0,0,0,0,0.00832786662141677,0,0.129113903128283,0,0,0,0,0,0,0,0.234232570081355,0,0,0,0.0464738168747251,0,0,0,0,0,0,-0.00918690180236892,0,0,0,0,0,0
X600019.SH,0,0,0,0,3.46944695195361e-18,0,0.167285122628583,0,0,0,0.0211232380961482,0,0.00593130329322248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622894953335857,0.12265776256755,0.326948764720761,0,0,0.154263793318435,0,0,0,0,0,0.0794616734581411,0,0,0,0,0.0300037364931549,0,0,0,0,0,0
X601898.SH,0,0,0.170050512439186,0,0.279188976719661,0.0458380886263485,0,0,0,0,0,0,0,0.0209917915516805,0,0,0,0,0,0,0.058489071699974,0,0,0,0,0,0,0.0132467741388804,0,0.0363437435776526,0,0,0,0,0,0,0,0.00619336461075249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0068995160089386,0,0,0,0.0592079086034258,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.18328989119867,0,0.00613003748798917,0,0,0,0,0,0,0,0,0,0,0,0,0.266610629542831,0,0.104645556530471,0,0,0,0.0605997356797688,-0.0167500126555271,0,0,0,0,0,-0.00562102062936435,0,-0.117128847981919,0,0,0,0,0,0,0,0,0,-0.0109703454072807,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0071450409885083,0,0,0,0,-0.0193566066149858,0,0,0,0,0,0,0,0,0,0,0,0.0469473215848383,0.00280940631362012,0.355515495799393,0.0336952333084557,0,0,0,0.235467390165141,0,0,0.0232283105316746,0,0,0,0,0,0,0,-0.0993392625956215,0,0,0,0,0,0,0,0,0,0,0,0.00320279167018004,0,0,0,0,0,0
X600547.SH,0,0.141479147180566,0,0,0.0393097858721125,0,0,-0.00858685030399235,0,0,0,-0.0687413667467814,0,0,0,-0.0655696117010778,0,0,0,0,0,0,0,0,0,0,0,0.480759681672563,0,0.0121515996700756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031845891244979,0,0,0.0281416938560008,0,0.00330071815225575,0,0,0,0,0,0,0
