,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X002460.SZ,X601898.SH,X600111.SH,X000877.SZ,X002271.SZ,X600011.SH,X002466.SZ,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X000786.SZ,X000723.SZ,X600803.SH,X600795.SH,X600096.SH,X000959.SZ,X601991.SH,X600295.SH,X600219.SH,X000408.SZ,X000807.SZ,X000932.SZ,X600801.SH,X000630.SZ,X000825.SZ,X600486.SH,X600489.SH,X600141.SH,X600985.SH,X600157.SH,X600688.SH,X000830.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0982558563083841,0,0,0,0,0,0,0,0.194669572113302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368817533630518,0,0,0.111197685230454,0,0,0,0,0.147902317795689,0,0.0274388770189373,0,0,0.0611748076207379,0,0,0.0548890194222511,0,0,0,0.0304081544383464,-0.0465453896491259,0,0,0,0,0,0
X601088.SH,0.0435121173028417,0,0,0,0,0.06883817255225,0,0,0,0.225653641658228,0,0,0,0,0,0,0,0,0,-0.0798655838850837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373465150234689,0,0,0,0,0,0,0.0215532684626067,0,0,0,0,0,0
X600028.SH,0.0513565068319791,0,0,0,0,0.0456543661123518,0,0,0,0.0361875643747158,-0.0615221703239879,0,0,-0.00859898571671163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250076853148558,0,0,0,0,0,0,0,0,0,0.299163152583099,0,0,0,-0.012049773241013,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0481783108735247,0,0,0.0561481075223125,0.171911042039551,0,0,0.0216417770875042,0.182690899635241,0.0124091889003474,0,0,0,0,0,0,0,0.0675235387612502,0,0,0.0433394245291733,0,0,0,0,0,0,0,0,0,0.0252524719671374,0,0,0,0,0,0,0,0,-0.0203581015559873,0.0257453582247808,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0273606811389308,0,0,0,0,0,0.0192827407429197,0,0,0,0,0,0,0,0,0,0,0,0.0992013323385613,0,-0.0121531667804926,0.0509326415748536,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.438889475030634,0,0,0,0,0,0,0,0,0,0,0,-0.00904922579188907,0.00435451740580729,0,0,0,0,0,0
X600188.SH,0,0.242605864545313,0,0,0,0,0,0,0.0270108898482767,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248687476104197,0.00224126540253092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172986447525323,0,0,0,0,0,0,0,0.610227088701683,0,0,0,0,0.0968785790747478,0,0.0561179552419474,0,0,0,0.248132914223632,0,0
X000792.SZ,0,0,0,0,0,0.0556889006690116,0,0,0,0,0.198682349355187,0,0,0,0.193035835941866,0,0,0.0603482380941205,0,-0.0568885798793288,0,0,0,0,0,0,0,0,0.344658510349396,0,0,0.220336616944392,0,0,0,0,0,0,0,0,0,-0.321110288955404,0,0,0.127264022901073,0,0,0,0,0,0,0,-0.0134210728452691,0,0,0,-0.00605938659663471,0,0
X600019.SH,0,0,0,0,0,0.113746808452428,0,0,0,0,0,0,0,0.112468488792878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922730873282184,0,0,0,0,0,0,0.135361213040682,0,0,0,0.177418320714924,0.182321291132597,0,0,-0.0253273936100261,0,0,0,0,0,0,0,0,0,-0.00386430174494323,0,0,0,0,0,0
X002460.SZ,0,-0.119303872330539,0,0,0,0,0.139897106304743,0,0,0,0.229531509194166,0,0,0,0.459653014022209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019132154388008,0,0,0,0,-0.0823429040827172,0,0,0,0,0,0,0,0.127354148334726,0.176874263944712,-0.00392287502273957,-0.0124178277192317,0.0311606102581928,0,0,0,0,0
X601898.SH,0,0.128520568200273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202672035449957,0,0.0274768595024338,0,0,0,0,0,0,0.0406099693088117,0,0,-1.73472347597681e-18,0.0288764275996812,0,0.0487134316697549,0,0,0.0599134869561529,0,0.311955722750212,0,0,0,0,0,-0.00179898030496378,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0067099593191023,0,0.338798103681856,0,0,0,0,0.0519989599042447,0,0.192830771173977,0,0.133752803529365,0,0,0.189717579300943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769941609961604,0.0280020467926409,0,0.0425924793666685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096512385004002,-0.0172145488622111,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,-0.0323500103519343,0,0,0,0,0,0,0,0,0,0,0.0962071140787595,0,0,0,0.0613884919954349,0,0,0,0,-0.0503843433809377,0,0,0,0,0,0,0,0,0.0252160340496195,0,0,0,0.0760248460173253,0.436751217784652,0,0,0,0,0,0,0,0,0,0,0,0,0.0154362629454218,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0205417135721015,-0.0488465892225436,0,0,0,-0.115797253461069,0,0,0,0,0,0,0,0,0.078249195218373,0,0,0,0,0,0,0,0.451987281617862,0,0,0,-0.0106198585507008,0,0.373480085694069,0.0365885110491624,0,0,0,0,0,-0.173816002923738,0,0,0.125747340225156,0,0.176951989679954,0,0,0,0,0,-0.043696026863033,0.0688609916759863,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260651193100191,0,-0.0297774041213297,0,0,0.0583021565344103,0,0,0,0,0,-0.0119695341169845,-0.0717015924280689,0,3.46944695195361e-18,0,0.628664748603055,0,0,0,0,0,0.132165864659024,0.124646826270751,0,0,0.261456455702143,0,0,0,0,0,0,0,0,0,-0.00699933606532208,-0.0520920969698923,0.103925252900197,0,0,0,0.0839952645785329,0,0
