,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X000883.SZ,X600352.SH,X601158.SH,X600583.SH,X600021.SH,X000060.SZ,X000539.SZ,X000027.SZ,X600309.SH,X601992.SH,X000709.SZ,X000898.SZ,X600808.SH,X000792.SZ,X600307.SH,X600489.SH,X000825.SZ,X600098.SH,X002470.SZ,X600547.SH,X600660.SH,X002353.SZ,X000629.SZ,X600008.SH,X600578.SH,X000831.SZ,X600863.SH,X002075.SZ,X600219.SH,X600549.SH,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.696124549203958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173169676048536,0.0621310799197325,0,0.0397211452116901,0,0,0.170153891255637,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218971162891969,0,0,0,0,0,0,0,0.00866004017662969,0.00707350185392105,0,0,0,0,0,0
X600028.SH,0.583691283619595,0,0,0,0,0.0514097549768272,0,0,0.00300495272545104,0,0,0.0824670560208788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400210278187707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298718143981542,0,0,0,0,0,-0.0140788683415956,0.00250808548439763,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.285433846949355,0,0,0,0,0,0,0,0,0,0,0,0.0950694053738733,0,0.216261308517153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330913244267844,0,0.0166288983108745,0,0,0,-0.00477743160723432,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0296740195101248,0.0343148968818137,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0128056454771552,0,0.20191077106218,0,0,0,0,0.101151021205749,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.18697684687261,0,-0.0218039404361334,0,0,0,0.217134465357694,0,0.0046494596040299,5.42101086242752e-20,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0921257509736426,0.0471034740767019,0,0,0,0,0.149150719611785,0,0.0935252384535784,0,0,0,0,0.0413406066365484,0,0.113278987819472,0,0,0,0,0,0,0,0,0,0.0650396176024632,0,0,0,0,0,0,0,0.207607754666258,0,0,0,0,0,0,0,0,-0.00135217326148399,0.00170291329605828,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.312739439619582,0,0.0242533621745036,0,0,0,0,0,0,0,0,0,0,0.0208066042763513,0.0196454501613789,0.0127434551878708,0,0,0,0.21924062644318,0.183329609133874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.00207250922544288,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.00197421752327247,0,0,0,0,0,0,0.293494850278369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402690326923774,0,0,0,0,0,0,0,0,0,0.105662797301493,0.0702053390676091,0,0,0,0,0,0.00642752545513961,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0642235658658062,0,0.177789014612411,0,0,0,0,0,0,0,0,0,0,0.0307000243564386,0.114179060615998,0,0,0,0,0,0,0,0,0,0,0,0,0.00825601824017556,0,0,0,0,0,0,0,0,0.351201662659854,0,0,0,0,0.121541911209644,0,-0.00363249114735722,0.00767704502526004,0,0,0,0,0,0
X601600.SH,0.125502679559962,0,0.177367303442063,0,0,0,0,0,0,0,0.184035823013412,0,0,0,0,0,0,0,-0.0658770018320147,0,0,0,0.0270879070359242,0,0,0,0,0,0,0,0.263367648905554,0,0,0,0,0,-0.0996972027661896,0,0,0,0,0,0,0.294721225076205,0,-0.0702093682356405,0,0,0,0,0,-0.00748252582727978,0.0102548941472056,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.145464277562748,0,0,0.0675287146299931,0,0.044955889185204,0,0.0895883497005447,0,0,0,0,0,0,0,0,0,0,0.134118000034041,0,0,0,0,0,0.0835669122430325,0.0103376502250014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857950042553407,0.0392199884089723,0,0,0,0,0,0
