,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X601991.SH,X600157.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600111.SH,X600886.SH,X600660.SH,X600489.SH,X000723.SZ,X002466.SZ,X600623.SH,X601158.SH,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000959.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000630.SZ,X601699.SH,X600021.SH,X600126.SH,X000012.SZ,X002460.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0143853241048,-0.00232849059049767,0,0.0383534455454488,0,0,0,0.00652746091442747,0,0,0,0,0,0.0284842861937103,0,0,0,0,0.0130413942394565,0,0.00216090188342268,0,0,0.0297912709258069,0,0,0,0,0,0.0704546014164901,0,0,0,0.0690459594330286,0,0,0,0,0,0,0,0,0,0,0,0,-0.00584643190670732,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.151132914188967,0,0,0,0,0,0,0.0552293312140599,0,0,0,0,-0.00820904382486409,-0.0281240693659583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315670772203396,0,0,0,0,0,0,0,-0.0610967142799339,0,0,0.03308540630499,0.0817587337328853,0,0,-0.00587974000541214,-0.043164083734972,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,2.16840434497101e-19,0.165810028164532,0,0,0.0789637630727616,0,0,0.0413946519547478,0,0,0,0,0,0,0,0,0,0.0391158415264479,-0.00262135123126051,0.0474860515925906,0,0,0,0,0,-0.0234569685579526,0,0,0,0,0,0,0,0,0,0.0268415419287197,0,0,0,-0.0642346873686869,0.0961580805902925,-0.0755054490030146,0,0,0,0.013793818396515,-0.0201682504054696,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0144313727677827,0,0,0,0.0778150168914863,0,0,0.0308539987959463,0,0,0,0,0,0,0,0.171784076401945,0,0.004406117851576,0,0,8.67361737988404e-19,-0.0329534364058072,-0.163293934208734,0,-0.0769179369916374,0,-0.0216674988603056,0,0,0,0,0,0.20288128790072,0,0,0,0,0,0,0,0.0406846452418384,-0.0612802117255271,0.0531556583871319,0,0,-0.00403691867062807,0.0119574931302912,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553586183301406,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316459554572308,0,0,0.0257952975092534,0,0,0.0261734671414592,0.101747491292493,0.0792872461258733,0,0,0,0,0,0,0,0.12094035956111,0,0,0.0514719961365702,0,0,0,0.100879958626018,0,0,0.07878242300392,0,0,0,0,0,0,0.0244895190942543,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.033347891482909,0,0,0.275454634094793,0,0,0.0885883248478247,0,0,0.0398701728028861,0,0,0,0,0,0.125116097532083,0,0,0.112790759769221,0,0,0,0,0,0,0,-0.0863599310286884,0,0.0312959746182547,0,0,0,0,0,0.0898980827134979,0,0,0,0,0,0,0,0,0,0,0,0,0.132645810534518,0,0,0,0,0,0,0
X601898.SH,0,0,0.18089540908617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108806344432208,0,0,0,0,0,0.0836354310688758,0,0,0,0.191146982259797,0,0,-0.0826523254146536,0,0,0,0.0413919207513113,0.295231520742454,0,0.044369647248005,0,0,0,0,0.071016596428234,-0.141654557115252,0,0,0,0,0,0
X600547.SH,0,0,0,-0.293280485253358,0,0,0,0,0,0,0,0,0,0.00757668280227432,0,0,0,0,0,-0.126979844881632,0,0,0,1.06097959885368,0,0,0,0,0,0,0,0,0.015064086420027,0,0,0,0,0,0,0,0,0,-0.0897885798130756,0,-0.0231523686790497,-0.162661002555653,-0.0404604637360566,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103412976728641,0,0,0,0,0,0.040109237490815,0,0,0,0,0,0,0,0.0247076546262097,0,2.16840434497101e-19,0,0,0,0,0,0,0.0722341225155649,0,0,0,0,0.356718954603379,0,0,0,0,0.03349981323347,0.0112591599104499,0.041349840016733,0.126202916256388,0,0,0,0,0,0,0,0,0
