,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X000408.SZ,X000629.SZ,X600096.SH,X601991.SH,X600803.SH,X600348.SH,X300073.SZ,X600160.SH,X000983.SZ,X000723.SZ,X000786.SZ,X002080.SZ,X600027.SH,X600141.SH,X600219.SH,X601699.SH,X002353.SZ,X600549.SH,X600378.SH,X300037.SZ,X600157.SH,X600801.SH,X002407.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.060418503782102,0.0221036870541285,0,0,0,0,0,0.0316840559934156,0,0,0,-0.060352943950078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534834983790445,0,0,0.129213180797776,0,-0.108649233302616,-0.0239734750717587,0,0,0,0.0626697089072852,0,0,0,0,0.0293229225148457,0,0,0.130267467811739,-0.0695671019410732,0.0460500136124924,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.10524826136339,0.30286844102379,0.188146690951069,0,0,0.0402914283464898,-0.0718996702623062,0,0,0,0,0.123100858922605,0,0,0,0.0276093093248175,0,0,0,0,0,0,0,0,-0.0444390892046938,0,0,0,0,0,0,0.186779279399474,0.0660851772512522,0.00555301561408491,0,0,0,0,0,0.0247487837776893,0,0,0,0,0,0.0241401545596562,0,0,0,-0.020263857064201,0,0,0,-0.00279658570820655,0,0
X600028.SH,0.11929111381099,0,0,0.0495714280319755,0,0,0,0,0.0190793800169888,-0.00236713722477535,0,0,0,0,0.0387488693362307,0,0,0,0,0,0.0229473046064884,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.043326016528126,0,0,0,0,0,0,0,0.0333858937425591,0,0,0,0,0,0,0.0797335697638819,0,0,0,0,0,0,-0.0227416170677099,0,0
X600309.SH,0,0.0803160341072057,0,0,0,0,-0.0105506085441445,0,0,-0.0464528722224154,0.0649812601929902,0,0,0.0499524483832918,0,0,0,0.114478466519778,0,0,0,0,0,0.0629541290640267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427334125129475,0,0.0645569946199125,0,0,0,0,0,-0.00764451942840968,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.374323405286638,-0.0346929680061028,0,0,0,0,0,0,0,0,0,0,-0.0546273828826784,0,0,0,0,0.063771195240861,0,0,0,0.0596187597800226,0,0,0.145388983147896,0,0,0,0,0,0,0.260516261234291,0,0,0,0,0,0,0,0,0,-0.0767225203118662,0,0,0,0,0.0112065247400534,0,0
X002466.SZ,0,0,0,0,0,0,0.584038921566131,0,0.118562491998353,0.0101118917998829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705965493931194,-0.203828297564954,0,0,0,-0.0465931495553434,0,0,0,0.0825967316002602,0,0.051570253936778,0,0.17252417612054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.093943345708036,0,0,0,0.102715280454386,0,0,0.153507615303294,0,0,0,0,0,0,0,0.0592423036631287,0,0.0200175107113709,0,0,0,0,0,0,0,0,0,0,-0.096585859095056,0,0,0.126958099897963,0,0,0,0,0,0,0.144298998706957,0,0,0,0,0,0.0965758610640651,0,0,0.0722302986990717,0,0,0.00755406917256091,-0.083532720548806,0,0,0,0.0515337202592461,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178541218099471,0,0,0,0,0,0,0,0,0,0.0326244397006546,0.0222072080483366,0,0,0,0,0,0.035417481847958,0.00336766799034268,0,0,0,0,0,0,0.00765124929292015,0,0,0,0.352262810656495,0,0,0,0,-0.0583603582923359,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.257942848737185,0,0,0,0,0,0,0,0,0.0830791257674708,0.0183705330546025,0.0971371816601055,0,0,0,0.111920845289066,0,0.040174830355844,0,0,0,0,0,0,0,0.0344388856198952,0.0962225065900515,0,0,0,0,0,0,0,0,0.210949203452326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350777736317197,0,0
X000301.SZ,0,0,0,-0.0794568382606288,0,0.414750855599259,0,0,0,0,0,0,0,0.224032346670778,0,0.107151161012804,0.168168498440185,0,0,0,0,0,0,0,0,0,0.166098676209493,0,0,-0.0368288907421816,0,0,0,0,-0.0335328681403895,0.0637982268335505,-0.0635497363814053,0.0571144394798356,0,0,0,0,0,0,0,0.0675396088382038,0,0,0,0,0,-0.213250456646833,-0.0670046575407066,0,0,0,0.0119093203266489,0,0
