,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X002460.SZ,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600801.SH,X600362.SH,X600688.SH,X002271.SZ,X600188.SH,X600352.SH,X000786.SZ,X600795.SH,X601991.SH,X002466.SZ,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X000723.SZ,X600176.SH,X000792.SZ,X000898.SZ,X600489.SH,X600426.SH,X000401.SZ,X600219.SH,X601158.SH,X600516.SH,X002353.SZ,X000553.SZ,X000932.SZ,X000709.SZ,X000883.SZ,X600583.SH,X002075.SZ,X600126.SH,X600160.SH,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.169230359213518,4.33680868994202e-19,0,0.269935366721265,0,0,0,0,0.0533670987304192,0,0,0,0,0,0,0.0648748419127977,0.00386653788203381,0,0,0,0,0,0,0,0.19742580342187,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.00621032634543819,0,0,0,0,0,0,0
X600028.SH,0.371099475166049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170759154111776,0,0,0.0117525702381184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054554546225162,0.086911505635738,0,0,0,0,0,0,0,0,0,0,0.0318107427803392,-0.00639596773476933,0,0,0,0.0827725606141503,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0506004005217701,0,0,0.0222684302837799,0,0,0,0.118790616180886,0,0,0,0,0.00227813189647828,0.105948024088799,0,0,0,0.0291233637735744,0,0,0.106677946320852,0,0,0.0145593128813889,0.0299367995471444,0,0,0,0,0,0,0,0,0.0636504989014308,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.00816187016377178,0,0,0,0,0,0,0,0,0.393986535081079,0,0,0,0,0,0.0402406503624319,0,0,0,0,0,0,0,0,0,0,0,0,0.0190048984545642,0.186491434768247,0,0,0,0,0,0.157506083995344,0,0,0,0,0,0,0,0,0,0.00613155391900242,0.00721389057794189,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145095627590109,0.348322650849728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937847852927606,0,0,0,0.174826037712766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118180486216441,0,0,0,0,0.0117750246793157,0,0,0,-0.0908798073513882,0,0
X600019.SH,0,0,0,0,0,0,0,0.000956699117496658,0,0,0,0,0,0,0,0.0539889957986001,0.0357754633853312,0,0,0,6.93889390390723e-18,0.0302896002672171,0,0,0,0.106141882397902,0,0,0.123405340500761,0,0,0,0,0,0,0.0821839504652234,0,0,0,0,0,0.0531855637456177,0,0,0,0.0351418781571722,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0327566360923219,0,0,-0.0095516316889128,0,0,0,0,0,0,0.108961744761299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05557910572723,0,-0.0108948950519566,0,0,0,0,0,0,0,0,-0.106311329746187,0.0173518547899848,0,-0.0417234917120217,0,0,0.0479753674111919,0,0.0256684993989499,0,0,0,0.0262034741701995,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0806786189895712,0,0,0,0,0,0,0,0,0,0.0327988685462778,0,0,0,-0.0255641910718247,0,0,0,0.105588713338075,0,0,0.289456393777755,0,0,3.46944695195361e-18,0.310791565780891,0,0,0,0.0583870138067696,0,0.0547196723624768,0,0,0.117585886310121,0,0.00400988713638831,0.189548469650326,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0498331960413035,0,0,0,0,0,0,0.0197080427425281,0,0,0.12766507535334,0,0,0,0,0.024319811094768,0.413540166145213,0,0.0268245375537382,0.0367782487812578,0,0,0,0,0,0,0,0,0.0294887868736645,0,0.0155357863614797,0,0,0,0,0.0176319044638363,0.00280912818152041,0.021355980858717,0,0.108959069381814,0,0.00305584538697501,-0.018898980928285,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.209683098760619,0,0,0,0,0.0262789093585019,0,0.368039467824073,0,0,0,0,0,0.0134518652617794,0,-6.93889390390723e-18,0.063050093391002,0,0,0,0,0,0,0,0.0292421445982194,0,0.0293718883071001,0,0,0,0,0,0.0233951752293758,0.00328147430003951,0,0,0,0,0,0,0,0,0,0,0,0,0
