,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600027.SH,X600489.SH,X002466.SZ,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X600176.SH,X000983.SZ,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000408.SZ,X000630.SZ,X600096.SH,X600157.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0771056877788357,0,0,0,0,0,0,0,0.128930159541282,0,0.0367002483276563,0,0,0,0.206556172130663,0,0,0.234379227338814,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,6.7762635780344e-21,0,0,0.0197758869647094,0.0184742838676954,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209626942433401,0,0
X601088.SH,0,0,0,0,0.39517900736842,0,0,0,0,0,0,0,0,0,0,0,-0.108293299018562,0,0,0,0,0,0,0,-0.00774594802497082,0,0,0.0505742494507844,0,0,0,0,0,0.134497466755469,0,0,0,0,0,0.0569796303528371,0,0,0,0,0,0,0,0,0,0,0,0.00751382500867671,0,0,0,0,-0.0234738474907075,0,0
X600028.SH,0.349452357663214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224845686336888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150533460102305,0,0.0844807351768041,0,0,0,0,0,0,0,0,0,-0.0200252891506157,0,0,0,0,-0.0338719672034501,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265329219641446,0.0413081084012396,0,0,0,0.214093008235479,0,0,0.0697934559963601,0,0,0,0,0,0,0,0,0,0,0.168425957982156,0,0,0,0.0223375235539094,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0408002498770319,0,0,0,0,-0.00519024124710346,0,0
X601898.SH,0,0.67444924435544,0.220423260964236,0,0,0,0,0,0,0,0,0,0,0,0.0587993116826732,0.0660516227636089,0,0,0,0,0,0.095316656084838,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0202424468602396,0,0,0,0,0,0.0354734051407763,0,0,0,0,0.0493186711717273,-0.0120973042991708,-1.73472347597681e-18,0,0,-0.000131655868806695,0,0
X600660.SH,0.0297575243871496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409280763343011,0,0.279264359416033,0,0,-0.0661173340393141,0.12680970128065,0,0,0,0,0,-0.059204365450075,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892612850128146,0.165445331898876,-0.272454861455272,0,0,0,0,0,0,-0.0340042231777753,-0.0471876476940021,0,0,0,-0.0344709841018231,0,0
X600019.SH,0.277269487143062,0,0,0,0,0,0,0,0,0.22107266837464,0,0,0,0,0,0,0,0,0,0,0.113734318624853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358672625137202,0.110705644645417,0,0,0,0.0852838880886266,0,0,0,0,0,0,0,0,0,0,0,0,0.0201626866197436,0,0,0,-0.00382513228200283,0,0
X600188.SH,0,0,0,0.119653653265506,0.240878909470796,0,0,0,0,0,0,0,0,0,0,0,0.00524768647622252,0,0,0,0,0,0.231345954713136,0,0.0204233372093181,0,0,0,0,0,0,0,0,0,0.169881934350623,0,0,-6.93889390390723e-18,0,0.0503422675896095,0,0,0,0,0,0,0,0,0,0,0,-0.0136381452010477,0,0.0752344700295574,0,0,-0.0412938245743638,0,0
X600585.SH,0,0,0,0,0.356044355047836,0,0,0,0,0,0,0,0,0,0.0298347035411714,0,0,3.46944695195361e-18,0,0.270397042157488,-0.0544495135007335,0,0,6.93889390390723e-18,0,0,0,0,0.254588418515433,0,0,0,0,0,0,0.351035154465704,0,0,0,0,-0.0849969709877686,0,-0.0550197482971474,0,0,0,0,0,0,0,0,0.0511644510498585,0,0,0,0,0.0233768624924709,0,0
X601600.SH,0,0,0,0,0,0,0.0514204288776129,0,0,0,0,0,0,0,0,0,-0.105378088850931,0,1.09420406040716,0,0,0,0,0,0,0,0,0.228919351225025,0.025122223206309,0,0,0,0.198671783949308,0,0.161717726045567,-0.253227437470376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004594111711826,-0.00232548502807458,0,0,0,-0.0183020167836808,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00480510036304898,-0.242235922830475,0.505235805135235,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0436281617084079,0,0,0,0,0,0,0,0,0.0522207129263709,-0.0227858590190339,-0.0679380342960162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252285201856649,0.0129754833832964,0,0.00121822666349522,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.129777982761752,0.109311860089382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893085910197229,0.0324933415355245,0,0.033363458568764,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.109965876505445,0,0,0,0,0,0,0,0,0,0,0,-0.0258010515375509,0.00256591644765456,0.048510003376531,0,0,-0.00240934199520473,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281665874649346,0,0,0,0.545049845540164,0.0782733517765871,0,0,0,0.00969881290720572,0,0,0,0,-0.0438054720911395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175581310791437,0,0,0,0,-0.00938169763203507,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756749314608382,0,0.15769344782248,0.20078118804994,0,0.0980771490124892,0,0,0,0,0.0615162468646255,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0270980488381806,0,0,0.0246914868773701,0,0,0.138683132161986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.233120282973224,0,0,0,0,0,0,0.014073820960058,0,0,0.232481033719342,0.00927842689472391,0,0,0,0,0,0,0,0.0393678590693158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226270115145943,0,0,0,0,0,0,0,0,0,0.0899860141225905,0,-0.044909143042827,0,0,0,0,0.0644069672651218,0,0
X600795.SH,0,0.0212029521256961,0,0,0,0,0,0,0,0,0.382235017995317,0,0,0,0,0,0,0,0,0,0,0,0.336811128617144,0,0.0557571390188206,0,0,0.0751578042614856,0,0,-0.0805137158815215,0,0,0,0,0,0,0,0,0.038921787047135,0,0,0,0,0,0,0,0,0,0.021039953284923,0,-0.00721017603730671,0,0,0,0,-0.011976049274623,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109136932159991,0,0,0,0,0,0.260651503986271,0.186661708356523,0,0,0.187042571253199,0,0,0,0,0,0,0,0,0,0,0,0.130204060668171,0,0,0,0,0,0,0,0,0,0,0,-0.0337068856116424,0,0,0,0,0.0291947152561523,0,0
X002460.SZ,0,-0.0955379340894189,0,0,0,0,-0.00976658320730295,0,0,-0.0133133688319482,0,0,0,0.132101530712133,0,0,0,0,0,0,0,0,0,0,0.796503904127198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184456833257319,0,0,0,-0.0582405704687794,0.042183556873107,0.173302736123938,0,0,0,0,0
X600362.SH,0,0,0,0.263158255474261,0,0,0.100867707303369,0,0,0.169181465443085,0,0,0,0,0,0,0,0.0298705058643053,0,0,0,0,0,0,0.0704928616678393,0,0,0,0,0,0,0,0,0,0,-0.00812741461796718,0,0.244131327659302,0,0,0.0296660122608487,0,0,0.00632950325227215,0,0,0,0,0,0,0,-0.0207367903389188,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0.0363348667650228,0,0,0,0,0,0,0,0.181811540326712,0,0,0,0,0,0,0,0,0,0,0.0247780696303528,0.0819216942987633,0,0,0,0,0,0,0,0,0.0832044037238955,0,0.141092611778885,0,1.73472347597681e-18,-1.73472347597681e-18,0,0,0.123191380150597,0,0,0,0,0.214130833976422,0,0,0,0,0,0,0,0,-0.0157815983565789,0,0
X600803.SH,0,0,0,0.61335051629584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964431911907287,0,0,0,-0.0374484489354604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104916838273137,0,0,0,0.0475463004220215,0,0.0432933186145411,0,0,0,0,0,0,0,0,0,0,-0.10161109710068,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105505119090719,0,0,0,0,0,0,0,0,0,0,0,0.0915818146859348,0.0113478584315536,0.369713750544668,0,0,0,0.00631171920878523,0,0,0,0.0369116023147697,0,0.0559359423318564,0.138240973886374,0,0,0.0208889504109699,0,0,0,0,0,-0.0293037562969001,0,0,0,0,-0.0147712633719253,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.139661044530877,0,0,0,0.100699744539072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29601388831186,0,0,0,0,0,0,0.0455188663338855,0,0,0,0,0,0,0,0,0,0,0,0,0.0200216178431795,0,0,0,-0.00157653839425041,0,0
X600489.SH,0,0,0,0,0,0,0.318737732622387,0,0,0,0,0,0.639853178904035,0,0.0120240143913106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506366268012084,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0540460905956877,-0.0417041782931568,0,0,0,0,0,0
X002466.SZ,0,0,0,0.151756725964361,0,0,0,0.222244120834617,0,0,0,0,0,0,0,0,0,0.565415917940977,0,0,0,0,0,-0.0176244738220937,0,0,0,0,0,0,0,0,0,0,0,0,0.103979936198392,0,0,0.053525890550995,0,0,0,0,0,0.0339380755928358,0,0.184939937968469,0,0,0,-0.00388277800389219,0,0,0,0,-0.00755540113121808,0,0
X000301.SZ,0,0,0,0,0,0,0,-0.0460073330508733,0,0,0,0,0,0,0.00942082273320532,0,0,0,0,0.0410814891673426,0.0614339444661968,0,-0.51062894015439,0,0,0,0,0.317902039972937,0,0,0.506899041606176,0,0,0,0,0,0,0,0,-0.116879780647202,-0.130441784655282,0,0.421320213842596,0,0,0,0,0,0,0,0,-0.06574019845329,0.08557107792565,0.274179162723197,0,0,0.053709044347673,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681925893497545,0.00817910455525831,0,0,0.0891162601227252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553129108776856,0,0,0,0.121504493938562,0.100319785579332,0,0,0.0840063536308146,0,0,0,0,0,-0.0111503427034139,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,-0.00588796332799585,0,0,0.235066175470623,0,0,0,0,0,0,0.116603621158345,0,0,0,0,0,0,0,-0.0251711103757127,0,0,0,0,0,0,0,0.0731826958645917,0,0,-0.027924853310191,0,0,0,-0.0550189766225307,0,0,0.548559639644886,0,0,0,0,0,0,0,0,-0.00342706786942635,0,0.0458683222917312,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0741385600162539,0.275525688764225,0,0,0.207008803973719,0,0,0.0278445002226405,0,-0.0336776640693939,0,0,0,0,0,1.73472347597681e-18,0,0,0.0500508867937452,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0379712761658054,0,0,0,0,0,0,0.158385820320996,-0.0803369261240919,0,0,0,0,0,-0.0473150980905535,0,-0.0360866657746942,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.262975421117799,0,0,0,0.0140560040260656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206247559109251,0.0105322375655101,0,0,0,0,0,0,0,0,0.00525258625367318,-3.46944695195361e-18,0,0,0,0.0700160757720059,0,0,0.306354364580712,0,0,0,0,0.0411471955734145,0,0,0,0,0,0.0511079879576209,0,0,0,0,0
X600176.SH,0.115498373747448,0,0,0.121259305998292,0,0,0.0687569251337543,0,0,0,0,0,0,0,0,0,0,0.0713177295709096,0,0,0.0110330268680479,0.00283159835694206,0,0,0,0.0763706602342113,0,0,0,0.252319301986399,0,0,0,0,0,0.0359114674995057,0,0,0,0.0397901490939146,0,0,0.002987246642706,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462408519002353,0,0,0.0618935472507537,0,0,0.0576078335912112,0,0,0,0,0.0623798889156278,0,0,0,0,0,0,0,0,0.378553023987973,0,0,0.113422022007761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430118650853179,0,0,0,0,-0.0416796046583009,0,0
X600219.SH,0,0.0456569159028302,0,0,0,0,0,0,0,0.348281160537966,0.0133326943568144,0,0,0,-0.0242006625467367,0,0.052083349581522,0,0,0,0,0,0,0,0,0,0,0.05058079348918,0.11092529977304,0,0,0,0,0,0,0.0823000241454678,0,0,0,0,0.121555705152501,0,0.0650156833762122,0,0,0,0,0,0,0,0,-0.0193129878566915,0.022741073351857,0,-0.258071118950533,0,-0.0321482300483642,0,0
