,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X300072.SZ,X002466.SZ,X600795.SH,X600660.SH,X002460.SZ,X601992.SH,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000792.SZ,X000709.SZ,X600157.SH,X600027.SH,X000786.SZ,X000408.SZ,X600339.SH,X600176.SH,X002271.SZ,X600219.SH,X000723.SZ,X600489.SH,X000959.SZ,X000553.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000630.SZ,X000807.SZ,X600549.SH,X000983.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0312595225048982,0,0,0,0,0.0347057939931415,0.0105645956190429,0,0,0.0533860074110584,0,0,0,0,0,0,0.0284778287757523,0,0,-0.0241595098523933,0,0.011173923766639,0,0,-0.0265010125670467,0.0260170315986848,0,0.056006634988394,0,0,0,0,0,0.0452907806205311,0,0,-0.0202633744185999,0,0,0,0,0,-0.0139216449362904,0,0,-0.00401998406139645,0.00761359655582994,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.167768360489299,0,0,0,0,0,0,0,0,0,0,0.0152738343622658,0,0,0.0311345089456371,0,0,0.0401745154781662,0,0,-0.0473087454775006,0,0,0,0,-0.0251682097732197,0,-0.0354939952554817,0,0,0,0,0,-0.0948998331889664,-0.00419217156634711,0.101194211272125,0,0,0,0,-0.0114128750998744,0,0,0,0,0,-0.00391314795297079,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0456400627815721,0,0,0,-0.0586291966324073,0,0,0,0,0,0.93819189513274,0,1.73472347597681e-18,0,0,0,0,0,0.0325644936571842,0,0,0,-0.0673275066046314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000608514107423095,0,0.0551056917324101,0.0921200059302591,0,0,0.063909928655159,-0.0501612866727494,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0212081041887823,0,0.153052315138051,0,0.136501587641839,0,0,0,0,0,0,0,0,0,0,0,0.107628329240987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317206705573058,0,0,0,0.334803345147559,0,0,0,0,0,0,0,-0.00713328242474382,0,-0.0260623429374208,0,0,0,0,0,0
X600585.SH,0,0.00290197655007981,0,0,0,-0.00125847677398151,0,0.0804942611936191,0,0,0,0,0,0,0,0.0222611811022117,0,0,0,0,0,0.0112189497660322,0,0,-0.103484468588441,-0.108869810073237,0,0,0,0.135839690299114,0,0,0,0,0,0,0,0,0,0,0,0.0061631829141513,0,0,0.111799627183641,0,0,0,0,-0.108345314248338,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.129754447182338,0,0,0.367429848940096,0.144850936050909,0,0.101117263730098,0,0,0.105848568754802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265854255340804,0,0,0.106501401780214,0,0.00310706275138597,0,0,0,-0.026919317391078,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231430528805396,0,0,0,0.155745024393594,0,0.0510528917848424,-0.0226660602596403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141830049835012,0,0,0,0.0494306432518763,0.0581982706733397,0.0868387899517527,0,0,-0.0520965098784099,0.0572471717123511,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.202758675816798,0,0,0,0,0,0,0,0.194714402177101,0,0,0,0,0,0,0,0,0,0.119466831341241,0,0.217243151708977,0,0,-0.152980713098406,0,0,0,-0.0690966045985703,0,0,0,0,0,0,0,0,0,0,-0.135966428398727,0,0,0.139468620010115,0,0,0,0.0758495418637467,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101160063821451,0,0,0,0,0,-0.0111283965598927,0,0,0,0,0.0212389125484928,0,0,0,0,-0.0180963470239642,0,0.038472794991271,0,0.070493021125321,0.0881287299450248,0,0,0,0,0,0,0,0,0,0,-0.0180637268155933,0.0207757433992289,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534530332139743,0.24393226884274,0,0,0,0,0.151992329008819,0,0,0,0,0,0,0,0,0,0,0.0522010993296725,0.0302376093989399,0,0,0,0,0,-1.38777878078145e-17,0,0.105723951642392,0,0.0680689573440934,0.0798482878548671,0,0,0,0,0.00796652646491473,0,0,0,0,0,0
