,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600157.SH,X600886.SH,X600623.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X002466.SZ,X600352.SH,X600489.SH,X000792.SZ,X000709.SZ,X600583.SH,X600309.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000629.SZ,X000630.SZ,X000027.SZ,X002075.SZ,X000959.SZ,X000060.SZ,X000983.SZ,X300072.SZ,X002470.SZ,X600021.SH,X600022.SH,X600176.SH,X601699.SH,X600578.SH,X600098.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.200940202450435,0,0,0,0,0,0,0,0,0,0,0,0,0.0250783664783613,0,0,0,0.0323463178823557,0,0,0.017927125886919,0,0.0468285393356674,0,0.0593260665223446,0,0,0.0466150924757412,0,0,0,0,0,0,0,0,0,0,0.0142156400731433,0,0,0,0.0184287277627886,0,-0.01118952145425,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.263166537431246,0.0249709145329508,0,0,0,0,0,0,0,0,0.0469549092090607,0,0,0,0,0,0,0,0,0,0.0130460294045354,0,0,0,0,0,0,0,0,0,0,0,0,0.00856089845511115,0,0,0.00462931086001539,0,0,0,0,0,0.0451224440360959,0,0.00127867961753976,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.470263200409115,0,0,0,0,0.0542794046599895,0,0.163041037826747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120370278969694,0,0,0,0,0,0,0,0,0,0,0,0.00356163473953691,0,0,0,0,-0.003026390788985,0,0,0,0,0,0,0
X600011.SH,0,0,0.217122243295313,0,0,0,0,0,0,0,0,0,0.0218953986127431,0,0,0.105820003690424,0,0,0,0,0,0,0,0,0,0,0,0.0296392732786258,0,0,0,0,0,0,0,0,0.0121285184668144,0,0.0189195526990038,0,0,0,0,0,0,0,0,0,0.175527761749652,0.0263553877863022,0,-0.00413593993876451,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00619201030867232,0,0,0,0,0,0,0,0,0.0667647343682585,0.0415833081060396,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.15968668153367,0,0,0.00237901443297546,0,0,0.074136079467094,0.231006934470581,0,0,0.0914269435669958,0.0997622779627811,0,0,0,0.0871357064742824,0.0929698290183669,0,0,0,0,0,0,0,-0.00972032383316239,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309139044375365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408973547610581,0,0,0,0,0,0,0.0533286757049786,0,0.0779822916617914,0,0,0,0.369650123800303,0,0,0,0,0.0106398782488918,0,0.0248720434446819,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0337758070096148,0,0.0925226420054719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154678608009324,0,0,0,0,0.018214562327594,1.38777878078145e-17,0,0,0.109249274025385,0,0,0,0.0833922908576715,0,0.0178971183173864,0,0,0,0.0887166699793498,0,0,0,0,0,0,-0.0436356274037378,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0562923399098797,0,0,0,0,0,0,0,0,0,0,0,0,0.194464285270605,0,0,0.119722391947758,0,0,0,0,0.00475685075259154,0,0.0263265621955155,0,0,0,0.21044259109827,0,0,0.0764450617659606,0.0271307817479271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133933655761705,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0677946338419485,0,0,0,0,0,0,0.0537656532379223,0,0,0,0,0.0379056309648256,0,0,0.0714815054013634,0,0,0,0.098753135235218,0,0,0,0,0,0,0.0229479871613006,0.309167307351767,0.110144618657158,0,0,0.0636665038825974,0,0,0,0,0,0.0384620328456796,0,0.0112587679448963,0.0442820321312461,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0730148729231446,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.120756861706101,0,0.0403858409193846,0,0,0,0,0,0,0,0,0,0,0,0.118268671674557,0,0,0,0.18928632670959,0.259238547990623,0,0,0,0,0,0,-0.0369445937356787,-0.0362953572954142,0,0,0,0,0,0
