,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600688.SH,X600027.SH,X002075.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X000539.SZ,X000709.SZ,X600583.SH,X000898.SZ,X600309.SH,X601158.SH,X601992.SH,X000027.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600863.SH,X600022.SH,X601918.SH,X000629.SZ,X002470.SZ,X600307.SH,X600578.SH,X600098.SH,X600489.SH,X000825.SZ,X600808.SH,X600547.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.868517402954319,0.0514112941538116,0,0,0,0,0,0,0,0,-0.0445418924139045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297387217767244,0,0,-0.0496512439414149,0,0,0,0,-0.00166016891659962,0.0476662374172112,0,0,0,0,0,0,0,0,-0.037360442652977,0,0,0.0274797868084189,-0.0486550997276998,0,0.0913216813895153,0,0,0,0
X600028.SH,0.456764794952005,0,0.070447946716672,-1.38777878078145e-17,0.0253264568759982,0,0.105367682228235,0.04649891787278,0,0,0,0,0.0111048541232444,0,0,0,0,0,0,0,0,0,0,0,0.0357310185738926,0,0,0,0,0,0,0.0235405535972195,0.0715742343443637,0,0.062002919558911,0,0,0,0,0,0,0,0,0,0,0,0.0138061948216603,0,0.0705477343201664,0,0,0,0,0
X601088.SH,0,0,0,0,0.277941874863497,0,0.0629224517513107,0,0,0,0.146529725828607,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00613565201424189,0,0.0967408430728166,0,0,0,0,0,0,0,0.0553471581825177,0,-0.0524572171166016,0,0,0.116528015085739,0,0,0,0,0,0,0,0,0,-0.00698359198401004,0,0,0,0,0,0,0
X600011.SH,0,0,0.0384075129322583,0,0.101051210684119,0,0,0,0,0,0.0817741758396833,0,0,0.389913944470356,0,0,0,0,0.178376288083943,0,0,0,0,0,0,0.17205793966305,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0139796398767,0,0,0,0,0,0,0.00699009529459579,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759312362835302,0.0912236360102578,0,0,0,0,0,0.0798397802760439,0,0,0,0,0,0,0,0,0.0438233056722716,0,0,0,0,0,0,0,0,0.107442561577439,0.0320342277035733,0.0651913639688748,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.014881549363548,0,-0.00306197457943128,0,0,0,0.0116377109469581,-0.159662762307323,0,0,0,-0.0187851141984024,-0.0147671442217604,0.026107797081651,0,0,0,0,0,0.00510905015812994,0,0,0,0,0,0,0,-0.00647162566288139,0,0,0,0,0,0,0,0,0,0,0,-0.0275148878212831,0.0236165399604418,0,0,0,0,0,0
X600019.SH,0,0.0207835512214233,0.19933269239994,0.0680542138696028,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0646836609432133,0,0,0,0,0,0,0,0,0,0.10625256238707,0.0285195374712122,0,0.0484555756139524,0,0,0,0,0,0,0.163513415529174,0,0.0669751836950096,0,0,0,0,0,0,0,0,0,0,0,0,-0.000586364164747482,0,0,0,0,0,0
X600585.SH,0,0.0651252690440547,0.0183609639108279,0.103984335970995,0.0613304566183419,0,0.0339667111568843,0,0,0,0,0,0,0,0,0,0,0,0.0183450417334693,0,0,0,0,0.0681277033584456,0,0.0602239790527882,0.053723405887428,0,0,0,0.272576136478552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00909177677504824,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.161351275124522,1.38777878078145e-17,0,0.0282960280546562,0.0091678134135163,0,0,0,0,0,0,0,0,0,0,0,0.0474192600548512,0,0.0991444326277514,0.0136204755499599,0,0,0,0.127346896592985,0,0,0,0,0,0.13808976973247,0,0,0.210144374067909,0.0250281060238935,0,0,0,-0.00247578539911383,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0277998383378064,0,0.0141842752031032,0,0,0,0,0,0,0,0.0901951641347085,0,0,0,0,0,0,0,0,0,0,0,0,0.157895008227664,0,0,0,0.124658537684753,0,0,0,0,0,0,0,0.0101519829370956,0,0,0,0,0,0,0
