,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X600011.SH,X600660.SH,X000708.SZ,X002460.SZ,X600886.SH,X000786.SZ,X600176.SH,X600801.SH,X601898.SH,X600010.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X002080.SZ,X600803.SH,X000932.SZ,X002466.SZ,X000301.SZ,X002353.SZ,X600529.SH,X600486.SH,X600219.SH,X000723.SZ,X002409.SZ,X002075.SZ,X000027.SZ,X600315.SH,X600612.SH,X601158.SH,X000898.SZ,X000883.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.013881946763397,0,0.0225888398454775,0,0,0,0,0,0,0.00730837050170136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265534899673613,-0.0529032165767155,0,0.0161151631952755,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0909814964906643,-0.0107047187946207,-0.0154861068624,0.0086073895247872,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0475957508268613,0,0,0.0414944306689677,0,0,0.00186968899412912,0,0,0,0,0,0,0,0,0,0,0,-0.00510270860086744,0,0,0,0,0,0,0,0,0,0.0716415060091045,0,0,0.0486635246878467,0,0,0,0,0,0,0,0.0678811327807651,0,0,0,-0.00888136016708181,0.0152722887331467,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0427524064596949,0,0,0,0,0,0,0,0,0,0,0.355996223395893,0.077997456440147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165431652149972,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00838513555001537,0.00364551948229764,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0526864798797431,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.117011323697915,0,0,0,0,0.157567583234041,0,0.077717352491131,0,0,0,0,0.0157657038046552,0,0,0,0,0.0394293222239807,0,0,0.0571067648079433,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0778327894724904,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.134340812955994,0.147231941378836,0,0.189487511090671,0.14638545097548,0,0,0,-0.0603796419529956,0,0,0,0,0,0,0,0,0,0.307068027716594,0,0,0,0,0,0,0,0,0,0.176237638841533,0,-6.93889390390723e-18,-0.01470521096551,0,0.0861026931602054,0,0,0,0,0.0032459780975787,0,0,0,0,0,0,0.00241901892650809,-0.0199017783388954,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0645770512095256,0,0,0,0,0,0,0,0,0,0,0.0887080937866361,0,0.099492802976997,0,0,0,0,-0.00128251172157348,0,0,0,0,0,0.00264313501625211,0.152262197149591,0,0,0,0,0,0,0.0866142247471591,0.0595996660180481,0,0,0,0,0,0,0,0,-0.00784061336369071,-0.00863335905071019,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.00984833476154866,0,0,0.0486059565750426,0,0,0,6.6183219465368e-05,0,0,0,0,0,0,0,0,0.420047190278698,0,0,0,0.0105854968131051,0,0.00859391598635965,0,0,0,0,0.0423176031830929,0.0570568776999573,0,0,0,0,0,0,0.0682671084443635,0,0,0,0,0,0.249303940951292,0,0,0,0,0,0,-0.018642530163094,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0673987175051288,0,0,0,0,0.283772045128562,0.0545829844404473,0,0,0,0,0,0,0.055452267789637,0,0.19854639930083,0,0.0819873997378689,0,0,0,0,0,0,0,0,0,0.0251321203665793,0,0,0,-0.0585834578514167,0.0730539802359,0,0,0.299042696260565,-0.153316091318121,0,0,0,0.0476748563682986,0,0.048597229101905,-4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0584719801638695,0,0.123836868677742,0,0,0,0,0,0,0,0,0,0,0,0,0.0202197284406528,0.720531652713867,0,0,0,0,0,0,0.00572844714850607,-0.18984124824516,0,0,0,0,0,0,0.0920765027019779,0,0,0,0,0,0,0,0,0.0645935509224228,0.0146039363397356,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.289941244874144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400649967818503,0,0,0,0,0,0,-0.0384835141311905,0,0,0,0,0,0,-0.050585557525708,0,0,0,0,0,0,0.0861421328392309,0.0404742059862698,0,0,0,0,0,0,0.0671221725247271,0,0,0.0183501621064793,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636836213729496,0,0,0,-0.0838991894324592,0,0.147237266632546,0,0,0.122854525785712,0,0,0,0.0636913876442982,0,0,0.0233154035003803,0,0,0,0.267030262888775,0,0,0,0,0,0,0,0,-0.0176041626981804,0,0,0.0367417284196598,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.143051155529374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516335752171714,0,0,0.0406802733789992,0,0,0,0.313517567249874,0,0,0.0541933156681782,0,0,0,0,0.0073016024576991,0,-0.0766818973388256,0.00655803582548826,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18116283309045,0,0,0,0,0,0,0.140417333349546,0,0.244449427758931,0,0.0411737927655641,0.00803038228753834,0,0,0,0,-0.0730675284355746,0.0256891289151803,0,0,0,0,-0.0243983200861093,0,0,0,0,0,0.0638931029160036,0,0.0660444918864047,0,0,0,0,0,0.0204343466609372,-0.00976115690631899,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0958967699610245,0.0789380234130479,0,0,0,0,0.104649687907884,0.176148853358897,0,-0.267148182322407,0,0,0,0,0,0,0.110887983677608,0,0,0,0,0,0,0.080157158734765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231323615268891,0,0.0274175110653991,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,-0.0455710036816098,0,0,0,0.133204401160816,0,0,0,0.0628946128420178,0,0,0,0,0,0,0,0,-0.102147483600592,0.136693012559599,0,0,0,0,0,0,0,0,0.11261205377203,0,0,0,0,-0.033740690544852,0,0,0,0,0,0,0,0.344795317911284,0,0.0240575999446296,0.00827309448407692,0,0,0,0,0,0
