,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X002271.SZ,X000877.SZ,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X600803.SH,X000983.SZ,X601991.SH,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X600348.SH,X600219.SH,X000723.SZ,X600995.SH,X600096.SH,X600489.SH,X000933.SZ,X600378.SH,X600157.SH,X000807.SZ,X600985.SH,X002080.SZ,X600141.SH,X600688.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.542985323290133,0,0,0,0,0,0,0.161740691007524,0,0,0,0,0,0,0,-0.0320134608270332,0,0,0,0.0951090252291794,0,0,0.0384028951331989,0,0,0,0.00676454147060558,0.055655199874854,0,0,0,0,0,0,0,0,-0.0210905568912875,0,0,0,0,0,0,0,0,0,0,0.10872549617818,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.41012573058145,0,-0.00344316992285386,0,0,0,0,0,-0.0339407960162173,0,0,0,0,0,0,0,0,0,0,0,0,0.0264877581518602,-0.0389573236804147,0,0,0.295592948027274,0,0,0.112741708543915,0,0,0,0,-0.0733513502763662,-0.0639327494309003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.540434933918892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395065084207047,0,0,0,0,0,0,0,0,0,0.0760224586453718,3.46944695195361e-18,0.0253731018041014,0,0,0,0,0,0,0,0,0,0,0.0122083568145708,0,0,0,0,0,0,-0.0129537579979261,0.0481570227220301,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320286621803912,0,0.0519454723101323,0,0,0,0.20993699276609,0,0,0.0711678672680061,0,0.189014239867613,0,0,0,-0.0941672786918049,0,0.0850471092045841,-0.0776190356601965,0,0,0.0677592784648674,0,0,0,0.0905506296434966,0,0,0,0,0,0,0,0,-0.00800919792119662,0,0,0,0,0,0,0
X600188.SH,0,0.843869095846568,0,0,0,0,0,0,0,0.0461724401328636,0,0,0,0,0,0,0,0,-0.0627819222669726,0,0,0,0,0,0,0,0,0,0.123722491068463,0.0699088687392616,0.0313688231294823,-0.0255571117340919,0,0,0,0,0,0.0263855241371406,0,0,0,0.00854768635110624,0,0,0,0,0,0,0,0,0.0331045461166568,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.416733914191338,0,0,0,0,0,0,0,0,0,0,0.124966502269266,0,0,0,0,0,0,0,0,0,0,-0.194473686205536,0,0,0,0,0.0478982622886044,0,0,0.118211575484292,0,0.0028428681687682,0,0,0,0.0365890546594811,0,0.0140422253220208,0,0.0987141674907185,0,0,0.235039699509928,0,0.00959012275249758,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.554373948798768,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0.0535002241531169,0,0,0.033308112793629,0,0,0,0,0.080079971964904,0.041980391044767,0,0,0.419268209638202,0,0.00209820657334876,0,0,0,0,0,0,0,-0.0656418081914766,0,0,0,0.0940400424318024,0.0437503607068297,0,-0.154223217483777,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0128973305896797,0,0,0,0,0.0762519146401366,0,0,0,0.104352231340531,0,0,0,0,0,0,0.106812258466019,0,0,0,0,-0.124297274694016,0,0,0.00840041019330518,0,0,0,0.435147133464422,0,0,0,0,0.0884875145409943,0,0,0,0,0,0.064145910853994,0.0471144696218592,0,0,0,0,-0.00751866925215339,-0.0372821027650834,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.161140536421239,0,0,0,0,0,0,0.191865176157881,0,0,0,0,0,0,0,0,0.111359533889309,0,0,0,0,0,0,0,0,0,0.33377644203331,0,0.0184072739811847,0.179252681290506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073572736835727,0,0,0,0,0,0,0
X601898.SH,0,0,0.171241132818511,0,0,0,0,-0.00528619406097947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179170350537628,0.40858893467819,0,0,0,0,0,0.051580445797701,0,0,-0.0664637677470841,0,0,0.124573311936749,0,0,0,0,-0.0172450628551501,0,0,0,0,-0.0268790027147253,0,0,0,0,0,0,0
