,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X600660.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X600803.SH,X000408.SZ,X002080.SZ,X601991.SH,X600795.SH,X600688.SH,X600801.SH,X600027.SH,X300037.SZ,X600352.SH,X000825.SZ,X002353.SZ,X000807.SZ,X300073.SZ,X600489.SH,X000959.SZ,X600157.SH,X002326.SZ,X000932.SZ,X600516.SH,X600486.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0361880546842872,0,0,0,0,0,0.0399503947060757,0,0,0,0,0.0103593167415847,0,0.000185282301268321,0.0412296996590787,0,0,0,0,0.0451062953119289,0,0,0,0,0,0,0,0,0.215211796474077,0,0.0651181269601727,0,0,0,0,0,0,0,0,0,0,0,0.126896345896102,0,0,0,-0.028299275219412,0,0,0,0,-0.117584554285463,0,0
X600028.SH,0.177509388200444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558788714309223,0,0,0.0739059538729463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690718878835814,0,0,0,0,0,0.0341768186055115,0,-0.0614635672855309,0,0,0,0,0,0,0,0,0,-0.0150662020798803,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0417536047297539,0,0,0,0,0,0.0326458216521315,0,0.23670502319455,0,-0.145344089115072,0,0,0,0,0,0.0650537015028603,0,0,0,0,0,0,-0.0128006651211451,0,0.23099015863833,0,0,0,0,0,0.130881988144415,0,0,0,0.0651058908553332,0,0,0,0,0,0,0,-0.0172034287461462,0.000817271361670894,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0376754027251241,-0.00997035140462027,0.0731545158520503,0.0941424786332427,0,0,0,0.0406834970568353,0,0,0,0,0,-0.0166691292057807,0,0,0,0.0457482824441093,0,0,0.00784027294187526,0.0988980345781309,0,0,0,0,0,0,0,0,0,0,0,0,0.0780295669711923,0,0,0,-0.173046509441059,0,-0.0807124201848004,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0230910368942926,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.326168558094196,0.00849811581709508,0,0.0464048699200904,0.0740858128773471,0,0,0,0,0,0,0.124393868140438,0,0,0,0,0,0,0.0131069140774748,0,0.0342966539865594,0,-0.079445517497508,0,0,0,0,0,-0.0609687279048753,0.082513509698904,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.434008327980569,0,0,0,0,0,0,-0.0523874514971315,0,0.165290596040021,0,0,0,0,0.28676167554462,-0.111856551937125,0,0,0,0,0,0.085589552416789,0,0,-0.00901122402394075,0,0,0.201687198850618,0,0,0,-0.0116131192829124,0.0355294179433792,0,0,0,0,0,0,0,0,0,-0.0132526343775663,0,0,0,0,-0.0605736626884074,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.180052709960559,0.306428613127067,0.346440468144628,0,0,0,0,0,0,0.0485407398084385,0,0.153819539058823,0,0,0,0,0,0.0693812949932981,0,-0.17579444066246,0,0,0.15322267806625,0.0905730594133524,0,0,0.00390690768650277,0,0,0,0,0,0,0,0,0,0,0,-0.0847613579311779,0,0,0,-0.0658637195310713,0,-0.067704039704955,0.113345516823477,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394836000914937,0,0.0340389427682098,0,0,0.0329359340580347,0,0,0,0.0757369430982034,0,0,0,0,0,0,0.0137813507334088,0,0,0,0,0,0,0,0.049942839907613,0,0.0705326810171056,0,0,0.0582794810581903,0,0,3.46944695195361e-18,0,0,0,0,-0.00172492993118421,0.0449691684662365,0,0,0,-0.0234234387797389,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.545824884778907,0,0.190126058288031,0.126692681558192,0,0,0,0,0,0.16410098628104,0,0,0,0,0,0,0,0,0,-0.0159265482537679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100935189391729,0,0,0,0,-0.0260383314942921,0,0
X002466.SZ,0,0,0,0,0,0.441350917473064,0.250134513111128,0,0.000698399696122979,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.275134758582746,0,-0.139269651096126,0,0,0,0,0,0,0,0,0,0.20266343179176,0,0.0687034532362014,0,0,0,0,0,0,0,0.0236481152138922,0.0175028063916301,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.000231911604284784,0,0.0462313065564285,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.113211979839817,0,0,0,0,0,0,0,0,0,0,0,0.202530889279681,0,0.0486324920498176,0.0181146651497491,0,0.000336692770641238,0,0.012587073018411,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.426114088509166,0,0,0,0,0,0,0,0.0815253098707053,0.032601425226066,0.0449719450329153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484628801690776,0,0,0.134108853380003,0,0.00577001922306436,0,0.0393086343787123,0,0,0,0.00870957281675826,0.0196615266468815,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.00323386217059733,0,0,0,0,0,0,0,0,-0.00321108851367947,0,0,0.114856865535691,0,0,0,0,0,0,-0.12616946150498,0,0.91598281177486,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.113558281147709,0,-0.168698823782587,0,0,0,0.0513579666027307,0,0,0,0,0,-0.00816689213829808,-0.0084564371911784,0,0,0,0,0,0
X600660.SH,0,0,0,0.0745340408576248,0,0.0523419566655007,0,0,0,-0.143513307600222,-0.159432920652774,0,0.0303396145408317,0,0,0,0.0140027451489906,0,0,0,0,0,0,0,0,0,0,-0.0463142426506738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457426733880791,-0.0353958480178674,0,0,0.0552746617605546,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06696165203273,0,0.0336670074771698,0,0,0,0,-0.0119966785776049,0.172198648588548,0,0,0,0,0.425826774683575,0,0,0,0.109876393349189,0,0,0,0,0.299078769326583,0,0,0,0,0,0,0.024903146812832,-0.0243494171511012,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.148178765817264,0,0,0,0.0717544968580246,0,0,0,0.0454012541057679,0,0.0966997056637044,0,0,0,0,0,0,0,0.00069028987553521,0,0,0,0,0,0,0,0.135591656604628,0.0464633581054762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363309451885722,0,0,0,-0.169753017218752,0,0
X600188.SH,0,0,0.55064465163713,0,0,0,0.0590437974846624,0,0,0.100003619794997,0,0,0,0,0,0,0,0,0.0581197256391249,0.39173335867861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550812386866117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546839700618493,0,0,0,0,0,0
