,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X600886.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X601158.SH,X000792.SZ,X600160.SH,X000709.SZ,X600623.SH,X000539.SZ,X000883.SZ,X600583.SH,X000898.SZ,X600309.SH,X600660.SH,X000027.SZ,X600352.SH,X000629.SZ,X000630.SZ,X600547.SH,X600098.SH,X002466.SZ,X002470.SZ,X600489.SH,X600021.SH,X000060.SZ,X600022.SH,X600578.SH,X000723.SZ,X300072.SZ,X600808.SH,X600315.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.567111319732864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174539524836582,0.0468480401589894,0,0,0,0,0.0104939229947432,0,0,0,0,0,0,0.0276252145586722,0,0,0,0,0,0,0.0184934653220603,0,0,0,0,0.107864553890572,0,0,0,0,0.0021913936304215,0,0,0,0,0,0
X600028.SH,0.325683887542497,0,0,0,0,0,0.0671965907151655,0,0,0,0,0,0,0,0,0,0,0,0.0657097293849628,0,0,0,0,0,0,0,0,0.174978623673653,0,0,0,0,0,0.016856399978615,0,0,0,0,0,0,0,0.00124658010572313,0,0,0,0,0,0,0,0,0,0.0071187830969738,0.0401765978344298,0,0,0,0,0
X601088.SH,0.0454764023465016,0,0,0,0,0,0,0.196117559889657,0,0,0,0,0,0,0,0,0,0,0.121654812979391,1.73472347597681e-18,0,0.0327019405022486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573512514799744,0,0,0,0,0,0,0.0834229661651906,0,0,-0.0105653429605406,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0403025526588406,0,0,0,0,0,0,0,0,0,0,0.168146368801918,0.00824569074290117,0,0,0.0299522685687029,0,0,0.0194251002653042,0,0,0,0,0,0.00561949419423045,0,0,0,0,0.105696344915303,0,0,0,0.0753563773199024,0,0,0,0,0,0,0,0,0,0.00158841996739195,0.00825216508790146,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882218043194604,0,0,0.427692437197968,0.018557477883457,0.124620109926273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119474110591588,0.0635651645596572,0,0.00402182635913869,0.0415848475220442,0,0,0,0.0429603822434525,0,0,0,0,0.0423649761580349,0,0,0,-0.00647105979307735,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0998400055031423,0,0,0,0.155209917969912,0.11375723341027,0,0,0,0.00163602180378386,0,0,0,0,0,0,0,0,0,0.0760077770088601,0,0,0,0,0,0.0084867582605009,0,0,0.0430904731870207,0,0,0,0,0,0,0,0,0.00363328651266604,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057974606850671,0,0,0,0,0.0155140066774001,0,0,0,0,0.033307663744494,0.105169089010994,0.00775178780017706,0,0,0.035676696418719,0,0,0,0.0420395910489697,0,0,0,0,0,0,0.245936002091368,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.115705243828284,0,0.013932265279291,0,0.0867615897413342,0,0.12877484559654,0.0148135195942081,-2.16840434497101e-19,0,0.0496516523204048,0,0.0286981361461935,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0513091494910684,0.00942125814286168,0.048570352247812,0,0.087276949891139,0.0369432266724358,0,0,0.154565487763316,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067115283245788,0,0.0286327525819788,0.00975560371855261,0,0,0.0143352090437646,0.0293041462239372,0,0,0,0,0,0,0,0,0.0318277934072991,0.0723977424059287,0.0267757275963919,0,0,0.0891265250395201,0,0,0,0.0956610585597605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.103449500680689,0,0.0283025658242045,0,0,0,0,0.327725271433987,0,0,0,0,0.0328886742839881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12956913369999,0,0,0.0071523461529913,0,0,0,0,0,0.00115461961063413,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105744898834602,0.0281416633234928,0,0.035135803136439,0,0,0,0,0,0,0,0,0,0,0,0.053922586577968,0,0,8.67361737988404e-19,0,0,0,0.296975951847081,0.0658279086273429,0,0,0,0,0,0,0,0,0,0.00287413140431382,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251310045220468,0,0,0,0,0,0,0.0562080722853693,0,0.00895430375283529,0,0.0215465975864652,0.0421533086388762,0,0,0,0,0,0.07227544395696,0,0,0,0.0440880762081056,0.164825030853565,0.0103292675759141,0,0,0,0.166360440592829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0288500959294666,0,0,0,0,0,0,0,0,0,0.100038202346582,0.0605266960546493,0,0,0.0025429270805279,0,0,0,0,0.165614992676344,0,0,0,0,0.027007090500744,0,0,0,0,0.0471567187605173,0,0,0,0.130716157322583,0,0,0,0,0,0,0,0,0,-0.00899462589937254,0.00681051537847923,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.141617991024291,0,0,0,0.0622296531912868,0,0,0,0,0,0,0,0,0.0248563077771193,0,0,0,0,0,0,0.155329954718314,-1.73472347597681e-18,0,0,0,0,0.0119573150932857,0.0769412849284123,0,0.146973317621193,0.0860339448962898,0,0,0.0812915797590932,0,0,0,0,0,0,-0.0503859628639802,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0850592031754539,0,0.00058576419845172,0,0,0,0,0.0752807744949873,0,0,0,0.0385869674113647,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.119899875883307,0.0278648477065012,0,0,0.0767982140119647,0,0,0,0.00834856009965071,0,0,0,0,0,0,0,0,0,0,-0.00398552882383232,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.507179824491512,0,0,0,0,0,0,0.0736429241486783,0,0.0485424559494033,0,0,0,0,0,-0.0511419273541975,0,0,0,0,0,0,0,0,0,0.0270009276987175,0.0687953262196211,0,0,0,0.164478956269077,0,0.180284711325864,0,0,0,-0.023522918910319,-0.0100211912273565,0,0,0,0,0.00973361990519956,0,0,0,0,0,0
