,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600886.SH,X600660.SH,X601600.SH,X600011.SH,X600585.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X002466.SZ,X000786.SZ,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000408.SZ,X000933.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X600378.SH,X002353.SZ,X600299.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.646385641326229,0,0,-3.46944695195361e-18,0.10791597046383,0,0,0.178287473404682,0,0.071603432645471,0,0,0.00989488519981226,0,0.122840660008893,0.13602416601141,0,0,0,0,0,-0.0295291189166305,0,0,0,0,0,0,0,0,-0.042181356576041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826906796017592,0,0,0,0,0,-0.0544105726082841,0,0,0,-0.0476672423476485,0,0
X600028.SH,0.28154765515138,0,0.25797669103141,0,0.129794537698222,0,0,0.00211336259069174,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219023418813109,0,0,0,0.132545745923868,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0167996256960796,0,0
X601088.SH,0,0.383713408838599,0,0.00588458749389028,0,0.216466220215738,0,0,0,0.0973979013804471,0.0951746673864134,0,0,0,0,0,0,0,0,0,0,0.111621672423765,-0.103975617721871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230669479436368,0,0,-0.0116417371191746,0,0,0,-0.042386920456745,0,0,0,-0.0596421012682731,0,0,4.33680868994202e-19,0.0045962532506993,0,0,0.0204701499318482,0,0
X600309.SH,0,0,0,0,-0.0626023620516367,1.73472347597681e-18,-0.0191255549897822,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249181282777715,0.252808025727184,0,0,0,0,0.158330984538378,0,0,0,0,0,0,0.349124409563054,0,0,0,0,0,0,0,0,0,0,0,0.11083967595845,0,0,0,0,-0.0782021873975902,-0.0364101266055705,-0.0346518146882076,0,0,0,-0.0120532734505555,0,0
X601898.SH,6.93889390390723e-18,0.286892781189393,0,0,0,0.16154046175044,0,0,0.0863551132149794,0,0.184318276007751,0,0,0,0,0,0,0,0,0,0.107200575682659,0,0,0,0,0,0,0,0,0.132345911791379,0,0,0,0,0,0,0,0.0536174043894498,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957631555643,0,0
X600188.SH,0,0,0.214194391309806,0,0.0784423916868832,0,0,0,0,0,0.098311817137105,0,0,0,0,0,0,0,0,0,-0.116260597707066,0,0,-0.0721150013286294,0,0,0,0,0,0.698948062206239,0,-0.0802501247193815,0,0,-0.148454246452409,0,-0.00488432499029581,-0.0486369214827164,0.350616695782377,0,0,0,-0.00902339331986135,0,0,0,-0.120993404072842,0,0,0,0,0,0.0689730350361724,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0347746121162242,0,0,0,0,0,0,0,0,0,0,0,0.674708399414937,0,0,0.123555290606093,0,0,0,0,0,0,0.18927808940398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211171157452967,0,0,0.108263605936922,-0.0495079270068878,0,0,0,0,0.0210212240382576,0,0
X600019.SH,0,0.409559205494967,0,0,0.0215485927685096,0,0,0,0,0,0,0.105360311659431,0,0,0,0,0,0,0,0.300999554956059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681202286990167,0,0,0,0,0,0,0,-0.123875816585113,0,0,0,0,0,0.162771282297141,0,-0.129242400800568,0,0,0,0,0
X600886.SH,0.294891134856388,0,0,0,0,0,0,0,0,0,0,0,0,0.0628836003636037,0,0.0482227078197731,0,0,0,0,0.118706125299858,0,0,0,0,0,0,0,0,0,-0.0628987743927084,-0.188879635107293,-0.17578524715883,0,0.0854505554894874,0,0,0,0,-0.184198796899587,0,0,0,0,0,0.00435948945080377,0,0,0,0,-0.0307575625861402,0,0,0.0231295086668356,0,0,-0.0130381026467548,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0979464273190084,0,0,0,0,0,0,0.183499792642603,-0.108771000853069,0,0,0,0,0.140011586043967,0,0.133236324964821,0,0,0,0,0,0,0,0.049683770352577,0.359402833428975,0,0,0,0,0,-0.056397240599266,0,-0.00429530173313261,0,0,0,0,0,0,-0.147063745126949,0,0,0,0,0,-0.0557466709558938,0,0,0,-0.0636590872580811,0,0
