,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X300072.SZ,X600489.SH,X601992.SH,X600660.SH,X600309.SH,X600299.SH,X600623.SH,X000792.SZ,X002466.SZ,X002075.SZ,X000709.SZ,X601158.SH,X000898.SZ,X000408.SZ,X000723.SZ,X600583.SH,X600352.SH,X000883.SZ,X000983.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X000959.SZ,X002470.SZ,X600021.SH,X000630.SZ,X002460.SZ,X000012.SZ,X601699.SH,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0506475755201119,0.0106197235052852,0,0,0,0.0111264090288727,-0.00120555514429122,0,0,0,0,0.0229016678736718,0,0,0,0.0105855623822479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105102919576049,0,0,0,0,0.000784447219874088,0,0,-0.0057972464893957,0,0,-0.0110201616177534,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0513328886352736,0.0297510711977928,0,0,0,0,0,0,0,0,0,0.00746204651616066,-0.0374559407885374,0,0,0,0,0.00649589686711544,0,0,0.0366164412883762,0,0,0,0.0274903249964633,0,0,0,0,0.0687566241835264,0.0325438635136903,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103415391064133,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0578254271569477,0.0298491886100151,0,0,0.0719910148641829,0.117971140643244,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00511095364390473,0,0.0349881393521161,0,0.0371367070150324,0,0.0406986428643124,0,0,0,0,0,0,0,0,0,0.0672850670195847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924898596590008,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.118235200413743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616333571037337,0,-0.0180118917969952,0.0210007153068627,0,0,0,0,0,0.136447062995769,0,0,0.149758359522763,0,0.0237250178507726,0,0,-0.099808427378129,0,0,0.0699185459220489,0,0,0,0,0,0,0,-0.0132832286360183,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.136163662649647,0,0.104132815620731,0,0,0,0,0.0428821999097417,0,0,0.00297059515961366,0,0.245275395992325,0,0,0,0,0,0,0,0,0,0,0,0.000948796760001772,0,0,0,0,0,0,0,0,0,0,-0.0118769501737979,0,0,0.0272940758447613,0,0,0,0.0156407780625083,0.0427139910325244,0,0,0,-0.0193116878868255,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.166241012849328,0,0,0,0,0.0302822053048234,0,0,0,0,0,0,0,0,0,0,0,0.0896750577623568,0.180435933376601,0,0,0.209177602528184,0,0,-0.0785852359159032,0,0,0,0,0,0,0.0910947784294064,0,0,0.0167193648975598,0,0,0,0,0,0,0,0,-0.16659659593775,0,0,0,0.0103342952649022,0.0961586185450022,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0755453226854016,0,0,0,0,0,0,0,0,0.0180510315858714,2.16840434497101e-19,0,0,0.0285434555597919,0,0,0,0,0.0146557399972967,0,0,0,0,0,0,0,0,-0.00998366378762885,0.0428160444909018,0,-0.0106906848033943,0,0,0.0431751536023886,0,0,0,0,-0.0226561429521471,0,0,-0.0575528805734387,0,-0.00652561875573321,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.10325433266315,0,0,0,0,0,0,0,0,0,0.0190537188257545,0,0,0,0,0,0.0884456075564977,0,0,0.0615025851160028,0,0,0,0.0428117065410839,0,0,0,0,0,0,0,0,0,0.0184028139596992,0,0,0,0,0,0.418339008842407,0.0326853576056597,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707992224694199,0,0,0,0,0.134870990220909,0,0,0.0389533049815059,0,0,0,0,0,0,0,0,0.220907962167672,0.0257288334778841,0,0,0,0,0.131796785300302,0,0,0.0482471260487203,0.0236933799073287,0,0,0,-0.00222411461280932,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108421711128466,0,0,0,0.0664938747028868,0,0.076906915567655,0,0,0,0,0,0,0,0,0,0,0,0.672877696259778,0,0,0,0,0,0,0,0,0,0.162044752170882,0,0,0,0.00607369621249842,0.264823241383716,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149393220622916,0.772749251309668,0,0,0,0,0.254377264571934,0,0,0,0,0,0,0,-0.430792628605507,0,0,0,-1.73472347597681e-18,0,0,-0.0583573722418032,0,0,0.0091207029498216,0,0,-0.152547471347292,0.175705683227323,-0.0378307749940304,0,0,0.0737742754364103,0.00655911855391752,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605469290471047,0,0.00725836022361271,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0413093292102208,0,0,0,0.105260505321915,0.0941440568526483,0,0,0,0,0.0475574179683504,0,0.0151227305105849,0,0,0,0,0,0,0,0,-0.00527605480150096,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0547334006187253,0,0,0.0325435950339674,0,0,0,0,0.219882429994907,0,0,0,0.00476241495103307,0,0,0,0.152497084738259,0,0,0,0,0,0,0,0,0.0249387774340337,0,0,0,0,0,0.121492802194364,0,0,0,0.0819767549431944,0,0,0,0,0.076657942162962,0,0,0,-0.0710898773338624,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,-0.0163881208093835,0,0,0,0,0,0,0.0660445031601196,0.124537989189378,0.00682334066674113,0,0,0,0,0,-0.0114544448754893,0,0,0,0,0,0,0.0519725360221849,0,0.157218517513363,0,0,0.0345047163085594,0,0.0950979049188601,0,0,0,0.0964797955752754,0,0,0,0,0.0058848353989758,-0.0050227037121777,0,-0.0257365444581026,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0920068976199799,0,0,0,0,-0.0178789589930545,0.101458394119434,0,0,0,0,0,0,0.270550069665695,0,0,0,0,0.0210287103047091,0,1.0842021724855e-19,0,0,0,0,0.0533782824897187,0,0,0,0,0.0281651588190116,0,0,0,0,0.0104552047793915,0,0.00745816753102234,0,0,0,0,0,0,0,0,0.0279188998881323,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176308979774156,0,0,0.0808637894092093,0,0,0,0,0,0.0454901772538628,0,0,0,0,0,0,0,0,0,0,0.0653858724384181,0.0299548893210791,0,0,0,0,0,0,0.359601048183079,0,0.00594540099535305,0.267444987593857,0,0,0.0441244269113948,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,-0.0172944321129907,0,0.128607357131421,0,0,0,0,0.116262826159785,0,0,0,0,0,0,0,0,0.0602426798988853,0,0.0550767473745436,0,0,0,0.060682559438986,0,0,0,0,0,0.0288100747772709,0,0,0,0.0545857791500852,0,0,0,0.00553833143367548,0,0.213387899217745,0,0,0.00333725774060947,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.742903276009714,0,0,0,0,0.11304429065494,0.0512471963593125,0,0,0,0,0,0,0,0,0.133395844507005,0,0,0,0,0,0,0.066838255527072,0,0.0227364517916319,0,0,0,0,0,0,0,0,0,0.257580698569212,0,0,-0.0769678027909056,0,0,0,0,0.0145018863657585,0,0,-0.0851567650117032,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.086300958522646,0,0,0,0,0,0,-0.0246582630514726,0,0,0,0,0,0,0,0,0,0,0,0,0.0359237376926486,0,-0.0091427440971706,0,0,0,0,0,0,0,0,0,0,0,0,0.0245031741640317,0,0,0,0.0280106191978807,0.107985020430361,0,0,0,-0.00561215836490886,0.163267069139573,0,0,0.0536814162996271,-0.111242639685897,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0.1156763205015,-0.021003632838386,-0.0377146973346741,0,0,0,-0.383261778510138,0,0,0,0,0,0,0.0557569964255505,0.114628674169161,0,0,0,0,0,0,0,-0.110902991405625,0,0.0860438115204035,0,0,0,0,0,0.0260306949259161,0,0.13695060823383,0,0,0,0,0,0,0,0.297626624464124,0,0,-0.0080682952300294,0.0775530678352778,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.19447527892943,0,0,0.703841616029826,0,0,0,0,0.372519753018871,0,0,0,0,0,0,0,0,0,0,0.0171155402393302,0,0,0,-0.104762417702617,0,-0.0250055644348003,0,0,-0.0485002311763849,0,0,0,0,0,0,0,0,0,0,0.00734978692241505,0,0,-0.0510206085856899,0,0.0117190929143345,0.109216283893899,0,0,0,0,0,0
X601992.SH,0,0,0.033067225023344,0,0,0.238586928812039,0,0,0,0,0,0,0,0,0,0.216911109968588,0,0,0,0,-0.172637886445797,0,0,0.139605834758633,0,0.128493765393324,0.0156675081356391,0,-0.0229715618699708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267521225496232,0,0,0,0.0103563844012536,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.158525017357555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325358200109324,0,-3.46944695195361e-18,0,0.266530437259098,0,0,0,0,0,0.000549408343745956,0,0,0,0,0.153908523149888,0,0,0.0145874665519679,0,0,0.138289511229271,0,0,0.021869130444126,-0.0395981252517202,0,-0.0135462745632919,0,0,-0.0311694862084585,0,0,0.00519880027485762,0,0,0,0,0,0
