,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X002075.SZ,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X000709.SZ,X000539.SZ,X000883.SZ,X000898.SZ,X600309.SH,X002466.SZ,X600583.SH,X000027.SZ,X600623.SH,X600578.SH,X600352.SH,X600160.SH,X000630.SZ,X600547.SH,X002470.SZ,X000629.SZ,X600489.SH,X600098.SH,X600021.SH,X600022.SH,X600176.SH,X300072.SZ,X600808.SH,X000060.SZ,X000825.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.136698126880631,0,0,0,0,0,0,0.159911032114503,0.0992986431477195,0,0,0,0,0.0189325567188252,0,0,0,0,0,0,0.00796597644976631,0,0,0,0.0460822938462595,0,0,0,0,0,0,0,0,0,0,0.0300721547639513,0,0,0,0,0.00163016849810253,0.0173074182777186,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0714651376851441,0,0,0,0,0,0,0.0226699327287497,0.239130267378516,0,0,0,0,0,0,0,0,0,0.0270981041189867,0.0545751834219507,0,0,0,0,1.0842021724855e-19,0.00424091998403064,0,0,0,0,0,0,0,0,0,0.0481896420804293,0,0,0,0,0.0254034697947524,0.0043876838036381,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197169652258143,0,0,0,0,0,0.00877853585849164,0,0,0,0,0,0,0,0,0,0,0,0,0.0496657094185223,0,0,0,0.0771810824043923,0,0,0,0,0,0,0,0.0849017993928763,0.326365451684295,0,0,0,-0.0331686256292973,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0986982191818852,0,0.137774140049201,0,0,0,0,0,0,0,0,0,0,0,0.0178108985015143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317887925037233,0,0,0,0,0,0.111627054315562,0.0280795905159449,0,0,0,0.0815762057550625,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.046350946368803,0,0,0,0,0,0,0,0.0471623773341741,0.0973218869018242,0.328237878369326,0,0.103764753024966,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0187784442802954,0,0,0,0,0,0,0,0,0,0.0916169133101782,0,0,0,0.0869801947637292,0,0,0.0609499136278407,0.075770407834341,0,0,0,0,0.000116911765622377,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085049715136123,0,0,0.0471031367208262,0,0,0.046626517224855,0,0,0.614530024471526,0.106114291855824,-1.73472347597681e-18,0,0,0.0047891476568465,0,0.0201806027541522,0,0,0,0,0,0,0,-0.0992398618585124,0,0,0,0,0,0.328565287657321,0,0,0.00730547366132581,-0.0362785573238459,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.137089416863808,0,0.236850820115127,0,0,0,0,0,0,0,0,0,0,0.0197391153620563,0,0,0,0,0,0.0814341554557645,0,0,0,0,0.0240585418328792,0,0,0.012645285706992,0,0,0,0,0,0,0,0,0,0,0,0.0669033411854267,0,0.0172232613871496,0,0,0,0,0.0171107850623412,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109293038337016,0,0,0.224037323237103,0.00337327736628965,0,0.0361299667544366,0,0,0,0,0.0274180499668645,0,0,0,0,0,0,0,0,0,0,0,0.102147825504318,0,0,0,0,0,0,0,0.0417703896693404,0.296037199963636,0,0,0.0156902697397736,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830472764753975,0.0895657015603123,0,0,0.15368445713248,0.00415232964406612,0,0,0,0.0149935759655493,0,0,0,0,0,0,0,0,0,0,0,0.0189757603030924,0,0,0.0930649542902619,0,0,0,0,0,0,0,0.148668453507705,0.0892520322033964,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172604975336688,0,0,0.0347214697503859,0,0,-3.46944695195361e-18,0,0,0,0,0,0,1.0842021724855e-19,0,8.67361737988404e-19,0,0,0.0241063730633623,0.0407013193984443,0,0,0.0265464185349828,0.0465000594926782,0,0.132112298172641,0.196370431960709,0,0,0,0,0,0,0,0,0,-0.00682508073247733,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0995746890773834,0,0.0369126467147745,0,0,0,0,0,0,0,0,0,0,0,0.0446044408101564,0,0,0.0382454494433809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574799833444966,0,0,0.328899698967285,0,0,0,0.045931679245279,0.0143553027017684,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.219484026818363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824819395454277,0,0,0,0,0,0,0,0,0,0,0.0465457418706015,0,0,0,0.0187395416019022,0,0.126600659953094,0,0,0,0,0,0.230169867380194,0,0,0,0,-0.00281244201418657,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0132311999596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495343994857549,0,0,0.0885575519440401,0,0,0,0,0,0,0,0,0,0,0,0.0795982564934927,0,0.122441944590855,0.245717305225687,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600886.SH,0,0,0.0333909398342966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162987503448451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313392703178575,0,0,0.0197924081804698,0,-0.0166352491949103,0,0.0638787976040359,0.0365037055366239,0,0.0201829453984824,0.226726273276448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.00953013169403576,0,0.0180518067869527,0,0,0,0,0,2.16840434497101e-19,-5.42101086242752e-20,0,0,0,0,0,0.0154089267527706,0,-0.0199949666955497,0,0,0,0.0412091116202241,0.0546006724418507,0,0,-0.0207331165251995,0,0,0,0,-0.24365449779236,0.00445782916456712,0.00185014184287237,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.342754210124415,0,0,0,0,0,0,0,0,0,0,0.254491973421977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00317275016659842,0.0345371937277621,0.092153650312677,0,0,0,0,0,0,0,0,0,0.208071542868585,0,0,0,-0.0334155790817921,0.0273134949382189,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612206334779397,0,0,0,0,0,0,0,0.0749527300676902,0.0579825217493054,0,0,0,0,0,0.23824526346716,0.181315689853483,0,0,0.0458310254431985,0,0,0,0,0.0769281289567661,0.196996650702846,0,0,0,-0.00982576743088078,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.253968185445696,0,0,0,0,0,0,0,0,0,0,0.0802944316718296,0,0,0,0,0,0,0,0.15640841921346,0,0,0,0,0,0,0.230097115191311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788117083950242,0.165869377990671,0,0,0,-0.0450228185486896,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10126062432167,0,0.13741138169015,0,0,0,0,0,0,0,0,0,0.0363342986861517,0,0,0,0,0.011788697169608,0,-1.73472347597681e-18,-0.0475884335226373,0,0.08829513054453,0,0,0,0,0.331940761951433,0.178079708549527,0,0.110268817825289,0,0.0023341768816558,0.00425173166993891,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.355944386760944,0,0,0,0,0,0,0,0,0,0,0.0239216594758951,0,0.000787331574506375,0,0.122335634008335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082678017175158,0.274082990839384,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310587126349281,0,0,0,0,0,0.0352671402613612,0,0,0,0,0,0,0.185058295535332,0,0,0,0.0893745739354748,0,0,0.0775934825755982,0,0,0,0,0.410902941798211,0,-0.120516909087853,0,0.0163789016979942,0.0149816460879121,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115281297253063,0.0176433681945142,0,0,0,0,0.0369899795429531,0,0,0,0,0,0,0.00166639772385258,0,0,0.173283207664751,0,-0.0264243810366249,-0.0232894159420905,0.065579520105836,0,0,0,0,0,0.0840372748996926,0,0,0,0,0.0527086789388592,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219147136648312,0,0,0.324441105598324,0,0,0,0,0,0,0,0.106480282310089,0.219639474233445,0,0,0.227045618709336,0,0,0,-0.0287862114114283,0,0,0.096269045921271,0,0,0,0,0,0,0,0,0,0,0,-0.0107587735909423,0.0880972975516232,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.138479664631205,0,0,0,0,0.0653293222262423,0,0,0,0.062622090926653,0,0,0,0,0.0358274766385408,0,0,0,0,0,0.169727376180843,0,0,0,0.0182942185010895,0,0,0,0,0,0.0920321273739011,0,0,0,0,0.256301312040133,0.0222376282317072,0,0,0,-0.0490657421011296,-0.00591545735077422,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.227616209264647,0,0,0.0759334466647436,0,0,0,0,0,0,0,0,-0.0840956587685016,0,0,0,0,0,0,0.270523529363449,0,0.046325333831353,0,0,0,0,0,0.0239772017106005,0.00730574135454607,0,0,0,0,0,0,0,0,0,0,0,0.313406235555853,-0.041709158943933,0,0.0499068143970475,-0.0699646937181093,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0.0424087137119746,0,0,0,0,0,0,0,0.125356098627322,0,0,0,0.0158846624339971,0,0,0,0,0.0153834792714857,0,0,0,0,0.0278217867431474,0,0.0576132918952447,0,0,0.0726049665984551,0.0231233587104514,0,0,0,0.135217309031006,0,0.167501173001084,0,0,0,0,0.0364466439265101,0,0,0,0,0,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104712727067501,0,0.0590314096198569,0,0,0,0,0,0,0,0,0.0308517413417579,0,0,0,0,0,0,0.0982035972216263,0.143230630784178,0,0.123187620746773,0.0347561446449612,0,0,0,0,0.0378369503637521,0,0,0,-0.0147052701395732,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.12686856910528,0,0.0454647245667434,0,0,0,0.0383442691338168,0,0,0,0,0,0,0,0,0,0,0,0,0.559599127198374,0,0,0,0,-0.0593550784512581,0,0,0,0,0,0.0317084720665353,0,0,0,0,0,0.0295117560893826,0,0,0,0,0,0.101454300629832,0,0,0,0,-0.0287082545765154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.200809435633185,0,0,0,0,0,0,0,0,0.22524774628311,0,0,0,0,0,0,0,0,0,0.0818025345258418,0,0,0,0,0,0,0.259955103641126,0,0,0,0.0741758540360015,0.00186840207281003,0,0,0,0,0,0,0,0,0,0,0.0901826235216579,0,0,0,0.0109684361265523,0.00915926958403164,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0868341247080869,0,0,0,0,0,0,0.193758410140448,0,0,0,0,0,0,0,0,0,0,0.418882086660944,0,0,0,0,-0.202135871605276,0,0,0,0,-0.106303950558973,0,0,0,0,-0.412919493515965,0,0,0,0.151795985323883,0.412192178817696,0,0,0,0,0,0,-0.195502939625226,0,0.16764107048902,0.0848812678836888,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0475145270044991,0,0,0,0.0590463682028659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28296247414131,0.0748345776819134,0,0,0,0.0359076053921372,0,0.00403240556466571,0,0,0,0,0,0.0499904324975093,0,0,0.167261129728812,0,0,0,0,0.0191522467848886,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36522231633343,0,0.149933475056169,0,0,0,0,0,0,0,0,0,0,0,0.110796952344189,0,0,0,0,-0.164734644168241,0.18728587744821,0.0628726031270889,0,0.0641376774554194,0,0,0.0627737788027292,0,0,0,0,0,0,-0.0116340732387436,0.0207400008601379,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242356631036356,-0.0277349129431551,0,0,0,0,0,0,0,0,0,0,0,0.11004213200663,0,0,0,0,0,0.0808668028891024,0,-0.105475294006901,0,0,-2.77555756156289e-17,0,0,0,0,0.740743477912179,0,-0.0642231004790987,0,0,0,0.0901719146139678,-0.0562809883593755,0,0,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313260370994837,-0.00966764353533048,0,0,0,0,0,0,0.00714242699456484,0,0,0,0.00719304729798265,0.0270674485274611,0,0,0,0,0,0,0,0.014900467006586,0,0,0,0,0,0,-0.00620651941696324,-0.00405448117751839,0,0,0,-0.156699925304567,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218940229748759,0,0,0,0,0.0852096360716223,0,3.46944695195361e-18,0,0,0,0.11541891307208,0,0,0.115093525018219,0,0,0.192153686860475,0,0,0.0968199177874182,0,0,0,0,0,0,0.0614831583398609,0.0134880153152446,0,0,0,0,0,0
