,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X000723.SZ,X601898.SH,X600352.SH,X600660.SH,X600547.SH,X601991.SH,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600111.SH,X600801.SH,X000898.SZ,X002466.SZ,X600299.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002110.SZ,X000990.SZ,X600808.SH,X600157.SH,X000553.SZ,X601158.SH,X002271.SZ,X000825.SZ,X600489.SH,X000883.SZ,X600583.SH,X000630.SZ,X600339.SH,X600985.SH,X300072.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0219069357379804,0,0.0063817412207477,0,0,0,0,0,-0.0111790083860461,0,0,0,0,0,0,0.0571775353053311,0,0.0114367063653527,0,0,0.0439661830981014,0.0342841493309357,0,0,0,0,0,0,0,0,0,0,0,0,0.0230277523498348,0,0,0,0,0,0,0,0,0,0.140078866688069,0.0203655634388216,0,0,-0.0041380333246755,-0.0158068444449599,0,0,0,0,0,0
X600028.SH,0,0,0.0768849605213231,0,0,0.0153622560762927,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0779394068152993,0,0.0594655997739585,0,0,0,0.0343884700068291,0,0,0,0,0,0,0,0,0,0,0,0,0.0298208781050506,0,0,0,0,0,0,0,0,0,0,0.0089950263305362,0.0718063473437017,0,0.00678916808880762,-0.0477629219222574,0,0,0,0,0,0
X601088.SH,0,0,0,0.041311537761178,0,0,0,0,0,0,0,-0.164361753501539,0,0,0,0,0,0,0,0,0,0,0,0.105670547449006,0.272940010931619,0,0,0,0,0,0,0.0369535560391051,0,0,0,0,0,0.0347677063814141,0,0,0,0,0,0,0,0,0,0,0.0874868843608918,0.0350401934532365,0,0.0141643819663059,-0.0409316328306375,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.090176762130788,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484580549840896,0,0,-0.000585859014465146,0,0,0,0,0,0,0.057082283349035,-0.010583274904237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154484494115511,0.000627465505054906,0,0,0,0,0,0
X600019.SH,0,0,0.0454759037324031,0,0,0.0708815769149885,0,0.0995651520853596,0.113834821623472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521806683534489,0.0464991563227039,0,-5.42101086242752e-20,0,0,0,0,0.0125603314294007,0,0,0.149774120640057,0,0,0.0265831811029998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330781005218218,-0.00489325215592041,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0403543706456542,0,0,0,0,0,0,0,0,0.0117688549899931,0,0,0,0,0,0.0537662973233388,0,0,0,0,0.127575962023651,-0.165812559109163,0,0.0928754868734492,0.0364946745145619,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0985018188648298,0,0,0.4255798226124,0,0,0.0292826865693175,0,0,0,0.0380330848560949,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0253180719142691,0,0,0,0,0,0,0,0,0,0.388171273374321,0,0,0.409569610381712,0,-0.00561144777969685,0,0,0,0,0,0,0.0698205177459967,0,0,0,-0.0412128993115837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275410711906095,-2.16840434497101e-19,0,0,0,0.0543326333069763,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095079466294229,0,0.038483623474037,0,0,0.146060594251342,0,0,0,0,0,0.0674817497277149,0,0.00572745359056278,0.281121630914226,0.0259023253535294,0,-0.0139211327511722,0,0.153216074442897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565902443350906,-0.0344959641981771,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0281072704309648,0,0.0365236743990878,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.271572024078648,0,0,0,0,0,0,0,0,0.150707498743397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767191636038393,0.151985878581428,0,-0.0238156436441511,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0215738311761942,0,0,0,0,0.386848557661122,0,0,0,0,0,-0.349085444929148,0,0,0,0,0,0,0.374733047139615,0,0,0,0,0.259959109043327,0,0,0,0,0,0,0,0.101034548045509,0,0,0.324152813699458,0,0,0,-0.0775433432769818,0,0,0.218806584858375,0,0,0.147832107795653,0.125421480754892,0.014222115952053,0,0.283875742227969,0,-0.0871299233266306,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.162258110100662,0,0,0,0,0,0,0,0.0683607031265438,0,0.117259601230467,0,0,0,0,0,0.101792743134188,0,0,0,0,0.0193297434451386,0,0,0,0,0,0,0,0.0392594024449673,0,0,0,0,0,0,0,0,0,0.00765657699403291,0.0219140434772289,0,0,-0.0194925408918911,0,0,0,0,-0.0106403326245685,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430670154761557,0,0,0,0,0,0,0,0,-0.187269014274201,0,0.00559585771856331,0,-0.0286398961956861,0,0,0.0261916763608943,0,0,0,0,0.226664396124762,0,0,0.154407626883774,0,0,-0.0517479368688897,0.140976780472463,0,0,0,-0.182343635445914,0,0
X600660.SH,0,0,0.0529619215241387,0,0,0.0299947846975361,0,0,0,0.0562850486807883,0,0,0,0,0,0,0,0,0.00912333608421978,0,-0.0581710268510372,0,0,0.0133888279558945,0,0,0.104650454386873,0,0,0,0,0.175581970709043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367644274003821,0.0260818673499546,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00367520185427141,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.078678862325114,0,0,0,0.124868522501452,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0928370806872425,0.0877253841160962,0,0,0,0.469779088463867,0,0,0,0,-0.0428703843757021,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111276358401725,0,0.130281153309836,0,0,0,0,0,0,0,0,0.0302606062578431,0.125461269758588,0,0,0,0.0584008828020335,0.0694383257844837,0,0,0.0174496947996009,0,0,0,0.0536836141957904,0,0,0.109339914203536,0,0,-0.00273952482981123,-0.0112655728611256,0,0,0,0,0,0
X600688.SH,0,0,0.0604041834706303,0,0,0,0.0351909955714815,0,0,0,0,0,0,0,0,0,0,0,0.130747360958155,0,0,0,0.110681155479651,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382967587115511,0,0,0.0127944172248139,0,0,0,0,0,0,0.0027950793984944,0.036084152228283,0.108773873871555,0,0.00320155124976074,-0.0106132757606888,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.215006572644134,0.0527888450855552,0.0348478341231107,0,0,0,0,0,0,0,0,0,0,0.0826998343225102,0,0,0.029182218364042,0,0,0,0,0,0.00832769275718069,0,0.0354425432793591,0,0,0,0,0,0.00699631374341631,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02246947928531e-05,0,0,0,0,0,0,0
