,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X002466.SZ,X000983.SZ,X600219.SH,X000786.SZ,X600160.SH,X000807.SZ,X601699.SH,X000630.SZ,X600096.SH,X600176.SH,X000408.SZ,X600985.SH,X002128.SZ,X601168.SH,X000883.SZ,X000877.SZ,X000933.SZ,X600995.SH,X600352.SH,X600378.SH,X002353.SZ,X600863.SH,X600299.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.372486326673473,0,0,0.331241272216557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110088055407397,0,0,0.0205999443144507,0,0,0,0,0,0,0.27602345477155,0,0,0,0,0.138923103632225,0,0,0,0,0,0,0,0,0,0,0,-0.0101003692259414,0,0,0,0,0,0,-0.0654927005374701,0,0,0,-0.0536660610284538,0,0
X600028.SH,0.451262895942051,0,0.15081004215142,0,0.173101103784004,0,0,0,0,0,0,0,0,0,-0.0292161988764556,0,0,0,0,0,0,0,0,0,0,0,-0.0362245846637196,0,0,0,-0.0892237511354209,0,0,0,0,0,0,0,0,-0.0630701915537756,0,0.206147456480907,0,0,0,0,0,0,0,0.0444475540286401,0,0.0450906419117931,-0.0108565298999608,0,0,0,0,0,0
X601088.SH,0.0935156297833677,0,0,0,0.235119706144331,6.93889390390723e-18,0,0,0,0,0,0,0,0.161948672873818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142338997385918,0,0,0,-3.46944695195361e-18,0.0100088978292586,0,0,-0.00871377024094319,0,0,0,0,0,0.0142318220606009,-0.0633862783289558,0,0,0,-0.0303867075017322,0,0
X600309.SH,0,0,0,0,0,-0.0464530253844694,0,0,0,-0.0942977784539186,0,0,0,0,0,0,0,0,-0.0229095241460487,0,0,-0.16049300247896,0.0493058999591915,0,0,0.234963492112567,0,0,0,0.133472487161064,0.111109085695949,0,0,0,-0.179237332639326,0,0,0,0.309783416095942,-0.010854019456297,0,-0.0814657624327344,0,0,0,0,0.170271719960166,0,0,0,0,-0.0679288834782698,-0.0643825392711067,0,0,0,-0.0142264152113163,0,0
X601898.SH,0,0.391977349649896,0,0,0,0.158720152177917,0,0,0,0.0439813227646995,0.187828863880388,0,0,0,0,0,0,0,0.0234621411243698,0,0,0.102833002714609,0,0,0,0,-0.0100591727207762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323632827894223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558975392393689,0,0
X600188.SH,0,0.273640529818626,0,0,0.00299523447259763,0,0,0,0,0.0989833940004647,0,0,0,0.116602385045876,0,0,0,0,0,0.0936855012592021,0.00398000205008255,0,0,0,0,0,0,0,0,0,0,0,0.420121496489869,0,0,0,0,0.410558620436605,0,0,0,0,0,0,0,0,0,0.115016090888176,0,0,0,0.0184185376940656,0,0.0226922417277083,0,0,-0.00302223612958471,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206276871779007,0,0,0,0,0,0,0.0956009790228183,0.0205753175620599,0,0,0.0483605762121735,0.228864711430337,0,0,0.115305569174039,0,0,0.163644640090772,0,0.0899162356108858,0,0,0,0,-0.247959540987417,0,-0.168041936654774,0,0,0,0,-0.0897169739489472,0,0,0,0,-0.0472571807906356,0,-0.125607269309289,0,0,-0.0450771452155163,0,0
X600019.SH,0,0.381381445927121,0,0,0,0,0,0,0,0,0.0878385864159617,0,0.0568443083422985,0,0,0,0,0,0,0.437700095222594,0,0.0265879111337424,0,0,0,0,0,0,0,0,0,0,0,0,-0.121506030616634,0,0,0,0,0.0636935115816741,0,0,0,0,0,-0.163884806980147,-0.0219644901318302,0,0,0,0,0.0827363581972343,0,-0.17887202414571,0,0,0,0,0
X600886.SH,0.356338513678465,0,0,0,0,0,0,0,0,0.110324361011049,0,0,0,0.0761420247675158,0,0,0,0,0,0,0,0,0,0,0,0,-0.108776200090625,0,0,-0.238332208422008,0,0,0,0,0,0,-0.199307108970896,0,0,0,0,0.0127993489651565,0,0,0,0,0,0,0,0,0,0,0.0348453219667184,0.0509075254785674,0,0,-0.00102116398205392,0,0
X600547.SH,0,0,0,0,0,0.160605113016963,0,0,0,0,0,0,0,0,0,0.0607490313712676,0,0.164204437717272,0.658002319424106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.294414300702364,0,0,6.93889390390723e-18,0.0198433778854146,0,0,0,-0.012150615263113,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17200604292532,0,0,0,0,0,0,0,0.0730625828962159,0,0,0,0,0,0,0,-0.035522114534403,0,0.508367229965149,0,0,0,0,0.173904100769241,0,0.0950059184870263,0.267541220320031,0.0924502412125306,0,0,0,0,0,0,0.0360960604836295,0,0,0,0,0,0,0,0,-0.00426500401347288,0,0
