,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600010.SH,X600886.SH,X601898.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002075.SZ,X600489.SH,X000401.SZ,X600426.SH,X000723.SZ,X601158.SH,X002466.SZ,X600219.SH,X000932.SZ,X600126.SH,X000898.SZ,X600486.SH,X002353.SZ,X600315.SH,X600529.SH,X000553.SZ,X000883.SZ,X600516.SH,X600612.SH,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.168565568512912,0,0,0,0,0,0,0,0,0.0235591405391316,0,0.00319031953851198,0,0,0,0,0,0,0,0,0,0.151936629685699,0.047975250908013,0,0,0,0,0,0.0233365654431229,0,0,-0.00732938201069532,0,0,0.049608895232063,0,0,0.0145342421180086,0,0,0,0,0,-0.00888205416354601,0.00962375905437732,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.110634717001954,0,0,0,0.148639093594648,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0248391506705842,0.109232079082291,0,0,0.0218672887086336,0,0.0039358603472003,0,0,0,0,0,0.184218727326005,0,0,0,0,0.00683117414171298,0,0,0,0.000565830283808204,0.000447445969639846,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.508158384048362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356538464145164,0,0,0,0,0.0342249968704296,0,-0.0346565322911163,0,0,0,0,0,0,0,0.00890870976082687,0.0104733372784526,0,0,0,0,0,0
X601088.SH,0,0,0.0922757435583311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140007255972542,0,0,0,0,0,0,0,0,0,0,0,-0.160133289900757,0,0,0,0.0268897668710744,0,0.000997517854155414,0,0,0,0,0,0.0294810856840928,0,0,-0.0395398090777194,0,0,0,0,0,0,0.0433476340405881,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0110987964416327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719932011875629,0,-0.0327422702804528,0,0,0.067435005034339,0.0622468787417047,0,0.0582351993775603,0,0,0,0,0,0.155867962560341,0,0.0522619495697265,0,0,0,0,0,0,0.0205643867645931,0.0068539132952549,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0130678823530594,0,0,0,0,0,0,0,0,0,0,0.0254994323846262,0.458384254415484,0,0,0,0,0.0338453889721601,0,0,0,0,0,0,0,-0.0237105435617585,0.0630202031339764,0,0,0.079035064951668,0,0.00047097309387248,0.0381998070248738,0.038025824256908,0,0,0,0,0,0
X600019.SH,0,0,0,0.0410277310597293,0.10488586016517,0,0,0,0,0,0,0,0.0728736660350622,0,0,0,0,0,0.124892908916435,0.0570041259911577,0.131969886421177,0,0,0,0,0,0,0,0,0,0,0,0,0.0360077271343096,0,0,0,0,0,0,0,0,0,0,0.0223142155089923,0,0,0,0,0,0,0,0.00432921670419996,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.10635304607093,0.00939151514177723,0,0,0,0,0,0.197527989216378,0,0.0788620324620632,0,0,0,0,0,0,0,-0.0215214009431142,0,6.93889390390723e-18,0.0593908007575574,0.242765605939654,0,0,0,0,0,0,0,0.0619057305923299,0,0.0878671045558978,0,0,0,-0.183449097339732,0,0,0,0,-0.150704438973815,0,-0.0279155613211902,0,0,0,0,0,0
X600011.SH,0,0,0,0.123766309486555,0,0,0,0,0,0,0,0,0.0569091095060093,0,0,0,0,0,0,0.00839196406113967,0,0,0,0,0,0.380306229846884,0,0,0.0592890804607679,0,0,0,0,0,0,0,-0.0671421598228639,0,0,-0.00701745738440799,0,0,0,0.0378689577979799,0.0968340366173733,0.103340254436959,0,0,0.163652143220917,0,0,-0.00851502139472947,0.010004864441903,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0483811911085353,0,0,0,0,0,0.0244619415206778,0,0.161111077727407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421232105310287,0,0,0.0210926404668685,0,0,0,0.142258819458887,0,0.222986093378582,0,0,-0.0810124665694323,0,0.167020037927914,2.77555756156289e-17,0,0.315157506140472,0,0,0,0,0,0,0.000296426199257521,-0.014340395464668,0,0,0,0,0,0
