,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600660.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X601699.SH,X002460.SZ,X600027.SH,X600160.SH,X000983.SZ,X000301.SZ,X600426.SH,X002466.SZ,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000933.SZ,X600985.SH,X600176.SH,X002128.SZ,X000630.SZ,X000807.SZ,X601168.SH,X600219.SH,X000408.SZ,X002271.SZ,X600612.SH,X600348.SH,X000883.SZ,X600096.SH,X000932.SZ,X002353.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.456444883975205,0,0,0,0,0.0300958460014743,0,0.238824233547075,0,0,-0.0456459561920805,-0.0953621359385332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325938166254567,0,0,0,0.0134645913987708,0,-0.0737622626743273,0,0,0,0,0,0,0,0,0,0,0,0,0.0428372997408613,0,0,0,-0.0436748623256023,0.0265669823633224,0,0,0,0,0,0
X601088.SH,0.176659835137113,0,0,0,0.154183853341658,0.0891773610318502,0,0,-0.0117561367069024,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0687101876481508,0,0,0,0,0,0,0,0,0.144635373359954,-0.0429721042750066,0,0,0,0,0,0,-0.0476011616924711,0,0,0,0,0,0,0,0,0,0,-0.0171925152612262,0,0,0,0,0,0
X600028.SH,0.340155370500434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246465976184796,0,0,-0.00352924585842454,0.0758332459304948,0,0.0468611692697293,-0.1565280249084,0.00695343915269464,0.0152295912684235,0,0,0,0,-0.0725019808367899,0,0,0,0,0,0,0,0,0,0.0768855105445867,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934738976677,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.108161069028903,0,0,0,0,0,0,0.0540975044670277,0,0,0,0.0402100441708966,0,0,0,0,0,0,0,0,0.0475369112261333,0,0,0,0,0,0.0420230964327036,0,0,0,0,0,0,0.071939041247063,-0.233841287068448,0,0,0,0,0,0,0,0,-0.0404105120396489,0,0,0,0,0.0540001826040198,0,0
X600188.SH,0.025833041614416,0.0271364803015269,0,0,0,0.287534256844488,0,0,0,0,0.0814336144672759,0,0,0,0,0,0,0,0,0,0.331882587108116,0,0,-0.0084896753710237,0,-0.0155858862648101,0,-0.062458848358579,-0.0715429753932373,0,0,0,0.0322352376398292,0,0,0.0189368416143051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164848885090123,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.137711791976068,0.214813451413677,0,0,0,0,0,0,0.175244725983847,0,0.0897389884276747,0,0,0,-0.0565827205778348,0.0765978634172469,0,0,0,0,0,0,0,0,0,0,0.671625390786651,0.0549612790069838,0,0,0,0,0,0,-0.070763384951468,0,0,0,0,0,0.0822013849311056,0,0,0,0.0910359814281622,-0.0386697492344247,0,0,0,0,0,0
X600019.SH,0,0,0,0.103890495607107,0.0629723900960018,0,0,0,0,0,0,0,0.100855461079268,0,0,0,0,0,0,0,0.0133792619265426,0,0,0,0,0,0.0243526162712752,0,0.0209147757636511,0.184526188417046,0,0,0,0.0140700588472478,0,0,0,0,0.0556808877277055,0,0,0,0,0,0,0,0.22029749094192,0,0,0,0,0.00267486124385314,0.0397418500649372,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404616448834305,0,0,0,-0.0528684387428927,0,-0.0629358406858782,0,0.0621585464468978,0,0,0,0,0,-0.0406326057010072,0,0.251019575813686,0,0,0,0,0.0344620729068574,0,0,0,0,0,1.0842021724855e-19,0,0,0.084389016248763,0,0,0,0,0,0,-0.0293851870739565,0.0295619549756641,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.106506959019621,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.108344374511102,0,0,0,0,0,0,-0.0195663283820039,0,0,0,0.210972165939775,0,0,0,0,0,0.0747982067512784,0,0,0,-0.0134750413073906,0,0,0.10386616855945,0.00971495841280946,0,0,0,0,0,0,0,0,0.0123048487436134,-0.010271554523311,-0.186942240407491,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.141679410800994,0,0,0,0,0,0.181447588039767,0,0,0,0,0,0.106572468264842,0,0,0,0,0,0,0.19215669327561,0,0,0.109371693163121,0,0,0,0,0.237751575068234,0.225217878697928,0,0.0590196178216275,0,0,0,0,0,0.029356589321083,0,0,0,0,0.0240597633405871,-0.0265177864806544,0,0,0,0,0,0
