,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600188.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600362.SH,X601991.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600547.SH,X000898.SZ,X600516.SH,X300072.SZ,X600111.SH,X002460.SZ,X600176.SH,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X600299.SH,X000709.SZ,X000792.SZ,X601699.SH,X002110.SZ,X600808.SH,X600426.SH,X002271.SZ,X000932.SZ,X600315.SH,X000883.SZ,X601158.SH,X600219.SH,X000830.SZ,X600489.SH,X000408.SZ,X000983.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.150107442059841,0,0,0,0,0.0399994640055613,0,0,0,0,0,0,0,0,0,0,0,0,0.0479060005999676,0,0,0,0,0,0.165890728898279,0,0,0,0,0.00311632159411169,0,0.0429269467501503,0.0822480770585302,0,0,0,0.0463211353310139,0,0.0634502015613742,0,0,0,0,0.017713729487286,0,0,0,0,0.00139103552043915,0,0,0,0,0,0,0
X600028.SH,0,0,0.299378650089278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110046976619784,-0.0703727193933031,0,0,0,0,0,0,0.129507987310354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310161095104521,0,0,-0.144502565564725,0,0,0,0
X601088.SH,0,0.0227107629584185,0,0.201616669600888,0.126125676691028,0,-0.146245876424614,0.12151263443762,0,0,0,0.615185470591795,0,0,0,0,0,0,0,0,0,0,0,-0.0623734043800613,0,-0.0401167656534509,0,-0.0140301935951546,0,0,0,-0.0189749082021676,0,0,0.249917453746183,0,0,0,0.00208330272127999,0,0,0,0,0,0,0,-0.0323529539366208,0,0,0,0.0183823500639206,-0.0337926290923826,0,0.0447366709452113,0,0,0,0
X600019.SH,0,0,0.187209977739807,0,0,0,0,0.156138045783672,0,0,0,0,0,0,0.524785528308559,0,0,0,0,0,-0.0102502048983149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324961581559389,0,0,0,0,0,0,0,0,0,-0.0681489013573531,0,0,0,0,0.0583737347019491,-0.0142093079804207,-0.0238381726039395,0,0,0,0,0,0
X600585.SH,0,0,0.212082207362282,0,0,0,0,0,0,0,0,0.046018451413337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141047013467356,0,0,0,0,0,0,0,0,0,0,0,-0.0454560322239206,0,0,0,0.250975863605975,0,0,0,0.147249779890344,0,-0.0445408238822123,0.0249098558921985,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304607674887391,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00103384168091974,0,0,0,0,0,0.106284086514392,0,0,0,0,0,0.109991037628403,0.00839662829745902,0,0,0,0.291895889404632,0,0,0,0,0,0.0806577295576031,0,-0.0904675687146063,0,0,0,0,0,0,0,0,0,0,0,0.036038317351772,0,0,0,0,0,-0.0124663176809048,0,0,0,0,0,0
X600188.SH,0,0,0.538627446422704,0.0331564231501359,0,0,-0.153077895559544,0,0,0,0,0,0,0,0.106042849941594,0.110938043727997,0,0,0,0,-0.127717210729171,0,0,1.73472347597681e-18,0.249500863134675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550913630474729,0,0,0,0,-0.107925858470119,0.114694907793713,0.576478084575229,0,0,-0.0556682219199366,0.014595984822666,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0385382416007027,0,0,0,0,0,0.609923883717796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216140101144023,0,0,0.0306758050065222,0,0,0,0,0,0.031482620999002,0,0,0,0,0.173817280678158,0,0,0,0,0.0550676394116365,0.068258030367561,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.214208147587647,0,0,0,0,0,0,0,0,0,0,-0.0228595518794978,-0.0304207014534069,0,0,0,0,0,0.209127242275858,0,0,0,0,0,0,-0.134289328747198,0,0,0,0,0,0,0,-0.160064958665968,0,0,0,0,0,0,0,0,0,0,0.0185383222185202,0,0,0,0,-3.46944695195361e-18,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274254743894626,0,0,0,0,0.0177536336789043,0.0452319679324305,0,0,0,0,0.126577598480955,0,0,0.0616033480730155,0,0.144004464779286,0,0,0,0,0,0,0,0,0,0.0187575370403025,0,0,0.243514390314301,0,0,0.0097934671465942,0,0,0,0,0,0,0
X600688.SH,0,0.175127521172428,0.166971319412298,0,0.0226615785532095,0,0,0,0.0697580217518501,0,0,0,0.0592402224955683,0,0.0143480014332804,0.02838733614123,0,0,0,0,0.0226170941687012,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538786828747424,0,0,0,0,0,0.0120935461324821,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,-0.00583874809264539,0,0,0,0,0,0,0,0.293010908602271,0.0832386773798647,0,0,0,0,-0.00732998456112443,0,0,0.00559101659034337,0,0,0.0929214930258267,0,0.0513800026406687,0,0,-0.108270550855426,0,0,0.0764296987981569,0,0,0,0,0,0,0,0,0,0.0349026830946432,0,0,0,0,0,0.00727623716470949,0.0213808423964442,0,0,0,-0.0933539045250903,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0919667150783876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010082378330975,0.0976937597056888,0.0663136417572713,0.0188025797263539,0,0,0.00290067990778392,0,0,0,0,0,0,0.121708705122123,0,0,0,0,0,0,0,0.112034684601184,0.00281967464665726,0,0,0,0,0.0298096019838485,-0.00915337400025621,0,0,0,0,0,0
