,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X601898.SH,X600010.SH,X600188.SH,X000301.SZ,X600801.SH,X002466.SZ,X600352.SH,X300037.SZ,X600489.SH,X600111.SH,X601991.SH,X600795.SH,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X002080.SZ,X600299.SH,X601992.SH,X600027.SH,X600219.SH,X601168.SH,X000932.SZ,X600529.SH,X000898.SZ,X002409.SZ,X600315.SH,X600399.SH,X000723.SZ,X000027.SZ,X000630.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0241239699148413,0.0410467257134428,0.0700747859993788,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0153908641959282,0,0,0,0,0,0,0,0,0,0,0.00655330584444452,0,0,0,0,0.00714699881130017,0,-0.0245848159503084,0,0,-0.00505459131387941,-0.00258220799982548,0,0,0,0,0,0,0,0,0,0,-0.00419618375139884,0,0
X600028.SH,0,0,0,0,0.0441754974474079,0,0,0,0,0,-0.0597156581250817,0.0294180150849469,0,0,0,0,0.00567542862686279,0,0,0,0,0.00616822073580574,0,-0.0246700104897509,0,0,0,0.0561497610791819,0,0,0,0,0,0,0.0694521434462421,0,0,0,0,0,0,-0.0195660301541417,0.147868547787343,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.00143397550448115,0,0,0,0,-0.00818743938413726,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105069621637104,0,0,0,0,0.588159336445122,0,0.189899029508166,0,0,-0.0410759248936667,0,-0.00960139195938275,0,-0.00104160468540031,0,0,0,0,0,0,-0.0269468408926515,0,0,0,0,0,0,0,0,0,0,-0.0531127203420972,0,0,0,0,0,0.00634351471211117,0,0,0,0,-0.0117087405836457,0,0
X600585.SH,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0424953029521363,0,-0.0416446786135534,0,0,0,0.00822288631801451,0,0.107250091301363,0,0,0,0,0,0,0,0,0,0.0647180880802582,0,0,0,0,0,0,-0.0695896156509804,-0.0238950109259091,0,0,0,0,0.0363074411028516,0,0,0.209403680087435,0,0,0,0,0,0,0,0,0.0381710919428455,0,0,0,0,0.00779382285749216,0,0
X600309.SH,0,0,0,0,0,0,0,0.24730817291559,0,0,0,-0.265286480498815,0,0,0,0,0.126356650523077,0,0,0,0,0,0,0.0128394679217018,0,0.0700281056289092,0.409364062007238,0,0,0,0,0.0437664464554492,-0.177006592889283,0,0.0593690160879613,0,0,0,0,0,0,-0.123443689332802,0,0,0,0,0,0,0,0.00820122195887084,0,0,0.0190304917929961,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.087540958830882,0,0,0.0594313842924381,0,0.023240358930889,0,0,0,0.12940158789099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013960051085294,0,0,0,0,0,0,0,0,0,0,0.0487205715772618,0,0,0.0978954324354633,0.0328461402092019,0.0555417226565295,0.0253270762448949,0.0495698423393834,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.157303044383654,0,0,0,0.0922910484247429,0.26765397251417,0,0.0215974707572373,0,0,0,0,0,0,0,0,0,0,0.374984005650118,0,0.239345292718896,0,0,0,0,0,0,0,0.0265170873758931,0,0,0,0,0,0.197808981315567,0,0,0,-0.149002155612032,0.10397781826164,0,0,0,0,-0.176007338855004,0,-0.0164724382809146,0,0,0,0,-0.0355545130540586,0,0
X000708.SZ,0,0,0,0,0.0644123001116746,0,0.000861533632037667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299041077260074,0,0,0,0,0,0,0.131932402865471,0,0,0,0,0,0.347712305043935,0,0.121610758783371,0,0,0,0,0,0,0,0,0,0,-0.0135550876009128,0,0,0,0,0.00480168448564468,0,0
X600547.SH,0,0,0,0,0,0.0309571924844285,0.0368886253826274,0.0125446836672769,0,-0.0382089219478336,0,0.00585411692594182,0,0,0,0,0,-0.0817802420959944,0,0,0,-0.000756848119347827,0,-0.0322067352613194,0,0,0.656071220184592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496977952631657,0,0,0,0,0,0,0.0139583560505836,0,0,0,0,0.00910339078388888,0,0
X600660.SH,0,0,0,0,0,-0.146654001674956,0,0,0,0,0,0,0,0,0,0,-0.0207683183613524,0,0,0,0,0.017773831174153,0.172121194923922,0,0.033361304321066,0.224053360731092,0,0,0,0,0,0,0,0.0505370960829283,0,0,0,0,0,0,0,0,0,-0.10874732305331,0,0.0784173932964522,0,0,0,0,0,0,0.023278554393694,0,0,0,0.00857522181567406,0,0
X002271.SZ,0,0,0,0,0.0984142984077603,0,0,0,0,0.0141422281255373,0,0,0,0,0,0,0,0.158169441624578,0,0,0.11386876498567,0,0,0,0,0.147867229253403,0,0,0,0,0,0.0639728127025919,0,0,0,0,0,0,0,0,0,0,0,0.0869719811109246,0,-0.0364379695959209,0,0,0,0,0,-0.0834759866600982,0.202581426074671,0,0,0,0.0181054885431859,0,0
