,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600352.SH,X600362.SH,X601991.SH,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X002460.SZ,X600426.SH,X600176.SH,X600299.SH,X002466.SZ,X000709.SZ,X601158.SH,X000883.SZ,X002353.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X000630.SZ,X000027.SZ,X000553.SZ,X601699.SH,X000825.SZ,X000401.SZ,X600985.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131892773853301,0,0,0,0,0.0268422588549043,0,0,0,0,0.0401828906828131,0,0,0,0,0,0.0162346915687363,0,0.0723352432257074,0,0,0,0,0.0658299684705844,0,0,0,0.03448513414626,0,0,0,0,0,0,0,0.0769181551050981,0,-0.0145628706897661,0.0164637992764116,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0411426526280581,0,0,0,0,0,0,0,0,0.0471930366899434,0,0,0,0,0,0.0912402296359338,0,0,0,0,0,0,0,0.0431084945773313,0,-0.0217030900907847,0,0,0.0824822645732715,-0.00645953373259314,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102684981484463,0,0,0,-0.00222056761112052,0,0,0.191751847866217,0,0,0,0
X601088.SH,0,0,0,0.399138958555881,0,0,0,0,0,0,0,0,0,0.065782679273571,0.0580927157838378,0,0,0,0,0.0156772324622468,0,0,0,0,0.0276989400326532,-0.0323326994200129,0.0479701276384557,0,0,0,0,0,0,0,0,0,0,-0.0109589353019498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.035503599879178,0,0,0,0,0,0,0,0.180262776384412,0.0103955444063727,0,0,0,-0.0320418268693653,3.46944695195361e-18,0.40121540824288,-0.143989527641566,0,0,0,0.137589711639061,0,0,0,0.0215922948040724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112237611270288,0.00747656527811457,0,0,0,0.0413074829323425,0,0
X600309.SH,0,0,0,0,0,0,-0.0464943809996427,0,0,0,0,0,0,0.0742130584178658,0,0,0,0,0,0.0660221678752679,0,0,0,0,0.238982778123474,0,0,0,0,0.0609594458514605,0.0369834000018725,0,0,0.0277122918842732,0,0,0.107157401458297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00408841644882382,0,0
X600019.SH,0,0,0.0694475289096028,0,0.00687952855156895,0,0,0,0,0,0,0,0.210738435370574,0,0.0677486621293148,0,0,0,0,0.044305029701397,0,0,0,0,0,0.0161283559099364,0.0652941606895366,0,0,0,0,0,0,-0.0469341938212904,0,0,0,0,0,0,0,0,0,0,0.186153564506424,0,0,0,0,0,0,-0.00417221289181497,0.0118475267858795,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.387727753558115,0,0,0,0,0,0,-0.0188380891710528,-3.46944695195361e-18,-0.219046523963155,0.329644430974458,0,0,0.758029810719006,0,0,0,0,0,0.0109581426579861,-0.0326694617720403,-0.128575441152347,0,0,0,0,0.0241498513922726,0,0,0,0,0.0365965433122865,0,0,0,0,0,0,0,-0.0299397565157494,-0.0378386393538585,0,0,0,0.0722568370285666,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362320541197249,0,0,0,0,0,0,0.182200407999548,0.43434990167782,0,0,0,0,0,0,0,0,0,0,0.0701286209395271,0,0,0,0.190555490225192,-0.115444418669051,0,0,0,0,0,0,0,0,0,-0.10137852438233,0.0563172149115616,0,0.0262823780542914,-0.0485880703564101,0,0,0,-0.00493435409985972,0,0
X600010.SH,0,0,0,0,0,0,-0.00860136686867331,0,0,0,0,0,0,0,0,0,0,0,0.0587844724476681,0.121729967323513,0.0377819949362537,0,0,0,0.0510656714153743,0,0,0,0,0.0386690075037674,0,0,0.0188300656772776,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.046496945904877,0,0.221552332175031,0,0,0.00199279610181236,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939617629226604,0,0,0,0,0,0.0749986312868203,0,0,0,0,0,0,0,0,0,0,0,0.0497030553464112,0.0479756506971173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240149147396435,0,0.135104579505695,0,0,0.0208963043619505,0,0,0,0,0,0,0
