,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X600795.SH,X601992.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X600176.SH,X000898.SZ,X600886.SH,X002460.SZ,X000553.SZ,X000709.SZ,X600352.SH,X000786.SZ,X600157.SH,X000792.SZ,X600027.SH,X002271.SZ,X000408.SZ,X601699.SH,X600489.SH,X002110.SZ,X600219.SH,X600808.SH,X000983.SZ,X000959.SZ,X002092.SZ,X600299.SH,X601158.SH,X600426.SH,X000883.SZ,X600339.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.453359614872391,0,-4.33680868994202e-19,0.0221674941777536,0,0,0,0,0,0,0,0.0475466104382848,0.0774973714248444,0,0,-0.0187393403637841,0,0,0,0,0,0,0,0,-0.0418476323724647,0,0,0,0,0.0560214507483582,0,0,0,-0.0104151224860251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015634275505842,-0.0136645807764482,0,0,0,0,0,0
X600028.SH,0.291334096922525,0,0,0,0,0,0,0,0,0,0,0.239370387487284,0.0386768772673521,0,0,0,0,0,0.0704473852954949,0,0,-0.0452103724561691,0,0,0,0,0,-0.0528929277984939,0,0,0.0246060307565403,0,0,0,0,0,-0.00641952393448328,0,-0.182160416652892,0,0,0,0,0,0,0,0,0,0,-0.00583118578750847,0,-0.0888694248264213,0,0,0,0,0
X601088.SH,0,0,0,0.293222213441107,0.187155164622158,0,0,0,0.0752827320495804,0,0,0,0,0,0,-0.0533908642792706,0,0,0.0602594615583771,0,0,0,0,0,0,0,0,0,0.0740743547005937,0,-0.016348734946194,0,0,0,0,0,0,0,0,0,0,0,-0.0611380090439175,0,0,0,0,0,0,-0.00386459511128519,0.00825148760794224,0.091066208542636,0,0,0,0,0
X600019.SH,0,0,0.183308858634113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0717089353485071,0.528459158357588,0,-0.0632010013181229,0,0,0,0,0,0,0,0,0,0,0,0.0103000237349806,0,0,0,0,0,0,0,0,0,0,0,0,0.0257854276067885,-0.00129274694281805,0,0,0,0,0,0
X600585.SH,0,0,0.248726952781183,0,0,0,0,0,0.134973058373069,0,0,0,0.296572326937276,-0.0858432423058888,0,0,0,0.213022648860267,0,0,0,0,0.0458794281484357,0,0,0.291755854325827,0,0,0.222144035214184,0,-0.323564428448159,0,-0.130840544316343,0,0.0479355343964291,0,0.0743169965826272,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249758240140124,0.0363167805292187,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.142820380540626,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0743203877004702,0.0272061927063626,0,0,0,0,0,0,0,0.0524049130648113,0,0,0,0,0,0.0637382704695138,0,0.203864022112818,0,0,0,0,0,0,0,0.0181583038212142,0,0,0,0,0,0,0
X600309.SH,0,-0.0572705220585125,0.0088335194713289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904088920603846,0,0.0711707474979852,0.0140624452131612,0,0,0,-0.153937850754057,0,0,0.0593377645466528,0,0,0,0,0,0,0,-0.0499376633157011,0,0,0,0,0.138941864068243,0,0,0,0,0,0.10115467877097,0,-0.0493994427337093,0.0925592393565631,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0766860664259087,0,0.0102976465601773,0,0,0,0,0,0,0,0,0,0.0117406759110823,0,0,-0.0912315636090453,0,0,0,0,0,0,0,0,-0.024370190957778,0,0,0,0,0,0.0666214689201489,0,0,0,0,0,0,0,0,0,-0.00524545300688328,0.028178420265315,0,-0.00149421478911257,0.0025378459015282,0,0,0,0,0,0
X600188.SH,0,-0.12487165531682,0,0,0.261077465553574,0,0.104308614291168,0,0,0,0,0,0,0,0,0,-0.0505243840621891,0,0,0,0,0.0578516515070927,0,0,0.139462928821469,0.0158220770140833,0,-3.46944695195361e-18,0,0,0.0496077384955841,0,0,0.10231912373054,0.352650170443655,0,0.0649026781866301,0,0,0,0,0,0.00167194379556798,0,0,0,0,0,0,0.0216163260069132,-0.0190659601780382,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.123096383862389,0,0,0,0,0.0315850911580283,0,0,0,0,0.0258636875940693,0,0,0,0,0,0,0.0108236920934757,0,-0.0333180656160391,0,0,0.0353257845828658,0,0,0,0.11185684634332,0,0,0,0,0.0425089291170385,0,0.06785416346682,0,0,0,0,0,0.061733670105252,0,0.00641086859079024,0.00168297696272904,0,0,0,0,0,0
X600660.SH,0,0,0.0125566831956923,0,0,0,0,0,0.0772752956889835,0,0,0,-0.0787335711062437,0,0,0,0,0,0.151620681421592,0,0,0.0620156108303184,0,0,-0.110853334643373,0,0,0,0,0,-0.038144345861991,0,0.161900583496711,0,0.0237324386719096,0,0,0,0,0,0,0,0,0,0.0752446392698659,0,0,0.13165502396204,0,-0.0100877176384049,-8.67361737988404e-19,-0.0679247511475303,0,0,0,0,0
X600688.SH,0,0.278156050221384,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100823218479567,0,0,0,0,0,0,0,0,-0.0716602280908322,0,0,0,0.0170551407572578,0,-0.0139836635524005,0,0.00457047936499656,0,0,0,0,0,0,0,0,0,0,0,0.0832955659858357,0,0,0,0,-0.0196227050428792,0,0.121049209288681,0,0,0.0567281057541354,0,0
X600362.SH,0,0,0,0.407726671264154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378887317607164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151790918616587,0,0,0,0.0368194192206408,0.054924759563393,0,-0.00236948582106739,-0.0443571786529417,0.0451378634849505,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0800265527549105,0,0,0,0,0,-0.115354175397927,0,0,0.215456619684518,-0.0270920321642634,0,-0.0754621281413928,0,0,0,0.106485587554901,0,0,0,0,0.037165992923239,0,0,0.106339191226116,0,0,0,0,0,0,0,0,0,-0.00766183849873279,0,-0.324388097739802,0,0.00225413036133869,0,0,0,-0.420240612761013,0,0
X600795.SH,0,0,0,0.249447012356607,0,0.0462842275873041,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.064387223867792,0.0891055507097592,0,0.00655407021997948,0,0,0,0,0,0.149556148563937,0,0,0,-0.0481711662021579,0,0.047321535912855,0,0,-0.0748046976994296,0,0,0.0057749111553357,0,0,0,0,0,-0.0139380996983988,0,0,0,0,0,0,-0.0102934326694779,0.0380903525743826,0,0,0,0,0,0
