,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X601600.SH,X600886.SH,X000301.SZ,X600111.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X000932.SZ,X600801.SH,X000027.SZ,X600352.SH,X000898.SZ,X600795.SH,X600219.SH,X600489.SH,X600688.SH,X000883.SZ,X000723.SZ,X600516.SH,X002080.SZ,X600157.SH,X600486.SH,X600027.SH,X300037.SZ,X600299.SH,X000807.SZ,X000825.SZ,X002353.SZ,X601992.SH,X600315.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.31798158883398,0,0,0,0.0135662356783147,-0.0038475777754104,0,0,0,0,0,0.00129209627696777,0,0.016815808707153,0.0490911404070166,0,0.00779551166383378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435129907425509,0.0463996658313515,0,0.00637754213173917,0,0,-0.000704193856048927,-2.16840434497101e-19,0,0,0,-0.0092776450577688,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448338485590474,0,0,0,0,0,0,0.105692066506195,0.051857335234046,0,-0.0791110330795618,0,0,0,0,0.0308901040341987,0,0.0261867080866724,0,0,0,0,0,0,0,0,0,0,0,0.0522421803231119,0,0,0,0,0,0,-0.0271600620635646,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.102792812248804,0.00411638495704387,0,0,0,0,0,0,0,0,0,0,0,0.0891453053682091,0,0,0,0,-0.0237796409042984,0,0,0,0.0232524656877268,0,0,0,0,0,0,0.0291601080114333,0,0,0,0,0,0,0,0,0.199184334551371,0,0,0,0.0126191799045232,0,0,0.0239015922902947,-2.16840434497101e-19,0,0,0,0.00773218978252521,0,0
X600309.SH,0,0,0,0,0,0,0.152362910778865,0,0,0,0,0,0.00808548658115582,0.250291618247401,0,0,0,0.0348928944402712,-1.73472347597681e-18,0,0,0,0.0551728632436042,0.076358160975059,0,0,0,0,0,0,0,0,0.159578316081152,0,0,0,0,0,0,0,0.143996528985296,0,0,0,0,0,0,0,0.0366284088322249,0,0,0,-0.0292609001944495,0,0,0,0,0,0
X600585.SH,0,0,0,0.0030793992231818,0,0,0.0298314781447652,0,0,0,0,0,0,0,-0.00828159630474526,0,0,0,0,0.136242637683934,0,0,0.055297431257202,0,0,0,0.0651307822291611,0.129342070685058,0,0,0,0,0,0,0,0.00351195954085458,0,0,0,0,0,0,0,0,0,0,0,0,0.0301304212262763,0,0,-0.0268350150343822,0,0,0,0,-0.0374092642110247,0,0
X600019.SH,0,0,0,0,0,0,-0.0965056433980417,0,0,0,0,0.050168630536707,0,0,0,0,0,0,0.241652871182481,0.0792533066378618,0,0,0,0,0.0683229501598938,0.0166853106111751,0.240015937746839,0,0.0167368444031677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212070754868988,0,0,0.110087145892996,0,0,0,0.0123163904506978,0,0,0,-0.0220593889283898,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421406141592904,0.0174220848393803,0,0.201789044741945,0,0,0,0.266614838544337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306056963589418,0,0.161071520015124,0,0,0,0,0,0,0.286965076623183,0,0,0.0111806960054971,0,0,0,-0.00506786174048858,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234007599225895,0,0,0,-0.0417745051196252,0.273190882249936,0,0,0,0,0,0,0,0,-0.161132943506579,0,-0.129034504483551,0.313251033660206,0,-0.337498383555855,0,0,-0.148037176589259,0,0,0,0,0,0,0,0.452903912355618,-0.0236609565177637,0,0,0,0,0,0,0.158011528458781,-0.20001579908674,0,0,0,-0.0582533994077942,0,0
X002271.SZ,0,0,0,0.0528311242080785,0,-0.294360087881586,0,0,0,0.166956255208035,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0233043719597303,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272196644307541,0,-0.00736385343193932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148997875585987,-0.0231734285698528,0,0,0,-0.0512142070901737,0,0
X600660.SH,0,0,0,0,0,0,0.089627993375895,0,0,0,0,-0.0521075576781044,0,0.0132169192012811,0,0,0,0.0974003060769445,-0.105722240136994,0,0.0742394611486329,0,0,0,0.0658390809631828,0,0,0,0,0,0,0,0,0,0,-0.028201015164838,-0.045711191938957,0,0.120334809423299,0,0.398255553844692,0,0.0362246168923298,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544227844773557,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0383109635327049,0,0,0.0404281472773848,0,0.0303736259555965,0,0,0,0.187859908081775,0.0159731088563264,0,0,0,0,0,0.03305584770009,0,0,0.120859835646192,0,0,0,0,0.0607561062981006,0,0.0655860363365335,0,0,0,0,0,0,0,0,0,0.0760421165010099,0,0,0.037583924525625,0,0,4.33680868994202e-19,0.000194724059705145,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0378048128385558,0,0,0,0.133229359924082,-0.00777728483364756,0,0.333524969042239,0,-0.0296387016255605,-0.0514466062888779,0.0300178279308077,0,0,0,0.118687110353963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247387152731245,0,0,0,0,0,0,-0.0291687240273552,0.0428153090498965,0,0,0,-0.00534585452197652,0,0
X600362.SH,0,0,0,0,0,0,0.0502541326540762,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.113109862838276,0,0,0,0,0,0,0,0,0,0.266293412730047,0,0,0,0,0,0,0,0.0156358712815501,0,0,0.542647910962722,0,-0.00727420151529617,0,0,0,0,-0.065310863625445,0,0
X000786.SZ,0,0,0,0.00786186951383824,0,0,0,-0.172048018579138,0,0,0,0,0,0,0,0,0,0.124491997358489,0,0,0,0,0,0.0485473645967495,0,-0.201676766440727,0,0,0,0,0,0,0,0,0,-0.0181223021275804,0,0,0,0,0,0,0,0,0,0,0.224838640000142,0,-0.0217762918252162,0,0,0.0138576771032485,-0.0961166320254358,0,0,0,0,0,0
