,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X601600.SH,X600188.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000708.SZ,X000807.SZ,X000301.SZ,X600027.SH,X000786.SZ,X002466.SZ,X601991.SH,X000408.SZ,X600219.SH,X002128.SZ,X600426.SH,X600176.SH,X000983.SZ,X600096.SH,X000630.SZ,X601168.SH,X000933.SZ,X002353.SZ,X601699.SH,X600985.SH,X000877.SZ,X600378.SH,X600157.SH,X600352.SH,X600299.SH,X000883.SZ,X600995.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.160002626766775,0.30991307151266,0,0,0,0,0,0,0,0,0,0,0,0.021813378939932,0,0,0,0,-0.0153509322437209,0,0,0,0,0,0,0,0,0,0.041102072849346,0,0,0,0,0,0,0,0,0,0,0.0916535353091594,0,0,0,0,0,0,0,-0.0134504281920796,0,0,0.0212024802953961,0.00188324042630808,0,0,0,0,0,0
X601088.SH,0,0,0.15205241612811,0,0,0.387397217965804,0,0,0,0,0,0,0,0,0,-0.0807165843510388,0,0,0,0,0,0,0,0,0.0413909697380541,0.0300350501800197,0.00477622050139694,0,0.171509113282969,0,0.10732079465779,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158258225405128,-0.0163090647629486,0,0,0,0,0,0
X600028.SH,0.290075153962883,0.17360228123228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163062525568328,0,0,0,0.0100177401083382,0,0,0,0.117443813694703,0,0,0,0,0,0,0,0,0,0,0,0,0.166467112172099,0,0,0,0,0,0,0,0,-0.0255894858371723,0.0114422564555632,-0.00068445410693295,0,0,0,-0.0966592135049401,0,0
X600309.SH,0,-0.0205942011066271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157926342229071,0.0213233768652017,0,0,0.16828035429107,0,0.0238757891757215,8.67361737988404e-19,0,0,0.0571515558080756,0,0,0,0,0,0,0,0.00975896593233902,0,0,0,0,0,0.0994605495202299,0,0.0062553646977253,0,0.0334951378094104,0,0,0,-0.0789472196338934,-0.0145759713464763,0.00343256502641143,0,0,0,-0.0443169352900697,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.205362297744508,0,0,0,0,0.0625808316980245,0,0.0964336001000635,0,0,0,0,0,0,0,-0.0168504119272835,0,0,0,0,0.0162422750122416,0,0,0,0,0,0,-0.0139373974704713,0.106461903573652,0.115599221489342,0,0,0,0,0,0,0,0,0,0,-0.0109875883403257,0.00845995316758307,0,0.0867760080254426,0,0,0,0
X601898.SH,0,0.31736744632612,0,0,0,0,0.166593004224515,0,0.491459620017718,0,0.0164092094288632,0,0,0,0,0,0,0,-0.0400783508205912,0,0,0,0,0,0,0,0,0,0,-0.00617940010612099,0,0,0,0,0,0,0,0,0.106771571270031,0,0,-1.73472347597681e-18,0,0,-0.0321186711462537,0,0,0,0,0,0.038493904962909,0.0100167757836917,-0.0181733023922513,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.175857302016072,0,0.199742298197886,0,0,0,0.210458902805868,0,0,-0.0168153799801134,0,0,0,0,0,0,0.0597332749670177,0,0,0,0.0392161830737413,0,0,0,-0.105304048918172,0,0,0,0,0,0,0,0,0,0,0,0,0.00501047144273515,0,0,0,0,0,0.0973102572237842,0,0,0.00788829962483426,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0023783345388424,0,0,0,0,0,0,0,0,0,0,0.738063818242035,-0.251375191864926,0,0,0,0,0.169964944428488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00987844372874035,-0.0252097350878279,0.0269658105023456,0,0,0,-0.13717532027273,0,0
X600188.SH,0,0,0,0.0290267589938662,0,0.103777135392029,0,0,0,0,0,0,0.0147443454025064,0.00666036676895221,0,0.0339135782267368,0.131053115656185,0,0,0,0,0,0,0,0,0.11270885773759,0,0,0,0,0,0,0,0,0,0,0,0.137531782830536,0.0167363997185707,0,0.00828949567901634,0.121031650777435,0.0288710892147049,0,0.060524430315256,0,0,0,0,0,0,0,-0.00169981031171291,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016731407167797,0,0,-0.0692945630389718,0,0,0,0,0.0137537830743822,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.097679435871583,0.246604479650869,0,-0.0147475729620635,0,0,0,0,0,0,-0.0236458758239876,0.0135072016156154,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0755724468473076,0,0.0411560595316921,0,0,0,0,0,0,0,0,0,0,0,0,0.47361622068755,-0.123088940889784,0,0,0,0,0,0.0369713868272256,-0.0232773628272793,-0.0267799233560454,0,0,0,0,0,0,0,0,0,0.0259679827854656,0,0,-0.00968058750556237,0,0,0,0,0,0,0,0,0.00598392130733134,0.000138510991885651,0,0.0439251000084057,0,0,0,0
X600886.SH,0,0,0,0,0,0.0590127031127672,0,0,0,0,0,0,0,0,-0.195774139243599,0,0.0773870361239565,0,0.00972749526869014,0,-0.066705633929909,0.0444627592106719,0,0,0,0,-0.11458833578586,-0.0227928836050902,0.0238177669514305,0,0,0,0,0,0,0,0,0,0,0,0.165729770822831,0,0,0,0,0,0.12056619439421,0,0,0,-0.0595398320212474,0.0198881859446327,-0.0231219127653798,0,0,0,0,0,0
