,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X000792.SZ,X600660.SH,X000709.SZ,X601158.SH,X600309.SH,X000898.SZ,X002466.SZ,X000883.SZ,X000539.SZ,X600583.SH,X000027.SZ,X600623.SH,X600352.SH,X000630.SZ,X002470.SZ,X600578.SH,X600160.SH,X000629.SZ,X600489.SH,X600547.SH,X600098.SH,X600176.SH,X600022.SH,X600021.SH,X000060.SZ,X000959.SZ,X600808.SH,X300072.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.106914857219715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290102583026123,0.013882329460072,0,0.110162320120957,0,0.018030376416889,0,0,0,0,0,0,0.0152651687977343,0,0,0,0.0806283599331722,0,0,0.0159740475738364,0,0,0,0,0,0,0,0,0,0.124492701048486,0,0.0649323708058656,0,0,0,0,0,0,0,0,0
X600028.SH,0.245655840120893,0,0,0,0,0,0.204581569548466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242327384052289,0,2.16840434497101e-19,0,0,0,0,0,0,0.095860559363325,0,0,0,0,0,0,0,0.0279117558844168,0,0,0,0,0,0,0.0292544197418617,0.0122327250049283,0.0406296681940821,0,0,0,0,0,0.0219854170692049,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226957405331053,0,0,0,0,0.0308999457534554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806908769302098,0,0,0,0,0,0,0.0821072947033819,0,0,0,0.301519149273071,0,0,-0.0451480053883243,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.138520898410923,0,0,0.00666935594176501,0,0,0,0,0,0,0,0.0321833957332977,0,0,0,0,0,0,0,0,0,0.0139421735218278,0,0.144345561846324,0,0,0,0.00145897855914458,0,0,0,0.0237384845607049,-2.16840434497101e-19,0,0,0.0547435858225361,0,0,0.223317334642345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0520577202779513,0,0,0,0,0,0,0.0453523704468403,0.0911047218501106,0.327203869950526,0,0.105215911636867,0,0,0,0,0,0,0,0.0192151752194167,0,0,0,0,0,0,0,0,0,0,0.0928674937244395,0,0,0,0,0.0889579459324442,0,0.0759406985608485,0,0.0606153462769597,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089205009657462,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264002664703735,0,0,0,0,0,0,0,0.023736462700637,0.0763986375042278,0.155698740710632,0,0.389786575315735,0,0,-0.0132805809897832,0,0,0,0,0,0
X600585.SH,0,0,0.045287708020354,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0492552699117438,0,0,0.0422611773568961,0,0.0612295996299653,0,0,0,0.02876208273709,0,0,0,0,0,0,0.03859635744006,0,0,0,0.11600096913166,0,0,0,0.0130221232859789,0,0,0,0,0.111083743750867,0,0.0285691459405125,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0284963768446334,0,0,0,0.128225680007234,0,0,0.332361847997021,0,0,0,0,0,0,0.0147692126238099,0,0,0,0,0.0199129129598443,0,0,0,0,0,0,0.0634465389842865,0,0,0.0369772858737575,0,1.73472347597681e-18,0.152489564481657,0.0387814015615455,0,0,0,0.0840792814803797,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155476176177317,0.0386077144532473,0,0,0.113543381252471,0,0,0,0.0364106393676138,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0277925804850411,0,0,0,0.128702431587514,0,0,0,0,0,0,0.10338330460889,0,0,0,0.136572423233482,0,0,-0.00740509072136779,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24251749252238,0,0.0104716390832592,0,0,0,0,0,0,0,0,0,0.0171327303876703,0,0.0360695455326373,0,0.0414391390952798,0,0.0491302058123057,0.0690038418922518,0,0,0.179297416413596,0,0,0,0,0.0206401736741595,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0230215087680405,0,0.244221739435003,0,0,0,0,0,0,0,0,0,0,0.0132499871480669,0,0.0403038801562875,0,0,0,0,0,0,0,0,0,0,0,0,0.0363930092896605,0,0,0,0.0469996901806814,0,0,0,0,0,0.232935234385486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.275524802614986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233081797052153,0.105336882671829,0,0,0,0,0,0,0,0,0,0,0,0,0.0305716433497903,0,0,0,0.108593169264317,0,0,0,0.164390956580256,0.0483795055321859,0,0,0,0,0.00725386232162406,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0508678479162178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169880541403023,0,0,0.0515966770647255,0,0.0360726626505954,0,0,0,0,0,0,0.0592553411013458,0,0,0.112207067519388,0,0,0.208712745605839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157610857682605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433909541750135,0,0.0218926846621759,-0.0226198945444814,0.0786299876641584,0,0,0.0357635126488123,0,0,0.0150059637218836,0,0,0.218431008262447,0,0,0,0,0.0281052417125647,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.342754210124414,0,0,0,0,0,0,0,0,0,0.254491973421977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034537193727762,0,0,-0.00317275016659832,0,0,0.0921536503126769,0,0,0,0,0.208071542868585,0,0,0,0,0,-0.0334155790817922,0.027313494938219,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106043451960067,0,0,0,0,0,0,0,0.0723831585347411,0,0,0.302578557174783,0,0,0.165181052371183,0,0,0,0,0,0.0369540968710442,0.0514093004458968,0,0,0,0.250897667465212,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.385618783563747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828279161704265,0,0,0.191052604295389,0,0,0,0,0,0.266849037142832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130723268686876,0,0.0167065806524158,0,0,0,-0.0385789935285504,0.00588432973717357,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163189126288721,0,0,0.202059941048185,0,0,0,0,0,0,0,0,0.00313212345671438,0,3.46944695195361e-18,0.0178411490291737,0.121100331878078,0,0,-0.0649101828488966,0,0,0.102435545330806,0,0,0,0.140272483684684,0,0.250595834052973,0,0,0,0.0256896386009372,0.0107201730064815,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.355950587209596,0,0,0,0,0,0,0,0,0,0.0239094743603191,0,0.000796585393428778,0.122316504505381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274093789864851,0,0.0826834271714002,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100836223075989,0,0,0.218727792172518,0,0,0,0,0,0,0,0.366203317823052,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500692526766144,0,0,0.318293608079761,0,0,0,0,0,0,0.201665537377462,0,0,0,0,0.226689314013374,0,-0.00628466301124163,0,0,0,0.124619759640849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975558234301319,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108077410892363,0,0,-8.67361737988404e-19,0,0.0155323170827075,0,0,0,0,0,0,0,0,0,0.182096139093832,0,0.0527271618511144,0,0,0,0,-0.0373579175333423,0,0.0978416402126097,0,0,0,0.0674824352331896,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.280749213662834,0,0,0.0129709360066413,0,0,0,0,0,0,6.93889390390723e-18,-0.0383309407461898,0,0,0,0,0,0.307582958534485,0.0397338661114429,0,0,0,0,0,0,0.0122252999904808,0,0,0.0162603744378744,-0.092521546774483,0,0,0,0,0,0,0,0.0321860701216144,0,0,0.375761701259431,0,0.0458582258921239,-0.0574707796440221,0,0,0,0,0,0
X601158.SH,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.137211436013579,0,0,0,0.108370838999099,0,0,0,0.110705415724919,-0.0377319301824248,0,0,0,0,0,0,0,0,0,0.130739747421702,0,0,0,0,0,0.0197869951847263,0,0,0,0.10939893095379,0,0,0,0,0,0.269962492719103,0,0,0,-0.0551224972107404,-0.0136617350729409,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0503534976099511,0,0,0,0,0,0,0,0,0,0,0.017281247179683,0.190414132992579,0.0118805205923218,0,0,0,0,0,0,0,0,0,0.188272611729838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150917054832365,0,0,0,0.136768405549824,0,0,0.016743674714243,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0828634251863365,0,0,0,0.0381996185961778,0,0,0,0,0,0.0135797550458464,0,0,0,0,0.429291588735781,0,0,0,-0.0252648694423286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811567305037984,0,0,0,0.102319803926222,0.228140445191154,0,0,0,0,0,-0.0179306132413169,0,0,0,0,0,0
