,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600362.SH,X600803.SH,X600426.SH,X600027.SH,X601991.SH,X601699.SH,X600176.SH,X600489.SH,X000983.SZ,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X600219.SH,X000933.SZ,X600688.SH,X300037.SZ,X600378.SH,X000932.SZ,X000629.SZ,X000408.SZ,X002080.SZ,X000630.SZ,X600096.SH,X000723.SZ,X000831.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.161883265262864,0,0,0.0311451378396845,-0.111681639567437,0,0,0,0,0,0,0,0.0947746662132786,0,0,0,0,0,0,0.0267691247912876,0,0,0,0.0744280806546006,0,0,0,0,0.0303323906485984,0,0,0,0,0.033668697240772,0,0,0.0862478214017752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488170979195942,-0.0492967550081167,0,0,0,0,0,0
X600028.SH,0.468873722908742,0,0.087633959642563,0,-0.104526903367172,0,0,0,0,0,0.122140837816043,0,0,0.000541730555614148,0,0,0,0,0,0,0,-0.0199885307207392,0,0,0,0.0856330568546829,0,0.0954428938429056,0,0,0,0,0,0,0,0,0,0,0,0.00789017026267732,0,0,0,0,0,0,0,0,0,0.154489025081078,0,0.0281089144456957,-0.0579603003148451,0,0,0,0,0,0
X601088.SH,0,0.112723711416059,0,0,-0.0879103557744181,0,0,0,0,0,0.240756992857638,0,0,0,0,-0.0551964249334582,0,0,0,0,0.00493013879793027,0,0,0,0,0,0,0.152850564610165,0.122267070192319,0,0,0,0,0,0.0359619077388212,0,0,0.040372814354492,0,0,0.0141904972540626,0,0,0,0,0.132038180355517,0,0,0,0,0,0,-0.0065975407709253,0,0,0,0,0,0
X600309.SH,0.0677602288115972,0,0,0,0,-0.0128149438710392,0,0,0,0,0,-0.0740188616805051,0,0,0,0,0,0,0,0,-0.0253915558345099,-0.127417936102334,0,0,0,0.309009454755598,0,0,0,0,0,0,0.117816708920723,0,-0.0266622361461214,0,0,0,0,0,0,0,0,-0.0545088574561304,0,0,0,0,0,0,0,0.0198329553145378,0.00505286974647926,0,0,0,0,0,0
X600188.SH,0,0,0.302468238019371,0,0,0,0,0,0,0,0.305134855206716,0,0,0,0,-0.223003719612314,0,0,0,0,0,0,0,0,0,0,0,0,0.303482897781151,0,0,0,0.0393916105066406,0,0.0874337608885098,0,0,0.138124040449483,0,0,0,-0.132070521996283,0,0,0,0,0,0,0,-0.254941244878606,0,-0.0406150777914941,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.154842642595154,0.0144788906147176,0,0.0173922495794035,0,0,0,0,0,0,-0.0799171623033695,-0.245009895158555,0,0,0.0865462619328744,0,0.51887066550146,0,0,0,0.0666118782770222,-0.0229544751653033,0,0,0,0,0,0,0,0,0.126132637988238,0,0,0,0.0479053793494723,0,0,0,0,0,0,0.00637600444600489,0,0,0,0,0,0,0
X600019.SH,0.248498329760417,0.162365365294341,0,0,0,0,0,0,0,0.0327370649773742,0.107119788082226,0,0,0.0434873675714599,0,0,0,0,0,0,0,0.0786060616429754,0,0,0,0,0,0,0,0.031368557048421,0,0,0,0,0,0.0500263758117937,0,0.0781131497657953,0,0,0,0.0576678595021568,0,0,-0.0427439162461847,0,0,0,0,0,0,-0.0135502777977733,-0.0341837479374795,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.014315890662012,0,0,0,0,0,-0.0171056503372304,0,0,0,0,0,0,0,0,0,0.149100229045931,0.27179656474258,0,0,0,0,0,0,0,0.0565799947308582,0,0,-1.0842021724855e-19,0,0,0,0,0.099922765301613,0,0.0123026940272542,0,0,0,-0.0666199159079525,-0.00792885925197993,0,0,0,-0.00792146347582331,0.0477237808612449,0,0.011672030894024,0.00531611706072609,0,0,0,0,0,0
X002460.SZ,-0.0469048999766006,0,0,0,0,0,0,0,0,0.7524887230379,0,0,0,0,0,0,0,0,0,0,0,0.144867722613879,0,0,0,0,0,0,0,0,0,0,0.0475029678987089,0,-0.128706811109123,0,0,0,0,0.0143231232738543,0,0,0,0.0980944846990609,0,0,0,0,-0.0478918896624514,0,0,-0.0108520847975475,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.522431035576683,0,0,0.0798661979715353,0,0,0,0,0,0,0,0,0.31238457846924,0,0,0,0,0,-0.0110206337641322,0,0,0,0,0,0,-0.0431374628998328,-0.172243344932243,0,0,0.0254900394960136,0,0,0.00412498081457483,0,0,0,0,0,0,0.307564089985815,0,0,0,-0.0222275812641717,0,0,0.0621698818927638,0,0,0,0
X601898.SH,0,0.379561116082613,0,0,0.18867340964429,0,0.0119077883062556,0,0,0,0,0.0299461042182729,0,0,0,0,0,0,0,0,0,0,0,0,0.0231256516889925,0.0423074635292366,0,0,0,0,0,0,0,0,0.0250668359525015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869297228775153,0,0,0.0775828919915407,-0.11284097118093,0,0,0,0,0,0
X600547.SH,-0.0135536662886374,-0.0391038379529854,0,0,0,0.0857857252145874,0,0,0,0,0,0,0,0,0,0.0630725508289083,0,0,0,0,0.116803050990321,0,0,0,-0.139717574700453,0,0,0,0,0,0.625972001436861,0,0,0,0,0.00242338305058398,0,0,0,0.0341083114521405,0,0,0,0,0.0132208091796833,0,0,0,0,0,0,-0.0363022252106918,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0106675149117188,0,0.255116416279334,0.0248274851042632,-0.0648722883996827,0,0,0,0,0,0,0,0,0,0.0303116855551459,0,0,0,0,0,0.0541299031611458,0,0,0,-0.0302847434363914,0,0,0,0,0.119076364914639,0,-0.0303621974398461,0,0.0681592616406856,0,0,0.0724847748975178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.0752733108156183,0,0,0,0,0,0,0.0546555498616738,0,0,0,0,0,0,0,0,0,0.146234205406442,0,0.35313957930407,0,0,0.000702233129436335,0,0,0,0.106694415887914,0,0.169434285075757,0,0.273513121306425,0.09014372947634,0,0,0,0,0,0,0,0,0,0.283447309905197,0,0,0,0,-0.0214224996752518,0.0215550230644518,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596351061707073,0,0,0,0,0,0,0.044574515469823,0,0,0,0.0164450417086273,0.0705302148773462,0,0,0,0,0,0,0,0.0615238948805803,0,0.0542519513624084,0,0,0.113389077383463,0,0,0,0,0,0.436746483827823,0,0,-0.00465546033331607,-0.0346366754281643,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0463370155512743,0,0,0.163196758539173,0,0,0,0,0,0,0,0,0,0,0,0.161002713558533,-0.00788362928131397,0,0.143951762409146,0,0,0,0,0,0,-0.0767032954643229,0,0,0,0,0.0460810197562747,0,0.00687496607004755,0,0,0,0,0,0,0.0854355144889265,0,0,0,-0.0201611299078574,0,0,-0.00286407008112329,0,0,0,0,0,0,0
