,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X000708.SZ,X002460.SZ,X600010.SH,X600027.SH,X600111.SH,X000301.SZ,X600160.SH,X000877.SZ,X601699.SH,X600489.SH,X600803.SH,X000983.SZ,X600426.SH,X601991.SH,X000630.SZ,X000786.SZ,X000807.SZ,X000408.SZ,X601168.SH,X000933.SZ,X600985.SH,X600176.SH,X600612.SH,X002271.SZ,X600219.SH,X002128.SZ,X000932.SZ,X600096.SH,X600348.SH,X000883.SZ,X000027.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.285156682311357,0.0730871848000498,0,0,0,0.0257088664312507,0,0.0208304633072784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992007088493495,0,0,0.0860407241537105,0,0,0,0,0,0.0886185332534271,0,0,0.108734977061608,0,0,-0.0511612484443576,0,0,0,0,0,0,0,0,0,0,0.0114069191799857,0,0.126992177679806,0,0,0,0,0
X601088.SH,0,0,0,0,0.235880975126257,0,0.217958400961112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516278314610176,0,0,0,0,0,0,0,0.014655649528019,0.103181862774099,-0.0362055388969202,0,0,0,0,0,0,0,0,0,0.074097919474721,0,0,0,-0.0288526442994006,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.172713629108705,0,0,0,0,0,0,0,0,0,-0.113406802269596,0,0,0,0,0,0,0,0.0113286073047336,0,0,0,0,0,0,0,0,0,0,0,0.244766984801124,0,0.0209281035423442,0,0,-0.0927080199390058,0,0,0,0,0,0,0,0,0,0,0.00223146646795736,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510869084531996,0,2.71050543121376e-20,0,0.283098602377255,0,0,0,0,0,0.176801680794128,0,0,0.036757405544656,0.0597325804688053,0,0,0,0,0.0784687405715709,-0.126011894709009,0,0,0,0,0,0,0,0,0.0703111995268791,0,0,-0.0181631164477428,-0.0357465431389837,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.171210320241649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176504425509503,0,0,0,0.337396396662244,0.0527701261348156,0,0.118241404440462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126883788004815,0.0545697566701401,0,0.0199180546391193,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.131140890180798,0,0.69217913143569,0,0,0,0,0,0,0,0,0,0,0,-0.114014216587264,0.0577101798129269,0,0,0,0,0,0,0,0,0,0,-0.132271464377525,0,0,0,0,0,0,0.336376932177554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109384248774918,0.0482777600880943,0,0,0,0,0
X600011.SH,0.00275430044266962,0,0,0,0,0.197715140785948,0,0,0,0,0,0,0,0.0581315943428445,0,0,0,0,0,0,0.254954621482823,0,0,0,-0.0272633314681006,0,0,0,0,0,0.206406911541801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018644690722464,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0634945142065645,0,0,0,0,0,0,0,0,0.0672905747574374,0,0,0,0,0,-0.0304186701221202,0,0,0,0,0,0,0.0439751013965129,0,0,0,-0.0149923851538105,0,0,0,0,0.124657659312378,0,0.0620775588708816,0,-0.0249395912315356,0,0,0,0.104925819165491,0,0,0,0,-0.0771674167889483,0,0.00953961696439928,-0.00326890595813646,0,0,0,0,0,0,0
X601600.SH,0.252629248328709,0,0,0,0,0,0,0,0,0,0.0572722035136432,0,0,0,0,0,0,0,0,0,0.0652959771568334,0,0,0,0.0996015945281385,0,0,0.0633146018501497,0,0,0.0591692879721815,0.0947698488817105,0,0.143700720982102,0,0.0728480965377817,0,0,0.0609191064791697,0,0,0,0,0.0392611636895195,0,0,0,0,0,0.0184513283112937,0,0,0.00287766944023652,0.0302345823349563,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0794788713347178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742739978989238,0,0,0,0,0,0,0,0,-0.0501110414380998,0,0,0,0,0,0,-0.0514915345843848,0,0,0.290277116501252,0,0,0,0,0.073524014228646,0,0,0,0,0,0,0,-0.0309053448067809,0.0250438116369915,-0.10624278159506,0,0,0,0,0
X600547.SH,0,0,0,0,-0.313633948384615,-0.0401326992668142,0,0,0,0,0,0,0,0,0,-0.0327875476331555,0,0,-0.0132407148902183,0,0,0,0,0,0,0,0.879488634124865,0,0,0,0,0,0,0,0,0,0.0685660664227324,0,0,0,-0.0421689497346936,0,0,0.0667441174052377,0,0,0,0,0,0,-0.0185076239148908,0,0,-0.0658139498544805,0,0,0,0,0
X600660.SH,0.211957757222482,0,0,0,0,0,0.0170415998019694,0,0,0,0,0,0.0107558960259758,0,0,0,0,0,0,-0.0477436383313168,0,0,0,0.0800398059255356,0,-0.0704506964462809,0,0,0,0.0384515419830152,0,0,0,-0.0995461307222393,0,0,0,0,0,-0.0119123699162071,-0.0193570857888736,0,0,0,0,0,0,0,0,0,0,-0.0172972210943725,0.071021707526012,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0626162929539276,0,0,0,0,0,0,0,0,0.408827293660503,0,-0.0261839783380446,0,0,0,0,0,0,0,0.0163780307927207,0,0,0,0,0,0,0,0,-0.0208618475399955,0,0,-4.33680868994202e-19,0,0.0116640099494522,0,0,0,0,0,0,0,0.0905960653537903,0,0,0,0,0.076862732571601,0,-0.017291282209729,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.218644464051169,0,0,0,0,0,0,0,0.240154182134699,0,0,0,0,0,0,-0.0202443145798081,0.366806960921442,0,0,0,0,0,0,0,0,0.0287453814629235,0.0811391840856517,0,0,0,0,0,0,0,0,0.0142599271261555,0,0,0,0,0,0,0,0,0,0,0,-0.00767898426879206,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184366985736322,0,0,0,0,0,0.189924218960835,0,0,0.0420933161136942,0,0.00372465069428152,0,0,0.0800302921818369,0,0,0,0,0,0,0,0,0,0.0834420732745896,0.0457452712499281,0,0,0,0.0771344112682636,0,0,0.0438195798401326,0.035390391950443,0,0,-0.00558179279676277,-8.67361737988404e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.769662089619927,0,-0.0496182755360701,0.0574364572559057,0.0757179892032553,-0.0962146164251906,0,0,0,-0.0611129964642857,0,0,0,0,0,0,0.289823243807241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119814241149144,0,-0.0420949432774801,-0.0692303808930079,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102239714893539,0,0,0,0,0.00704158767540365,0,0,0,0,0,0,0,0,0,0,0.261171176018312,0,0.070751113494,0,0.100965376262422,0,0,0,0,0,0,0,0,0.118406023701391,0,0,0,0,0,0,0,-0.0158658387992412,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0351113552422543,0.158043315292684,0,0,0,0.0652593116219713,0,0.144080307496529,0,0,0.111985007708651,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0837715178248473,0,-0.0580338256069542,0,0,0,0,0,0,0,0.16398596679174,0,0,0,0,0,0,0,-0.0350902767982266,0.0666123104304184,0,0,0,0,0,0
X002460.SZ,0,0,0,0.216521650402474,0,0,0,0,0,0,0,0,0,0,0,0.744875744544535,0,0,0,0,0,0,0,0.024583933762577,0,0,0,0,0,0,0.0547793979302394,0,0,0,0.0576964771504967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333575706518585,-0.0749781819515215,0,0,0,0,0,0
X600010.SH,-0.00458895563757099,0,0,0.0107208179996572,0,0.0630234872597276,0,0,0,0.187432213602757,0,0,0,0,0,0.0296736511757599,0,0,0,0,0,0.273254495821528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653496252525282,0,0,0,0,0,0,0,0,0,0,0.00417922570322433,0.0163210795590535,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.301509261622323,0,0.087097228230799,0,0,0,0,0.366553463210803,0,0,0,0,0,0,0,-0.172818835466301,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.293020454890072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0748533254195785,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115664545439607,0,0,0.021895674934843,0,0,0,0,0,0,0,0,0,0,0,0,0.145112637100148,0,0.109876442243262,0,0.0146962468224918,0,0,0,0,0.0551250514931299,0,0,0,0,0,0,0,0.102026574511635,0,0,-0.00936685682291249,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,-0.00925175448457912,0,0,0,-0.0457477244083607,0,0,0,0,0,0,0,0,0,0.0748297288679326,0,0,0,0,-0.0629526494060204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085222216253541,0,0,0.161279133295414,0.116945510657778,0,0,0,0.096629853093176,0,0,-0.0402891996793279,0.0359716684300339,0,0,0,0,0,0
