,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X000709.SZ,X600027.SH,X600339.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000959.SZ,X000898.SZ,X601158.SH,X600489.SH,X600299.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X000408.SZ,X600160.SH,X000630.SZ,X600578.SH,X000539.SZ,X000723.SZ,X600583.SH,X002271.SZ,X600176.SH,X600021.SH,X000792.SZ,X000786.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.318343238177874,0.0597560078622766,0.011754677750794,0.0341617790649249,0,0,0.0407871275061131,0,-4.33680868994202e-19,0,0,0,0,-0.00372958932917258,0.112952855205347,0,0,0,0,0,0,-0.00175523403871111,0,0,0,0,0,0,0,0,0,-0.0262031380877043,0,0,0,0,0,0,0,0,0,0,0,0,0.0305482217563346,0,0,0,0,-0.0163678997960064,0.00616809594749157,0,0,0,0,0,0
X600028.SH,0.0707067864555848,0,0,0,0,0.0469052896364598,0,0.0196869993524878,0.0790843095992637,0,0,0,0,0,0.0325422975648725,0,0,0.0579779836067559,0,0.033671024531836,0,0,-0.0682750803298011,0,0,0,0,0,0.0626340868675686,0,0,0,-0.0732808012135053,0.00760793825886167,0,0,0,-0.020339833600074,0,0,0,0,0,0,0,0,0,0,0,0,-0.00227731506846029,0.00122742074914632,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0494661126443939,0,0,0,-0.021703150430075,0,0,0,0,0,0,0,0.0227664301093169,0,0,0.00512830964174614,0,0,0,0.0319373322478049,0,0.148259059942412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123541051358654,0,0.167050304879666,0,0,0,0,0.00811335565193791,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0504533427255883,0,0,0,0,0,0,0,0,0,0,0.0161010388516329,0,0,0,0,0,0,0.000607343597014479,-0.0339695581233114,0.551148713707327,0,0,0,0.0501306984381246,0,0,0,0,0,0,0.024234389627952,0,0,0,0,0,0,0,0,0,0,0,-0.0346272006065187,0,0,0,0,0,0
X600011.SH,0,0,0.118291807474439,0,0,0,0,0,0,0,0,0.0409990442767472,0,0,0,0,0,0,0,0,0.0431530050909159,0.334488301101677,0.0696657553515359,0,0,0,0.0881164292699967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466310281091481,0.00568910134017593,0,0,0.0134905678323568,0,0,0.0736054900565258,-0.0460940466019469,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0278905252761125,0,0,0,0,0,0.308137211731652,0,0,0,-0.0234886089675328,0,0.159418666884075,0,0,-0.011960866026773,0,0,0,-0.0452126163592764,0,0,0,0,0,0,0,0,0,0,0,-0.0445288307678605,0.18192707348791,0,0,0,0,0,0,-0.0203623381947382,0.00298533315887105,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0274499638251972,0.0256106027104663,0,0,0,0,0,0,0.139768408866629,0,0,0,0,0,0,0.00611376060556645,0,0,0,0.121203208886645,0,0.197924171747445,0,0,0,0,0,0,0,0,0,0,-0.0680165762436585,0,0.101509784121019,0,0,0,0,0,0,0.199689425475451,0,0,0.00209124592934554,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0068626077806906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506827523266966,0,0,-0.0979746457665904,0,0,0.310876284103913,0.400415388172306,0.0966508530778619,0,0,0,0,0,0,0,0,0.200538451042795,0,0,0,0,0,0,0,0,0,0.130949929820511,0,0,0.0588196006567514,-0.0201958091398609,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.740673504194103,-0.128954800472946,0,-0.0765352257246334,0,0,0,0,0,0,0.191261140428037,0,0,0,0,0,0,0,0,0,0,0,0.155690741457003,0,0,0,0,0,-0.306445184267905,-0.291037697718863,0,0,-0.107901907719509,0,0,-0.09118343068325,0.263284410511774,0,0,0.397655405979658,0,-0.0353487367392392,0,0,0,0,0.0781199334300168,0.0428494261328682,0,0,0,0,0,0
X601898.SH,0,0,0.166476662317045,0,0,0,0,0,0,0,0,0,0,0,0.0473134422879684,0,0,0.0867849693771323,0,0.106261778223759,0,0,0.0468218943800135,0.123401931014046,0,0,0.0223711188967525,0,0,0,0,0,0.0121393234033268,0,0,0,0.0162846753556565,-0.0256264307686844,0,0,0,0,0.234035405566717,0,0,0,0,-0.0338573123218805,0,0,-0.00881433275725019,0.00587418944957907,0,0,0,0,0,0
