,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X000786.SZ,X002466.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X600886.SH,X000301.SZ,X601898.SH,X601600.SH,X600111.SH,X600010.SH,X600188.SH,X600352.SH,X600801.SH,X601991.SH,X600486.SH,X600219.SH,X600795.SH,X002353.SZ,X002080.SZ,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X600027.SH,X601168.SH,X601992.SH,X600399.SH,X002409.SZ,X600299.SH,X000932.SZ,X600157.SH,X000027.SZ,X002497.SZ,X000898.SZ,X000830.SZ,X600529.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.0107631121820069,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.103668916927152,0,0,0,0,0,0,0,0,0.0635865630228637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225042072626836,0,0,0.0111075122190996,0,0,0,0,0,0,0,0,0,0,-0.000435982115240236,0,0,0,0,-0.000287140856639802,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0290784357644972,0,0,-0.0318026755715992,0,0,0,0.0170686647556517,0,0,0,0,0.0076440835577434,0,0,0,0,0,0,0,0,0,0.135924670757507,0,0,0,0,0.0775494805379108,0,0,0.00227226531580094,0,0,0,0,0,-0.00611686870697646,0.0870649310504207,0,0,0,0,-0.0013313070246944,2.16840434497101e-19,0,0,0,-0.00970232071474073,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.180517269189432,0,0,0,0.448541476834556,0,0,0,0,0.010356896270899,0,0,0,0,0,0,-0.0391775089948317,0,0.0600748164989361,0,-0.0481686100649771,0,0,0,0,0,0,0,0,0,0,0,0.0152009169565392,0,0,0,0,-0.0133774301173009,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292733762023062,0.0570937505924647,0,0,0,0,0,0,0,0.214099607122302,0,-0.0121233907513069,0,0,0,0,-0.134100931463852,0,0,0,0,0,0,0,0.00439303871987823,0,0,0,0,0.108547941924657,-0.279709034341064,0.121667661896272,0,0,0.0299257990549197,0,0,0,0.00335627644532232,0,0
X600585.SH,0,0,0,0,0,0.0563944559434057,0,0,0,0,0,0,0,0,0.0491369524865047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397943579425135,0,0,0,0,-0.127274179994413,0,0.108602451387888,0,0,0,0,0,0,0,0,0.0273186481760979,-0.042133186972573,0,0,0,0.00531037349177216,-5.42101086242752e-20,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.070178627018503,0,0,0,0.39274473241284,0,0,0,0,0,0.043763179270599,0,-0.20830912582711,-0.0758072262994982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35018413752021,0,0.107557258394859,0,0.0143883511000008,-0.0736201553206653,0,0,0,0,0.414907257179461,0,0,0,0,0,3.46944695195361e-18,-0.0261589219677293,0,0,0,-0.00578512520314942,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23893906257349,0,-0.0795650938379478,0,0,0,0,0,0,0,0,0,0,0,0.0573020765700845,0,0,0.0910884386723645,0,-0.0157669914162778,0,0,0,0,0,0.00878108623589502,0,0,0,0,0,-0.0426999928872539,0.212956937028345,-0.0479063788616583,0,0,0,0.0292010203042566,0,0,0,0,0.0012304230965015,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13415345928553,0,0,0,0.0177501261902787,0,0,0.0617646303115027,0,0,0,0.0445350028700734,0,0,0.153853182798668,0,0,0,0,0,0.099892343543327,0,0,0.0233133854959594,0,-6.93889390390723e-18,3.46944695195361e-18,0.0715010743879047,0.0749683617020526,0,0,-0.0543268995561838,0,0,0,0,0,-0.0534322079209115,0.0826571376655139,0,0,0,0.00531458566072523,0,0
X600660.SH,0,0,0,0,0,0.0887292197028955,0,0,0,0,0,0,-0.00851650751518008,0,0,0,0,0,0.0146513915275962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188939724883036,-0.070951602364178,0,-0.148149457016673,0,0,0,0,0.131591702483807,0,0,0,0.0309865469471083,-0.0604293748949619,0,0,0,0.00740495856179441,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.174275960363885,0,0,0,0.0369849071973307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609398139245585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195964132230643,0,0,0,-0.0481392140168179,0,0,0,0,0.0631690153363034,0,0
X600547.SH,0,0,0,0.0499184284620123,0,0.129352356282963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570119456993188,0,0,0,0,0,0,0,0,0,0,0,0,0.411855930148252,0,0,0,0,0,0,0.0810272843285714,-0.00641240561816238,0,0,0,0,0,0,0,0,0,0,0,-0.00558379307150759,0,0,0,0.00177715877499345,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.153206766987707,0,0,0,0,0,0.102084790355524,0,0,0,0,0,0,0,0,0,0,0,0.0770246341927153,0,0,0,0.307924529579875,-0.0205964237696958,0,0,0,0.0585223362056915,0,0,0,0,0,0,0,0,0,0,0,0,0.000362725646334263,0,0,0,0.019695096905581,0,0
X002466.SZ,0,0,0,0,0,0,1.38777878078145e-17,0,0.0362614712387518,0.24219868116363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303061591710107,0,0,0,0,-0.179656264013454,0,0,0,0,0.034509791326533,0,0,0,0,0,0,0,-0.0670455430791109,0,0.0356197756835219,0,0,-0.615179709686265,0,0,0.005706547466346,0,0,0,0,0.00975211758624753,0,0
X600176.SH,0,0,0,0,0.25673660859678,0.0662151732273987,0.126493711833584,0.0366224470859399,0.0576761948631258,0,0,0,-0.108239696635501,0,0,-0.16187260536689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127964851176123,0,0,0,0,0,0,0,-0.0510522475132772,0,0,0,0,0.0829004536138833,0.0470447111254272,0,0.278036741383991,0.0931751796417899,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.129333437124389,0,0,0,0,0,0,0,0,0.196251194195652,0,0,0.460313882705883,0.0512855940838068,0.193154667264348,0,0,0,0,0,0,0.152409103424772,0,0,0,0,0,0,0,0,0.0620746945230771,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981269158138047,0,0,0,0,-0.00591719452038272,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105292205539836,0,0,0,-0.00651171385859084,0,0,0.0905667875020909,0,0,0,0,0,0,0,0.0874967194749316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757331828946025,0,0,0,0,0.103195227496128,0.0491727945599576,0,0.0335666734830342,-0.0369350449183319,0,0,0,0.00836283625265824,0,0
X600426.SH,0,0,0,0.308022946030261,0,0,0,0,0,0,0,0,0,0.107412497910147,0,0,0,0,0.0199295850228014,0.0355038095395174,0,0.0964705632388342,0,0,0,0,0,0,0,0,0,0.0892516200430514,0,0,0,0,0,0.0603193720577533,0,0.131878085024133,0,0,0,0,0,-0.121534579068129,0,0.0986948674458589,0,0,0,0,0,0,0,0,-0.0095460762469977,0,0
