,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X600219.SH,X000408.SZ,X600176.SH,X002128.SZ,X000983.SZ,X600426.SH,X000630.SZ,X000933.SZ,X601168.SH,X601699.SH,X600096.SH,X002353.SZ,X600985.SH,X600378.SH,X000877.SZ,X600157.SH,X600549.SH,X002271.SZ,X600299.SH,X600352.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.770791750493717,0,0,0.0212765048039826,0,0,0,0,0,0,0,0,0.025768087497156,0.00890397944524362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771659496400975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300016539359615,0.00920203586539117,0,0,0,0.0019746073434381,0,0
X601088.SH,0,0,0.10072085801612,0,0,0.463535878923282,0,0,0,0,0.0751640250398675,0,0,0,0,0,0,0,0,0.037769026025231,0,0,0.0102014751295414,0,0,0,0,0,0.055879082536796,0.0611981902000835,0,0,0.00864918944908236,0,0,0,0,0,0,0,0.0198660728987194,0,0,0,0,0,0,0,0,0,0,0.0211638032623948,-0.00425173522881644,0,0,0,0.0218900565206868,0,0
X600028.SH,0.161768921804164,0,0,0,0,0.0835610466515725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112645663225705,0,0,0.0231046929671966,0.0476622926499933,0,0,0,0,0,-0.0347897704868202,0,0,0,0,0,0,0,0.146184712014804,0,0,0.205794667172395,0,0,0,0,0,0,0,0,-0.0152733326523425,0.0134060886924685,0,0,0,0,-0.0293090992154484,0,0
X600309.SH,0,-0.0795501344508138,0,0,0,0,0,0,0.00341553382085656,0,0,0,0,0,0,0,0,0,0,0.102121098733927,0,0,0,0.191935977005774,0,0.0387286773340426,0,0,0.055052457272461,0,0,0,0.0187635694959753,0,0.0504214370788958,0.0881246148996006,0,0,0,0.0558505920771078,0,0,0,0.0880063111180005,1.73472347597681e-18,0,0,0,0,0,-0.0637550799645188,-0.00737310164564077,0.00373208471235582,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332574993643945,0,-0.00332542967850468,0.215949880263594,0,0.042926048773615,0,0,0.0757904263180192,0,0,-0.0418125796335731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15458354046282,0,0,0.0183593732572968,0,0,-0.0157513205939583,-0.0104272602147596,0,0,0,0,0,0,0
X601898.SH,0.122256728091866,0.401330976733379,0,0,0,0,0.264753848363172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834959213723963,0,0,0,0,0,0,0,0,0,0,0,0,0.130658256234291,0,0,0,0,0.043928741770557,0,0,-0.033984081958266,0,0,0,0,0,0.131464129194098,0.0189310395110888,-0.0156653016278226,0,0,0,-0.0714731954542126,0,0
X600019.SH,0,0.162847167098565,0,0,0,0.108474772826874,0,0,0.168285176458473,0,0,0,0,0,0,0,0,0,0,0,0,0.0464635597232856,0,0.090619708774162,0,0,0.184179366111196,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0510859615698697,0,0,0,0.0331355781802978,0,0,0,0,0,0,0,0.00480768065580785,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0652249362225185,0.000466655745660492,0.0644401618194131,0,0,0,0,0,0,0,0,0,0,0.129774842859222,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0755682994310818,0,0,0,0,0,0,0.107283900241741,0.0611783506803436,0,0.0362587311843131,0.159755811015564,0,0,0,0,0,0,0.0598238362220894,0,0,0,0,0,0,0,-0.00713742940179918,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.237039652229797,0,0,0,0,0,0,0,0,0,0,0.903797866624624,0,-0.128798756973952,0,-1.73472347597681e-18,0.125152590521413,0,0,0,0,0.0904939616489149,0,0,0,0,0,0,0,0,0,0,0,0,0.232677299621874,0,0,-0.271391765870314,0,0,0,0,0,0,0,-0.0166604355506867,0,0,0,0,-0.120405783854194,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0644878297508616,0,0,0,0,0,0,0,0.0473783231201317,0,-0.131088282305368,0,0,0,0,0,0,0,0,0.0018091516642805,0,0,0,0,0,0,0,0,0,0,0.0844891482705474,0,0.208421048949635,-0.0928441096276687,0,0.127495454455305,0,0,0,0,-0.00170286054733451,-0.000551301468387272,0,0,0,0.0286185383040791,0,0
X600886.SH,0,0,0,0,0.0959502773401439,0,0,0,0,0,0,0,0,0,-0.15473939471167,0,0.420764011710011,0,0,0,-0.00402028175989928,0.0925618599274962,0,0,0,-0.101060913885872,0,0,0,0,0,0,0,0,0,0,-0.0329003987034947,0,0,0,0,0,0,0,-0.00739225566689725,0,0,0.167740817962645,0,0,0,0.0161430343561088,-0.0128949696166223,0,0,0,-0.00370725302746255,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176603788611208,0,0,0,0,8.67361737988404e-19,0.546998859838122,-0.0434868376783443,0,0,0,0.107274558315851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856558780942265,0.0116979895432493,0.0102872369270052,0.00117998781677767,0,0,0,-0.0392728255034605,0,0
X600011.SH,0,0,0,0,0,0,0.159468642436698,0,0.0547197837700801,0,0.0782124616869267,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.390228356249422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178933471701962,0.00664654986264065,0.0814956815418993,0,0,0,0,0,-0.0155835966910447,-0.00105935857009462,-0.000176552977974488,0,0,0,0,0,0
