,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X000831.SZ,X600352.SH,X000883.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600021.SH,X000630.SZ,X000825.SZ,X600008.SH,X000027.SZ,X000629.SZ,X600660.SH,X600549.SH,X002470.SZ,X600808.SH,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.518941301039014,0,0,0,0,0,0,0,0,0,0.0344926593224405,0.010703290519463,0,0,0,0,0.0932004815090752,0,0,0,0,0,0,0,0.00150306903562236,0,0,0.032180182730664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261192184519986,0,0,0,0,0,0,0,0,-0.00258143266907884,0,0,0,0,0,0
X600028.SH,0.493119023878591,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0076319482935366,0,0,0.00950289143781166,0,0,0,0,0.439970754790227,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.00259989902898957,0,0,0,-0.0164802395368789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038614411855681,-0.0118167524698966,0,0,0,0,0,0
X601088.SH,0,0.0712178440433278,0,0,0,0.0362417239654306,0.10258981960417,0,0,0,0,0.123862722512489,0.106984568114802,0,0,0,0.046467208352678,0,0,0,0,-0.0126442336275701,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0176947412996557,0,0,0.0378115494292271,0,0,0.380301943717883,0,0,0,0,0,0,0,0,0.00319573006509005,0,0,0,0,0,0
X600011.SH,0.206009951439026,0,0,0,0,0.00574118505581121,0,0.112790731707645,0.021024087580457,0.00307702308402671,0,0.114764745838966,0,0,0,0.275252050793581,0,0,0,0,0,0,0,0,0,0,-0.0827372421009822,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453500883540513,0,0,0.171206293215952,0,0,0,0,0,0,0,0,0,-0.00640752660201059,0,0,0,0,0,0
X600585.SH,0,0.0952020671943216,0.0434915559430904,0,0,0,0,0.0507852144311264,0,0,0,0,0,0,0,0,0,0,0,0,0.0920836608938362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118510058971504,0,0,0,0,0,0,0.129042914083954,0,0,0.200563285462433,0,0,0,0,0.00233461331869898,0,0,0,0,0,0
X600019.SH,0.0632936855945336,0,0,0,0,0,0,0.155510438072385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364908970601642,0,0.148936390092799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,-0.0406634341510961,-0.00947625171036471,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.127849212029328,0,0.0773872703023329,0,0,0,0,0,0,0,0,0,0,0.012458527079756,0,0,0.0159586176062624,0,0,0,0,0,0,0.0167597221322628,0,0,0.00254356302004514,0,0.100746491331552,0,0,0,0,0,0,0.411153379460011,0.140024882188132,0,0,0,0,0,0,-0.00749735608639168,-0.00490093683012168,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675588832517533,0,0,0.0521374152654952,0,-0.166666011218014,0,0,0,0,0,0,0,0,0,0,0.0282379481732571,0,0,0.26796366920443,0,0,0,0.0411463034834318,0,-1.73472347597681e-18,0,0,0,0,-0.00143112773700485,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.158472193449196,-0.0377596305082738,0,0,0.22070496098613,0,0.203776892479032,0,0,0.0276629353274764,0.0293629931423335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11755696460382,0,0,0.00100231021692485,0,0.0692685140050679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162886647549716,-0.0197766871149867,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.26380465188378,0,0.23715085001435,0,0.149917669512403,0,0,0.136886961490685,0,0,0,0,0.00101096754830679,0,0,0,0.0156433984147573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121767279788309,0,0,0,0,0,0
