,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X600426.SH,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000786.SZ,X000408.SZ,X000630.SZ,X600612.SH,X000932.SZ,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600348.SH,X600995.SH,X600688.SH,X600157.SH,X601168.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.693985511319918,0,0,0,0,0,0,0,0,0,0.127544164261238,0,-0.206471198295557,0,0,0,0,0.0299996690168313,0,0,0,0,0,0,0,0,0,-0.274847427571534,0,0,0,-0.136063610827493,0,0,0.0957531830021764,0.102049048339056,0,0.276234923696579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331753988282443,0,0,0,0.00270034521504418,0,0
X600028.SH,0.622090319380093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411118414348566,0,0,0,0,0,0,0,0,0.0507390011821801,0,0.0494481173006627,0.108396505375827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11113389545523,0.058252262510929,0,0,0,0,0,0,-0.0137203536050856,0,0,0,0,0,0
X601088.SH,0.165863663100932,-8.67361737988404e-19,0,0,0.103540505136852,0,0.2156729083599,0,0,0,0,0,0,-0.00864860696259141,0,0,0,0,0,-0.0971236341244501,0,0,0,0,0,0.0556282706047153,0,-0.02892353238085,0,0,0,0,0,0.0815492103658386,0,0,0,0,0.00901082818021718,0,-0.172825235113436,0,0,0,0,0,0,0,0,0,0,0.0031546684708996,0.0043723617186424,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.180050376068744,0,0,0,0,0,0,0,0,0,0,0.0148322672972875,0,0,0,0,0.147236784308104,0.0946047789762643,0,0.112016014247045,0,0,0,0.164255479340922,0,0,0,0.173963847366383,0.0495959931328708,0,0,0,0,0,0,0.261228058402534,0.176904579927911,0,0,0,0,0,0,0.407391037491523,0,0,0,-0.0485360623411719,0.0804349571883514,0,0,0,-0.053905788454839,0,0
X600188.SH,0,0,0,0,0,0.00681369350232112,0.185785529710588,0,0,0.120700607948884,0,0,0,0,0,0,0,0.220786565781887,0,0,-0.00182187698476413,0,0,0,0,0.18459629084092,0,0,0,0,-0.0273382309407502,0,0.117753911939962,0,0,0,0,0,0,0,0,0.195945264692748,0,0,0.0644160565703434,-1.73472347597681e-18,0,0,0,0,0,-0.0071639627797341,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.101798573362903,0,0,0,0.0541145858673303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720715413558159,0.672656636618479,0,0,0.428274912716618,0,0.129044995111131,0,0,0,0,0,0,0.0355585108710256,0,0,0,0.033266572786427,0,0,0,0.0173748303312685,0,0
X601898.SH,0.106525597563824,0,0.104678713435522,0,0.292706119148171,0,0,0,0,0,0,0.00400196777614543,0,0,0,0.0609359343974104,0,0.0163736817790198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500236542227361,0,0,0,0,0,0.0232704778713576,0,0,0,0,0,0,0,0,0,0,-0.0143271627833882,0,0,0,0.00954100361335644,0,0
X600011.SH,-0.00242103494558274,0,0,0,0,0,0,0,0,0,0,0.209169570803933,-0.000543014123981806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292594444282423,0.0952111366930722,0,0,0,0,-0.019510196401122,0.0748677574958077,0,0,0,0,-0.0405810441284538,0,0,-0.134755432388953,0,0,0,0.067075073373321,0,0,0,0,-3.46944695195361e-18,-0.00476679374459455,-0.00709404458947083,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00595315973342314,0,0,0,0,-0.0803722988976764,0,0,0,0,0,0,0,0,0,0,0,0,0.0936189779454435,0.302161616173224,0.0225234729360926,0,0,0.224991602536828,0,0,0,0,0.0529660718693958,0,0.0693411821995579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132631041647056,0.0123565006974026,-0.0849821262053146,0,0,0,0,0
X600547.SH,0,0.112706362374871,0,0,0.0545372458768165,0,0,0,0,0,0,0,0,0,0,-0.0459579111694422,0,0,0,0,0,0,0,0,0,0,0,0,0.045664794300473,0.470713466975198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273036213620955,0,0,0,0,0,0,0
