,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X600803.SH,X002460.SZ,X000708.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X600426.SH,X600160.SH,X600219.SH,X000983.SZ,X000807.SZ,X000786.SZ,X601699.SH,X000408.SZ,X000630.SZ,X600176.SH,X600985.SH,X600096.SH,X002128.SZ,X601168.SH,X000877.SZ,X000933.SZ,X600352.SH,X000883.SZ,X600995.SH,X002353.SZ,X600378.SH,X600299.SH,X600688.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.380832607354322,0,0,0.277667662538515,0,-0.07583817429293,0,0,0,0,0,0,0,0,0,0,0,0.0890309907222115,0,0,0,0.0376480253126624,0,-0.0554733772891153,0,0,0,0.283900882864593,0,0,0,0,0,0.346089599844558,0,0,0,0,0,0,0,0,0,0,0.044847852408492,-0.187960178826499,0,0,0,0,0,-0.0677489595635569,0,0,0,-0.0280361214201778,0,0
X600028.SH,0.434361301081267,0,0,0,0.322862716582241,0,0,0,0.112479585016701,0,0,0,0,0.0444562740206509,0,0,0,0,0,0,0,0,0,0,-0.0557517566217941,0,0,-0.113510181130113,0,0,0,0,0,0,0,0,0,0,0,-0.121814068678928,0.161902349451358,-0.0396325039866428,0,0,0,0,0,0,0,0,0,0.0293112052073364,-0.0151942761269551,0,0,0,0,0,0
X601088.SH,0.0815657488022018,0,0,0,0.243098889690182,0,0,0,0,0,0,0,0,0.119402909321418,0,0,0,0,0,0,0,0,0,0,-0.00357850243209854,0,0,0,0,0,0,0,0,0,0,0,0.14068789882776,0,0,0,0,0.0216542807272605,0,0,0,0,-0.0090240529577563,0,0,0,0,0,-0.0423142272169896,0,0,0,-0.0345526181922336,0,0
X600309.SH,0,0,0,0,0,-0.0178711310245242,0,0,0,-0.15125103410562,0.0262883265728141,0,0,0,0,0,0,0,0,0,0,0,-0.213577371306991,0,0,0,0.149585407324163,0.0462409156301288,0,0,0,0.193920804018801,0,0,0,0,0,-0.0104806989998255,0.361553538654177,0,0,0,0,0,0,0.0990416365806451,0.00356078144139726,0,0,0,0,-0.0583098646313781,0,0.015819844095759,0,0,-0.0118569698385825,0,0
X601898.SH,0,0.313149753318771,0.101194468792525,0,0,0.156786990113667,0,0,0,0.0573790827371002,0.149009017009728,0,0,0,0,0,0,0,0.0228520245571737,0,0,0,0,0,-0.0047963905583541,0,0,0,0,0,0,0,0.0969876662033228,0,0,0,0,0,0,0,0,0,0,0.0541407287771069,0,-0.0296774771534675,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.211069291855795,0,0,0.0358554650687094,0,0,0,0,0.106527093876253,0,0,0,0,0,0,0,0,0,0,0,0.0608425112469856,0.102707875660297,0,0,0,0,0,0,0,0,0,0.345641590766066,0,0,0,0.420842455450112,0,0,0,0,0,0,0,0,0,0,0,0,0.17776441025968,0,0.0254414484009472,0,0.0362181256500746,0,0,4.33680868994202e-19,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0477408430707842,0,0,0,0,0,0,0,0,0,0,-0.0351016018029042,0,0,-0.0280169031443448,0,0,0.270511363567242,0,0.226124725841878,0,0,0,0,0,0,0,0,0,0,0.180546485465238,0,-0.30640936839451,-0.119639205902118,0,0,0,0,0,0,0,0,0,0,-0.114976036876547,-0.000881955117687079,-0.144824749945839,0,0,-0.0490383621458204,0,0
X600019.SH,0,0.19616667020498,0,0,0,0,0,0,0,0,0,0,0.203370231042279,0,0,0,0,0,0.0780240600687665,0,-0.0220999842142831,0.0923210598567062,0,0,0,0,0,0,0,-0.0190957006822237,0,0,0,0.118896571014161,0,0,0,0,0,0,-0.114905761095414,0,0,0,-0.0537809191873696,0,0,0.0605797158036384,0,0,-0.116940897322514,0,5.42101086242752e-20,0,0,0,-0.054013585294528,0,0
X600886.SH,0.139020254527706,0,0,0,0,0,0,0,0,0.112764405375177,0,0,0,0,0,-0.104065876596799,0,0,0,0.127344979763272,0,0,0,-0.0344371194098719,-0.0877950310115155,0,0,0,0,-0.172776039422023,0,0,0,0,0,-0.304791032338533,0,0,0,0,0,0,0,0.222887288060191,0,0,0,0,0,0,0,-0.0148586427482111,0,0.00886014296591061,0,0,-0.0578890548774933,0,0
X600547.SH,0,0.0403894390342554,0,0,0,0.129877987005121,0,0,0,0,0,0,0,0,-0.058536374471224,0.0144225606902368,0,0.202022582873775,0.69484741918394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,-0.334353826824114,0,0,0,0,0.0262014780589486,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0193580261389124,0,0,0,0,0,0,0,0.0539243061275209,0,0.163262099144792,0,0,0,0,0,0,0.10218285158461,0,0,0,0,0,0,0,0.427402907837749,-0.10911715521609,0,0.0915821433419779,0,0,0,0,0.279624874271477,0.206753589718764,-0.00569737412808361,2.77555756156289e-17,0,0.00152575989155357,0,0,0,0,0,0.0489023321552764,0,-0.0141468077767714,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0450600842859214,0,0,0.0321998002349296,0,0,0,0,0,0,0,0.0827740574838696,0,0,0,0,0,0,0,-0.0382395323693376,0.118928192285637,0,0,0,-0.0383128356639675,0,0,0,0.0150071036563439,0,0,0,0,0,0,0,0,0.0479994425838612,0,0,0,0,0,-0.0842451252531951,0,0,0,0,0.117551994017931,0,0,0,0,-0.0366092111237943,0,0
