,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600309.SH,X600660.SH,X600886.SH,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000898.SZ,X002466.SZ,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000408.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000883.SZ,X600219.SH,X600352.SH,X002092.SZ,X000539.SZ,X000983.SZ,X000723.SZ,X000027.SZ,X002460.SZ,X000825.SZ,X600098.SH,X600578.SH,X601699.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.223648135373433,0,0,0,0.0848126719665975,0,0,0,0.0380964704479279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0497876673213938,0.014201279602057,0.0371815428733245,0,0,-0.000416795192384364,0,-0.00527268487202382,-0.000557829410231695,0,0,0,0,0,0
X600028.SH,0.27545897153243,0,0,0,0,0,0,0,0,0,0.480586834527886,0,0,-0.0134219085869129,0.0360023895408196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270770303173697,0,0,0,0,0,0,0,0,0,0,0,0,0.0230464155279943,0,-0.091965460146489,-0.0301836849768829,0,0,0,0,0,0.0057730074409812,0.00468310413186584,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.13042055893603,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0300907146304279,0,0,0,0,0,0,0.168901688514109,0,0,0.0223425856649645,0,0,0,0,0,0,0,0,0,0,0,0.0645735937922225,0,0,0,-0.0164872017279489,0,0,0.130548855881718,0,0,-0.0105908395132823,0.00280735604161759,0,0,0,0,0,0
X600019.SH,0,0,0.169719873601391,0,0,0,0.313702736318137,0,0,0,0,0,0,0,-0.223841297610866,0,0,0,-0.00176433770950162,0,-0.0323044950062834,0,0,-0.175333544341477,0,0.588363634476234,0,0,0,0,0,0,-0.026114117546801,0,0,0,0,0,0,0,0,0,0,0,-0.201631173777074,0,0,0,-0.117581479366466,0.0376574164328606,-0.0233397414635125,0.000819720904957999,0.0598279664214179,0,0,0,0,0
X600011.SH,0,0,0.150489058144811,0.168037879344304,0,0,0,0,-0.0187687390834844,0,0,-0.105832493852639,0,0,0,0,0,0,0,0.120939751636716,0,0,0,0,-0.0688440441949067,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211098604727361,0,-0.0345195681191537,0,0,0,0,0,0,0.0411713170312544,-0.0175547981929227,0,0,0,0.121369410077475,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.407876044278411,0,0,0,0,0,0.0963710585175271,0,0,0.113960327446229,0,0.172952958976407,0,0,0,0,0,0.0386784710509624,0,0,-0.0624167731503739,0,-0.0699809218485983,0,0,0,0,0,0,0,0,0,-0.0191949952525233,0,0,0.0156050477438865,0,0,0,0,-0.0836648463327402,-0.0291175406516423,0.00704751493467929,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0150390839313607,0,0,0,0.108014546764752,0.0305052574082576,0,0,0,0,0,0,0,0,0,0,0.19722805158441,0,0,0,0,0,0,0,0,0,0,0.0314255057641076,0,0.15480453665574,0,0,0.00442993424524185,0,0,0,0,0,0,0,0,0,-0.00751820998225121,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.025984749197211,0,0,0,0,0.11647156736158,0,0,0,0,0,0,0,0,0.0963593459476555,0,0,0,0,0,0,0,0,0.319977810759365,0,0.025412736664775,0,0,0,0,0,0.125318937702422,-0.00105912380012671,0,0,0,0.0323393775164097,0,6.93889390390723e-18,0,0,-0.0072210031072405,0.00122796205374381,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114021974063929,0,0,0.0171464092723883,0,0,0,0,0,0,0,0,-0.101051105242829,0,0.0630616830779654,0,0,0,0,0,0,0.0698349508920688,0,0,-0.0474896242661305,0.0603277241672683,0,0,0.0435142848567318,0.183640669951238,0.033713757589981,0.00208674539960297,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.0167030373475913,0,0,0,0,0,0.399959420979333,0,0,0,0,0,0,0,0,-0.0620600185693899,0,0,0,0,0,0,0,0,0,0,0,0,0.378165821352746,0,0,0,0,0,0,0,-0.0147202270877199,0,0,0,0,-0.0659999176100028,-0.0288667077901474,0.00780006854677432,0,0,0,0,0,0
X600688.SH,0.256263858358528,0.282333184809321,0,0,0,0.0438833307783464,0,0,0.00994627937322387,0.0900608510270242,0,0,0,0,0,0.0832627609619654,0,0,0,0,0,0,0,0,0,0,0,0.0687479303742184,0,0,0,0,0,0,0,0.0422783370606249,0,0,0,0,0,0.00658388210815456,0.0162322818566749,-0.0674093502042042,0,0,0,0.0401831459490718,0,-0.0589960274772005,-0.0168088009141323,0.00866726798706457,0,0,0,0,0,0
X600547.SH,0,0,0,0.0156122775721867,0,0,0,0,-0.0241803257620057,0,0,0,0,0,-4.33680868994202e-19,-0.0152459838705358,0,0,0,0,0.0164660759757195,0,0,-0.0147691193283882,0.68789243020378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892669342100813,0,-0.0560768550496619,0,-0.00686393126985538,0,0,0,0,-0.0110361293672394,0.00524358934174162,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0408111693109294,0,0,0,0,0.021301759469076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511301462024989,0,0,0,0.00348161785009368,0.0438460882765619,0,0,0,0,0,0.0242357741298581,0,0,0,0,0,-0.00932533460606684,0,0,0.0678583304553603,0.0155066735096331,0,0.00611354220230685,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.112784827401514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133641329226607,0,0,0,0,0,0,0,0,0,0,0,0,0.104571633449367,0,0,0,0,0.152026550183317,0,0.0846651669471409,0,0.00963589964261551,0,0,0.117922555554944,0,0.0297396055994389,-0.0181904854456672,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.278181135409015,0,0,0,-0.126025205217151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721605637328674,0,0,0,0,0,0,0,0,0.0288433382723615,0.0116538076861878,0,0,0,0,0.061128242381059,0,0.00657230999498924,0,0,0,0,0,0
X600309.SH,0,0,0,-0.255544064721267,0.228685494354366,0,0,0,0.0429267901837172,0,0,-0.13576285307752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150162182578505,0,0.344666098529462,0,0.000787002667291629,0,0,0.197870922258268,0,0,0,0,0,0,-0.0852081359469856,0,0,0,0,0.0235665564424869,-0.01769882503242,-0.00377065186580283,0.139906839642933,0,0,0,0,0
X600660.SH,0,0,0,0,0.552241042409442,0,0,0,0,0,0,0,0,0.00162366158817185,0,0.0628795695156597,0,0,0,0,0.0934803820791577,0,0,0.0270743443891387,0,0,0,0.11102398372243,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.044192940284088,0,-0.0793412917268798,0,0,0,0.0829669530643095,0.0260834484600269,-0.011214808282389,0,0,0,0,0,0
X600886.SH,0,0,0.164266570142511,-0.0371042300131064,0,-0.109043381781767,0,0,0,0,0,0,0,0,0.00186599486714242,0.0120720757612503,0,0,0,0,0,0,-0.0445467841164506,0,0,0,0,0,0,0,0,0,0,-0.110251676282633,0,0,0,0,-0.0742288228893761,0,0,0.0158441510529865,0,0.0595007191886726,0,-0.0934328868633965,0,0.0885407997934941,0,0,0.0324482756660816,-0.0139072868777096,0,0,0,0,0,0
X600188.SH,0,0,-0.00888571291706538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143615595066111,0,0,0,0.148972706375785,0.0576829037127134,0,0,0,0,0,0,0,0.092038765058845,0,0,0,0,-0.0118723242719446,0,0.438940466583217,0,0,0,0.0229355635758314,0,0,0,0,0,0.00679915748994189,0,0,0,0,0,0,0
