,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X000709.SZ,X600299.SH,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600098.SH,X600352.SH,X600219.SH,X000408.SZ,X000883.SZ,X000723.SZ,X000825.SZ,X000539.SZ,X600021.SH,X002092.SZ,X000027.SZ,X000983.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.348084624908905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844439290375258,0,0,0,0,0.0113396774287451,0,0,0,0,0,0,0,0,0,0,0.0115691048380398,0,0,0,0,0,0,0,0.103914789687426,0,-0.000215433072456307,-0.00547883230494743,0,0,0,0,0,0
X600028.SH,0.601089460306052,0,0,0,0,0.190585903295113,0,0,0,0.0467925968576524,0.0730515051010346,0,0,0.0153442958743465,0,-0.017156314466713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173203230615055,0,0,0,0,-0.0330785043394064,0,0.0153285213831389,0,0,0,0,0,0,-0.14285135558845,0.0447404172807958,-0.0244754713191464,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.423367112590026,0,0.0849320802857632,0,0,0.00150971102737833,0,0.0412285106738658,0,0,0,0,0,0,0,0,0,0.0522132407479183,0,0,0,0,0,0.016547639635834,0,0,0,0,0,0,0,0,0,0.0695087572524669,0,0.0277577098773399,0,0,0,0,0.0318035873775778,-0.127352415260602,0.0312627910267323,-0.0174561908633947,0.0130357845194589,0,0,0,0,0,0
X600019.SH,0,0,0.530345206789441,0,0.244730639952694,0,0,0,0,-0.086391357264479,0,0,0,-0.124495465887423,0,0,0,0,0,0,0,0,0,0,0.147065301848094,0,0,0,0,0,0,0,0,0,0,-0.233927666729197,0,0,0,0,0,0,0.0989569397566902,0,0,0,0.024272641115376,0,-0.0158312471811421,0.0602807377070162,0,0.00411933666866118,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.122266288018809,0,0,0.285784070013007,-0.0702317164638962,0,0,0,0,0,0,0,0,0,0,-0.0903329400755841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311643769254348,0,0,0.0368591147512041,0.0914758028278467,0,0,0,0.0116778947597622,0,0.00458579064876787,-0.0149849505231761,0.0150989828938818,0.112356116224064,0,0,0,0,0
X600585.SH,0,0,0,0.0929065903056293,0,0,0,0,-0.00469611977174194,0,0,0,0,0,0.155395403260942,0,0,0,0,0.0887039808654719,0,-0.0675036720516039,0,0,0.11001305528694,0,0,0,0,0,0,0,0,0,0.0650110867531967,0,0,-0.385028312423932,0,0,0.0355245341718274,0,0.0452856615134858,0,0,0,0,0,0,-0.307756318628843,-0.00873925471538509,0.013424190954779,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0676853099366077,0,0,0.0194428251897689,0,0,0.0268472508130727,0,0,0,0,0,0,0,0,0,0.200174298152117,0,0,0,0,0,0,0,0,0,0.0609639586607691,0,0,0,0,-0.0055949780727338,0,0,0,0,0,0,0,0.0589585847560082,0.0923954058552719,0,-0.0227136865660948,0.00645193277032767,0,0,0,0,0,0
X601898.SH,0,0,0.171166432980155,0,0,0,0,0,0,0,0,0.0875318429612632,0,0,0,0.0676761486967109,0,0,0,0,0,0,0,0,0.0221768741231039,0,0.0569289027148027,0,0,0,0,0,0,0,-0.00943782837839507,0,0,0,0,-0.0119716417302284,0,0,0,2.16840434497101e-19,0,0.0587727960491254,0.179264380712916,0,0,0,-0.00555510927701289,0,0,0,0,0,0,0
X601600.SH,0,-0.0885549620213866,0,0,0,0,0,0,0,0,0,0.312697593050192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152248192541314,0,0,0,0,0.236034238278388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851372186696674,-0.0344386086134224,0.0166800084868312,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392160194959708,0,0,0,0,0,0,0,0,0,0.752408552967657,0,0,0,0,0,0,0.0256830620575506,0,0,0,0.0797973368951113,0,0,0,0,0,0,0,0.0199539175747893,0.110422232175766,0,-0.113602018593336,0,0,0,-0.0480037341224749,-0.0457957403288945,0.023502911355477,0,0,0,0,0,0
X600688.SH,0,0.422385772370656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023031982660994,0,0,0,0,0,0,0,0.220809772796394,0,0,0,0,0.0688983713997741,0,0,0,-0.0314456183728952,0,0.0615521579229033,0.10728028892619,0,0,0.0728738167573779,1.73472347597681e-18,0,0,-0.00684959360607849,0.00127504559391431,0,0,0,0,0,0
X600362.SH,0,0,0,-0.100038626806908,0,0,0,0,0.279892099706105,0,0,0,0,0.0899716341727646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570993083809888,0,0,0,0,0,0.00994950260852166,0,0,0,0,0,-0.0330899415613573,0,0,0,0,0.12262375637509,0,0,0,0.0166609534615554,0.0331812849021089,0,0,0,0,0
