,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600489.SH,X600886.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X000408.SZ,X000709.SZ,X600583.SH,X000883.SZ,X000630.SZ,X600549.SH,X600352.SH,X000937.SZ,X601699.SH,X600176.SH,X000539.SZ,X000060.SZ,X000027.SZ,X002092.SZ,X000012.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0144992267078504,0,0.0651058558017148,0,0,0,0,0.0122703833065111,0,0,0,0,0,0,0,0.0139736052076306,0.0149156301819361,0,0.023156227933236,0,0,0.0920929227486171,0.0195130122329647,0,0,0,0,0,0.0156814864872103,0,0,0,0.0208461538793689,0,0,0,0,0,0,0,0,0,-0.0027658721747279,0,-2.16840434497101e-19,-0.0112952129672962,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0344522577000945,0,0,0,0,0,0.0557650340924767,0,0,0,0,0,0,0,0,0,0,0,0,0.0116809161564982,0,-0.00878370994673299,-0.0121602938996689,0,0,0.0323062230027697,0,0,0.122071654569707,0,0.0381347220809243,-0.0127886713061716,0,0,0,0.0601170860913167,0,0,0,0.0906342364634077,0,0.000539055226813469,0,0,-0.0102925617613719,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.202624643385196,0,0.0653405068009012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434477000066856,-0.0598969893343465,0,0,0,0,-0.00803380767989684,-0.0429572599082191,0,0,0,0,0,0,0,0.035482254287905,0,0.0943018666767535,0,0,0,0,0,0,0,0.0788980495991918,0,0,-0.0837489750485601,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0300603105360125,-0.0540664335826698,0,0,0,0,0,0.0862187975945538,0,0,0,0,0,0,0.114338433498006,0,-0.0344689480709299,0,0.0344588049404133,0,0.0513736266913964,0,0,-0.0509382305526259,0,0,0.0376838000605455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536571876393801,0,0.000530786181293515,0,0,0.0296581862575559,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0332197698838326,0,0,0.0293169502341703,0,0,0,0,0,0,0.134763986753591,0,0.0807021876125077,0,0,0,0,0,0,0,0,0,0,0,0.0764810451317081,0,0,0,0.115450622572052,0,0,0.00329724189318603,0,0,0.0642667427882297,0,0.0682476733126847,0,0.00960414505527448,0,-0.00651360019653587,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.359457864769467,0,-0.000562116248771116,0.0407963752574971,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0303171171895695,0,0,0,0,0,0,0,0.0401496569227783,0,0,0,0.0313635368365586,0,0,0,0,-0.0568420891841776,0,0.0143229854914951,0,0,3.46944695195361e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.017336057243375,0,0,-0.116027605750434,0,0,0,0,0,0.0517702410938396,0,0,0,0.0198894623107958,0,0,0,0.135224010580528,0.228063023344433,0,0,0,0,0,0.027587098210584,0,-0.0404785900401147,0,0,0,0,0,0,0,0,0,0,0.223945818057776,0.0424418431828612,0,0,0,-0.0835696711992621,0,0.066306402423428,0,0.0497355504835542,0.0401592142458424,0,0,0,0,0,0
X601898.SH,0,0,0.257720461099948,0,0,0,0,0,0,0,0,0.201024207050456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209049263285372,0,0,0,0,0.0259713921767022,0,0,0.26580288801198,0,0,0,0,0,-0.047478915509261,0.2037601344186,0.00796064100350332,0,0,0,0,0,0,0,0.0522537111939724,0,0.00808653187991034,-0.0403865794178917,0,0,0,0,0,0
X600547.SH,0,0,-0.0306531727891432,0,0,-0.0189336776876558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912264082914795,0,0,0,0,0,0,0,0,0.0211066178320692,0,0,0,0,0,0,0,0,0,-0.010180400071995,0,-0.0189948119020693,0,0,0,0,0,0.105393851336691,0,0.0800211727085492,0,-0.06114280893928,0.0219187271316731,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0225219702721988,0,0,0,0,0.1665837572506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065942473480795,0,0,0,0,0,0,0,0.472491307692333,0.0511704039953612,0,0.324844391593475,0,0,0,0.0607631239461349,0,0,0,0,0,0,-0.00134872165025007,0,0,0,0,0,0
