,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X002466.SZ,X600803.SH,X600027.SH,X000301.SZ,X600160.SH,X601991.SH,X000786.SZ,X600426.SH,X000807.SZ,X000983.SZ,X600219.SH,X601699.SH,X002128.SZ,X600176.SH,X000630.SZ,X000408.SZ,X600096.SH,X601168.SH,X000877.SZ,X600985.SH,X000933.SZ,X002353.SZ,X600378.SH,X002271.SZ,X600995.SH,X000883.SZ,X600352.SH,X000027.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.395423051501069,0,0.207827140424444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365505546600845,0,0,0,0,0.0684418982457215,0,0,0,0,0,0,0,0.0839103149242567,0,0,0,0.0683857499363627,0,0,0,0,0,0,0.0645588114888308,-0.127197606235931,0,0,0,0,0,0,0,0,-0.00561614264944764,0,0,0,0,0,0
X601088.SH,0.155974805859426,0,0,0,0.164837539037023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141156298293734,0,-0.0109431446040335,0,0,0,0,0,0,0.0242722821374215,0,0,0,0,0,0,0,0,0,0,0,0.158281362499881,0.0502351881609839,0,0,0,0,0,0,0,0.0472284450564106,0,0,-0.0383377036244514,0,0,0,-0.0596527453168869,0,0
X600028.SH,0.599727652511693,0,0,0,0.0679589837341474,0,0,0,0,0,0.0452908254148059,0,0,0,0,0,0,0,0,0,0,-0.0581006885892527,0,0,0,0,0.0425978615216903,0,0,0,0,0,0,-0.0290624003541805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064410642510722,0,0,0,0.133848278384945,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0359608610356128,0,0,0,0,0,0,0,0,0,0,0.136115966683965,0,0,0.121280468780458,0,0,0,0,0.0634940359350861,0.374366906096541,0,0,0,0,0.112701258103639,0,0,0,0,0,0,0,0,0.0383440789907812,0,0,0,0,0,0,0,0,-0.100631732799074,-0.0210719984389856,0,0,0,0,0,0
X601898.SH,0.0863534193591744,0.489415293086511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307253639054073,0,0.183543681161434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207978177656432,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0841269974333646,0,0,0,0,0,0,0,0,-0.211600704269499,0,0,0,0,0,0,0,0,0,0.0531910364080072,0,0,0,0,0,0,0.207568214122591,0,0.485273129274778,0,0,0,0,0,0,0,0,0,0,0.238489015168587,0,0,0,0,0.102532032926113,0,0,0,0.0260315806791578,0.146722971616246,0,0,-0.0631270152074416,0,0
X600660.SH,0,0,0,0,0,0,0,-0.148583891535668,0,0,0,0,0,0,0,0,0,0.238756008983839,0,0,-0.12940431127772,0.00224068690444846,0,0,0,0.0291097340884662,0,0.35479869205058,0,0,0,0,0,0,0,0,0,0,-0.0752300992468054,-0.173254336917838,0,0,0,0,0.179722382199318,0,0,0,0,-0.114848826013455,0,-0.0196216397670337,0,-0.177342047176726,0,0,0,0,0
X600019.SH,0,0,0.288618144995775,0,0,0,0,0,0,0,0,0.212012925192702,0,0.091022245469866,0,0,0,0,0,0,0.023385422158423,0,0,0,0,0,0,0,0,0,0,0.0344026594318773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298259351467578,-0.0458097546273419,-0.101219910186693,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205667843262613,0,0,0,0.0405490560688225,0,0.100572402122027,0,0.140351720857572,0,0.431875497916214,0,0,-0.0195806369343636,0,0,0,0.341527378732534,-0.00556680487406481,0,0.177082313171506,0,0,-0.0108449717812721,0,0,0,0,0,0,0,-0.0371909599773397,0,0,0,-4.33680868994202e-19,0,0
X600585.SH,0,0,0,0,0.172428986516596,0,0,0.000772450886904997,-0.0162690813783877,0,0,0,0,0.0919065182175763,0,0,0,0,0,8.67361737988404e-19,0,8.67361737988404e-19,0.0198631254372247,0,0,0,0.0078732332625884,0.0623817037646403,0,0,0,0,0,0,0,0,0,0,-0.0497442255211447,0.189094851378116,0,0,0,0,0,0,0,0,0,0.320517039779247,0,0.0434988858571352,0,0,0,0,-0.0834520112494115,0,0
X600547.SH,0,0,0,0,0,0.0689120297699576,0,0,0,0,0,0,0,0,0,0,0,0,0.721339135095886,0,0,0,0,0,0,0,0,0.0199356336373658,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00380585473380318,0,0,0,0,0,0,0,0,0.0679143398593565,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.211924640527624,0.249026353134571,0,0,0,0,0,0,0.313135677925007,0,0,0,0,0,0,0,0,0.164460237915513,0,0,0,0,0,-0.00193113775718345,0,0,-0.0674506644788143,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.00819794854987347,0,0,0,0,0,-0.0282879611563741,0.192253333172937,0,0,-0.0194632381152644,-0.0267271781796869,0,0,0,0,0,0
X600886.SH,0.24653500689198,0,0,0,0,0,0,0,0,0,0.0421334957941603,0,0,0,0.086286966834158,0,0,0,0,-0.0396819483533983,0,-0.122602289337688,0,0,0,0,0,0,0,0,0,0,0,0,-0.129421548463827,0,0,0,0,0,0,0.0804130326144252,0,0,-0.0245407332566022,0,0,0,0,0,0,-0.063675616263576,0.0997649137632967,0,0,0,0,0,0
X000792.SZ,0.0428488135200601,0,0,0.015942904750407,0,0,0,0.0212781051595908,0,0,0,0,0,0,0,0,0,0,0,0.281386688830287,0.118987146117943,0.0933644560083143,0,0,0,0.0985692702305666,0,0.0595229347233015,0,0,0,0,0,0,0,0,0.0899436888215358,0.0258079217995942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281619804636898,0,0,0,0,0,0
X600795.SH,0,0,0.0850196717639001,0,0,0,0,0.0679500829562488,0.0889305213587541,0,0,0.0728684333176908,0.38016679888815,0,0,0,0,0,0,-0.037905879556072,0,0,0.0765395610054671,0,0,-0.069674580859838,0,0,0,0,0,0.00903578463914106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265758655634073,0,0,0,0,0,-0.042804271631293,-0.000987202217602299,0,0,0,0,0,0
X600362.SH,0.160499628528797,0,0,0,0,0,0,0,0.146670793970722,0,0,0,0,0,0,0,0,0,0,0.117429848163913,0,0,0,0,0,0,0,0,0,0,0,0,0.0962258882310354,0,0.0935467704849004,0.190685986192361,0,0,0.00529847011721578,0.0713496878341913,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0.112055400125613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072480814785633,0,0.0127169089312446,0,0,0,0,0.27659111549452,0,0,0,0,0,0,0,0,0,0,0.098594030246508,0,0,0,0,0,0,0,0,0.179854731206321,0,0,0,0.015373993239407,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0202648394035818,0,0,0,0,0,0,0,0,0,0.406743634082967,0,0.0348948098255796,0.237677819276741,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879353360654575,0,0,0.026179711136652,0,0,0,0,-1.73472347597681e-18,0,0,0,0.143882020425712,0,0,0,-0.000195819603004577,0,0,0,0,0,0
X600489.SH,3.46944695195361e-18,0,0,0,0,0,0,0,0.0208789172878434,0,0.801985242805241,0,0,0,0,0,0,0,0,0,0,0,0,0.125045212518677,0,0,0,-0.0828254183300038,0,0,0,0.44406825935783,0,0,0,0,0,0.187462639522173,0,0,-0.0677751015656473,0.0108389448355515,-0.00912032780166912,0.0137582289421177,-0.140730161077396,0,0,0,0,0,0,1.73472347597681e-18,0.0734938136898657,-0.0522035831138885,0,0,0,0,0
X002460.SZ,0,-0.249778840498717,0,0,0,0,0.0150446229474131,0,0,0,0,0,0,0.119939009202589,0,0,0,0.442990700644847,0,0,0,0.35957503520809,0,0,0,0,0,0.0236357422564404,0,0,0,0,0,0,0,0,0,0.0694188812780396,0,0,0,0,0,0,0.19860996156715,0,0,0,0.029378208477919,0,0,0,-0.0082644766592203,0,0.0456142027032181,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106728121621476,0,0,0,0,0,0.0728905642850326,0,0,0.0967292737023625,0,0,0,0,0.112247854156438,0.205948707702415,0,0.26586855809797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772410930071699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.133566030913783,0,0,-0.157966498382557,0,-0.0158349179915274,0,0,0,0,0,0,0,0,0.953726438787232,0,0,0,0,0,0,0,-0.0312714980628188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141116373675443,0,0.108632673823591,0,0,0,0.0141811811482573,0,0,0.0143103853602925,0,0.0161744475049562,0,0,-0.0331417535886591,0,0
X600803.SH,0,0,0,0.21812851276892,0,0,0,0,0,0,0,0,0.218974722951868,0,0,0,0,0,0,0.0587632145563732,0.181863733304321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194044300645743,0,0,0.0174309689788712,0,0.156877084862446,0,0,0,0,0,0,0.0514698350088381,0.00165399709531674,0,-0.386573794102122,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.142190969819731,0,0,0,0,0,0,0,0,0,0.0426876253632917,0,0,0,-0.0211877573797582,0,0,0,0,0,0,0,0,0,0,0,0,0.440003443023249,0,0,0,0,0,0,0,0,0,0.0102253753381162,0,0,0,-0.0187000605204041,0.205390344483735,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0121364868521934,0,0,0,0,0,0,0,0,0,0,0.452380044468306,0,0.0196230963997088,0.100927110562227,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185128005390857,0.290803988764882,0,0,0,0,0,-0.0867834508350008,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,-0.126494399820248,0,0,0,0,0,0.162175419185354,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516569300963296,0.000275680637686156,0.448682753514171,0,0.0815651058735397,0.494994812531592,0,0,0,0,0,0,0.402064804917557,0.0991271097428972,-6.93889390390723e-18,0,0,0,0,0,0
X601991.SH,0,0,0.11040705207434,0,0,0,0,0,0,0.218017491529513,0,0.17611668399291,0,0,0,0,0,0,0,0,0,-0.0570537838015643,0.163207825068986,0.248670927107117,0,0,0,0,0,0,0,0,0,0.0207406796880595,0,0,0,0,0,0.0696676738640269,0,0,0,0,0,0,0,0,0,0.0379840232201082,0,0,0.00295924185120343,0.113206273496426,0,0,-0.0167791593245712,0,0
