,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600688.SH,X600660.SH,X000723.SZ,X600188.SH,X600362.SH,X600886.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X000786.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X002466.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600489.SH,X600219.SH,X000553.SZ,X000883.SZ,X600808.SH,X000630.SZ,X600985.SH,X600583.SH,X000990.SZ,X000825.SZ,X000027.SZ,X600426.SH,X600157.SH,X601699.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0121138958578841,0,0,0.0143371477322688,0,0,0.0392299484579858,0,0,0,0,0,0,0,0,0,0,0,0,0.0759649284337334,0,0,0,0,0,0,0.0584728697260869,0,0,0,0,0,0,0,0,0,0,0,0,0.0846929071358913,0,0,0,0.0504648607048053,0,0,0,0,0,0,-0.0186892785682003,0,0,0,0.00308903445044836,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.109948007807383,0,0,0,0,0.156496689318766,0,0,0,0,0,0,0.0084350209889875,0.0512978217135957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865001337661725,0,0,0.0480373649881142,0,0.00136842859562757,-0.0253288890412429,0,0,0,-0.00279589862201758,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.156711772963079,0,0,-0.0220823000115137,0,0,0,0,0,0,0,0,0,0.132178128089442,0,0,0,0,0,0.0398496929839084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200111948765386,0,0,0,0.0329567708347938,-0.0726547662606156,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.185119675100794,0,0,0,0,0,-0.0286843123534448,0,0,0,0,0,0,0,0,-0.0201966698516985,0.465653808642632,0,0,0,0,0,0,0,0,0,0,-0.0587165727646706,0,0,0,0,0,0,0,0,0,0,-0.0156555629801805,0,0,0,0,0,0.0356868992873934,0,-0.00999966381510672,0.00706227773394579,0,0,0,-0.0111713594634645,0,0
X600019.SH,0,0,0.0689538781409648,0,0,0,0,0,0.0597650513577642,-0.000994896425024837,0,0,0,0,0,0.0469844452505624,0,0,0,0,0,0.169242933348387,0,0,0,0,0,0,0,0,0,0,0.0325551405110467,0,0,0,0,0,0,0,0,0.0600444596279295,0,0,0,0,0,0.122150932229587,0,0,0,0,-0.0196297493014726,0,0,0,-0.0016143035705275,0,0
X600309.SH,0,0,0,0.219941881659873,0,0,0.0608008817897652,0,0,0,0,0.120276277880037,0,0,0.164878266469587,0,0,0,0,0,0,0,0,0,0,0,0,0.099657280832229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127979260725749,0,0,0.0693902628768675,0,0,0,0,0.00930256137142219,0,0,0,0,1.0842021724855e-19,0,0
X600011.SH,0,0,0,0,0,0,0,0.102642349474252,0,0,0,0.113792236196432,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.450085956472272,0,0,0,0,-0.0650366746770249,0,0,0,0,0,0,0,0,-0.068960632287222,0,0,0,0.148519194744834,0,-0.0492915365394212,0,0,0,0,0,0,0,0.0527779557533989,0,0,-0.0377567301409645,0,0.0029743254525025,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.157947038920571,0,0,0.0145699590356942,0,0,0,0,0,0.379671483067611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118800541593797,0.00772913057249439,0,0,0.0741108009124747,0,0,0,0,0,0,0,0,0,0,0.200108792963984,0,0,0,0.0205505154769125,0,0,0,0,-0.024854689534035,0,0
X601600.SH,0,0,0,0,0,0,0,0.396427766236087,0,0,0,0,0,0,0,0.0186869983273057,0,0.265576978594376,0,0,0,0,0,0,0,0,0,0,0.0467872463509,0,0,0,0,0,0,0,0,0.0305579878397197,0,0,0,0.0493781991532502,0,0,0,0,0.0493502395973402,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0324483394754494,0,0,0,0.000891483827519334,0,0,0,0,-0.0464382989432336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282141105582957,0,0.0978551819118046,0,0,0,0,0,0.000472551318555172,0,0,0,0.126089152323365,0,0,0,0.0222649274260739,-0.0546120925149424,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0898237797670136,0,0,0,0,0,0,0.0267410245739327,0.00725625599826235,0,0,0,0.0463467587804164,0,0,0,0,0,0.13541441731574,0,0.0136359943007788,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0336652848723543,0,0,0,0,0,0.091882169554016,0,0.0729582583633859,0,0,-0.0362217663157879,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266117953207095,0,0,0,0,0,0.208462868561143,0,0,0,0.11319284939401,0,-0.23297719642215,0,0,0,0,0,0,0,0,0,0.0612768288432553,0,0,0.406961457554645,0,0,0,0,0,0,-0.0596487268613434,0,0.0939466566677989,0,-0.221671522229598,0.378711501963964,0,0,0,0.0453836941492663,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.00836225151532478,0,0,0,0.00279648496385718,0,0.0412221470887287,0,0,0.0342231549933473,0,0.0774823816013859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204412184593083,0,0,0,0,0.0559943207212322,0,0.0643556019455098,0,0,0.057890678268699,0.1191182412761,0,0,0,3.3881317890172e-21,-0.0606191908234942,0,0,0,0,0,0
X600688.SH,0,0,0.0751467644615509,0,0,0.00312803216135216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098900299739046,0,0,0,0,0,0,0,0,0,0,0,0.174162428259746,0,0,0.0874011610220876,0,0,0,0,0.0653159333824316,0.0287703498374493,0,-0.00389429232805971,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0115924979684796,0,0,0,0.0576132831033184,0,0,0,0,0,0.00359653979453868,0,0.13461901518814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111584236779504,0,0,0,0,0,0.0581796059006448,0,0,0.0487182618207001,0.0720785138198811,0,0,0,-0.0406505857053456,0,0,0,0,-0.00119783093437045,0,0
X000723.SZ,0,0,0,0,0.437384122579219,0.082427499194364,0,0,0,0,0,0.519523969883045,0,0,0,0,0,0,0,0,-0.213607816135981,0,0,0,0,0.0779036560043302,0,0.332011764857073,0,0,0,0.471913924601079,0,0,0,0,0,0,0,0,0,0,0,0.0717287278652767,0,0,0,0,0,0,0,0.0118577432572256,-0.00287916120443457,0,0,0,-0.0396433535149807,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153064598168063,0,0.0150542544081236,0,0,0,0,0,0,0,0,0,0.0405395308995045,0.137801250706251,0,0,0,0.0017363774287679,0,0,0,0,0,0,0,0,0.0602681113398099,0,0,0,0,0.151025665443272,0.156584784087154,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0430814594581755,0.109239155664858,0,0,0,0,0,0,0.0149894147202789,0,0,0,0,0.207325942592557,0.159241780910207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769351720549214,0,0,0,0,0,0.0379739842297234,0.0566510446691544,0,0,0.0615304802727716,0.0435238199234728,0,0,0,-0.00294796389730779,-0.0292688639188955,0,0,0,0,0,0
