,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X002460.SZ,X002466.SZ,X600188.SH,X600801.SH,X600352.SH,X601991.SH,X600795.SH,X600688.SH,X000786.SZ,X600111.SH,X002271.SZ,X600176.SH,X601992.SH,X000723.SZ,X600027.SH,X002353.SZ,X600583.SH,X600516.SH,X600426.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X000709.SZ,X601158.SH,X000883.SZ,X000553.SZ,X600612.SH,X000629.SZ,X000792.SZ,X000027.SZ,X000630.SZ,X600808.SH,X002080.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0875815895133206,0,0,0,0,0,0.0197512642462402,0,0,0,0,0,0.221573838402884,0,0,0,0.0249159378545399,0,0.00392439266255548,0,0,0,0.0464414237191961,0,0,0,0.184580911083434,0,0,0,0,0,0,0,0,0,0,0,0.0159218493372128,0,0,-0.00739899361688847,0.00732385140815553,0,0,0,0,0,0
X600028.SH,0.0876069471804883,0,0,0,0,0,0,0,0.00079605696863197,0,0,0,0,0,0,0,0.0313689333477979,0,0,0,0,0,0.1772496094122,0,0,0,0,0,0,0,0.0609643301819439,0,0,0,0,0,0.0334283367417752,0,0,0,0,0,0,0,0,0,0,0.0446092048170187,0,0,0,-0.0217685486934706,0.00926584349064071,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0443683164435263,0,0,0,0,0,0,0.320906427681215,0.0637976626773367,0,0,0,0.0391130466664094,0,0,0,0,0,0.0318884516360965,0,0.0187710824503873,0,0.0131714829920236,0,0,0,0,0,0,0,0,0.0207428553279092,0,0,0,0,0,0,0,0,0,-0.0101587962576034,0.0115488010556513,0,0,0,0.00591259822011926,0,0
X600585.SH,0,0,0,0,0.138488559275805,0,0,0,0,0,-0.0185607355430383,0,0,0,0,0,0,0,0.406061072123713,0,0,0,-0.0595448658785442,0.0375019729253134,0,0,0.0149906025117889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388991300992887,0,0,0,0,0,0,0.032189868356534,-0.0261361632432597,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.073447088473607,0,-0.00899448703765606,0,0,0,-0.00263872828231044,0,0,0,-0.0674411904559191,0,0.27989597732916,0,0,0,0,0,0,0,0,0,-0.206279562128802,0,0,0,0.253973814904096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00913451626549352,-0.028640044788249,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0142833335616406,0,0.0350564075236819,-0.0228104193072058,0,0,0.0676952856023883,0,0.166573106757627,0,0,0.0544007678532226,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0291035948721807,0,0.0349145773518207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171822240046634,0.0366314530835977,0,0,0,0.0609445848814443,0,0
X600547.SH,0,0,-0.0862692285850682,0,0,-0.130029605137213,0,0,-0.209340078464149,0,0,0,0,0,0,0,-0.10878046193162,0,0,0,0,0,0,0,0,0,0,0,-0.0180726932771664,0,0,0,0,0,0,0,0.907937131756699,0,0,0,0,0,0,0,0.0564252767731106,-0.0724621951354412,0,-0.0323132266839679,0,0,0,-0.0222957352054189,0.0205783348575381,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.301780823156235,0,0,0,0,0,0,0,0,0,0,0,0,0.0785741466871595,0,0,-0.0842866213616207,0,0.150514693557757,0.180045860026249,0,0.334725510489145,0,0,0.0446858482408458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615608367745709,0.131760298978085,0,0,0,-0.023694394444475,0,0,0,0,0,0
X000708.SZ,0,0,0,0.096505875296153,0.064808096090008,0,0,0,0,0,0,0,0.457306014955442,0,0,-0.197718515146778,0,0,0,0.139827831493395,0,0,0,0.502758259171627,0,0,0,0,0.280049601336605,0,0,0,0,0,0,0.148407939542478,0.05018608873257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406614158961447,0,0,0,-0.035586079249244,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370277051645716,0,0,0,0,0,-0.000104952298599601,0.062330098574989,0,0.027183953610001,0.010888431903581,0.136715250931305,0,0,-0.0338713276494235,-0.0788679385720593,0,0,0.0153381259889269,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302027380866572,0,0,2.16840434497101e-19,0.0154001177611396,0,0,0,-0.0112193456255776,0,0
X601898.SH,0.287796745649834,0,0,0,0,0,0,0,0.0570135426452575,0,0,0.0555308669229306,0,0,0,0.0137221983118257,0,0.484719817604358,0,0,0,0,0,0,0,0,0.0599629889647869,0,0.0770099532660137,0,0,0,0,-0.100107569423511,0,0.134595783922394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309711911891467,0.0333065600660478,0,0,0,-0.0211959780510062,0,0
X600886.SH,0,0,0,0,0,0,-0.226774410541448,0,0.0718053473414667,0,0.230526305486113,0,0,0,0,0,0.00356167218205866,0.0689499847227904,0.0498254868672295,0,0,0,0,0,-0.102807273395091,0,0.1218998589532,0,0,0,0,0,0,0,0,-0.0572445311161728,0,0,0,0,0,-0.00537786902159996,0,0,0.0884598699719284,0,0,0,0,0,0,-0.000348560839242101,0.022859729007958,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.244207758884785,0.000692741019880398,0,0.142861355662335,0,0.0848853026116797,0,0,0,0,0.0161183499819527,0,0,0,0,0,0,0,0,0,0,0.00639282864091778,0,0,0,0.0257216772922108,-0.112791054116745,0,0,0,0,0.000919071748514142,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.254396983414476,0,0,0,0,0.0273475903840242,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0173251383576374,0,0,0,0,0,0,0,0,0,0.166180029028109,0,0,0,0,0,0,0,0,0,0.165615984034609,0,0,0.424530477588858,0,0,0,0,0.0293996076176743,0,0,-0.0297745056436619,0.0103811822015062,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0602727309870249,-0.0339879317382781,0,0,0,0.00859919819108861,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0481179996620644,0,0,0,0,0,0,0,-0.00970121959174671,0,0,0,0,0,0,0,0.0725547514204788,0,0,0,0.0732299275741129,0,-0.0223592256134521,0,0.30563712839638,0.0502626526022521,0,0,0,0,0,0,0,0,0,0.000431136336998296,0,0,0,0,0,0,0.0523454068305733,0,-0.0110687677456425,0,0,0,-0.00725349353410634,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.501942530519081,0,0.282528831797031,0,-0.197024643187581,0,0,0,0,0,0,0,0.172629563538015,0,0.140190292340651,0,0,0.54746997156275,0.0921806145706844,-0.0750433316329242,0,0.077576000543502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00101678028718833,0.0385092474734552,-0.0171811567971655,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0936830174968606,0,0,0.0209099606919988,0,0,0,0,0,-0.00828272420999351,0.441930241788769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167694909917001,0.200004397907712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747249080877352,0.00839613533775964,0,0,0,0.070173558170793,0,0
X600188.SH,0,0,0.0863268661385976,0,0,0,0,0,-0.0935205765487163,0,0.403389980637441,0,0.116488039300992,0,0,0,0,0,0,0.0917801307350775,0,0,0,0,0,0,0,0.0325509881324135,0,0,0,0,0,0,0,0.159266923859906,0,0,0,0,0,0,0,0.0144187506701811,0,0,0,0.153672317365345,0,0,0,0,0,0,0,0,0.00629104598355287,0,0
X600801.SH,0,0,0,0.397819351084286,0,0,0,0,-0.13186330264315,0,0,0.246979623862066,-0.112189857123431,0,0,0,0.108102292514843,0,0,0,0,0,0,0,-0.0623798943370511,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.872956748015709,0,0,0,0,0,0,-0.0274378369108876,0,0,0,-0.043719399911197,0,0,-0.0362480854862205,0.0028493628966459,0,0,0,0.024298324574665,0,0
X600352.SH,0,0,0,0,0.187477193142562,0.0421439889246054,0,0,0.0675711099464867,0,0,0,0.0562745894946654,0,0,0,0,-4.33680868994202e-19,0.0800145876356746,0,0,0,0,0,0,0,0,0.179668235385639,0.0933041404265544,0.0470167770631063,0,0,0,0,0,0,0,0,0,0,0,-0.0349365012325802,0,0,0,0,0,0.128200835343083,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.04790437122749,0,0,-0.0207540759352115,0.0849491215219051,0.190517465952761,0,0.0111311256240888,0,0,0,0,0,0,0,0,0,0,0,0,0.0242434706354324,0.163439444764692,0,0,0.0248203143178076,0,0.0472460783000702,0.068234962107518,0,0,0,0,0,0,0,0.0165865501514823,0,0,0,0.018004549747662,0.0196356535495085,0,0,-0.0228581075813494,0.0202107309299802,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,-0.0183746379749228,0,0,0,0,0.139181567782875,0,0,0,0,0.0100515827551915,0,0.0725446472880025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12062396003021,0,0,-0.00504103413189605,0,0,0,0,0,0,0,0,0,0,0,0.163962437790911,0,0,0,0.0194212516806232,-0.011696729003404,0,0,0,0,0,0
X600688.SH,0.213843943805205,0,0,0,0,0,0,0,-0.0480183936796858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191798091785606,0.0531576885360239,0,0,0,0,0.0973625114465746,0,0.0882217883582107,0.111161760282508,-0.067267390002102,0.0494659537671211,0,0,0,0,0.141197238702702,0,0,-0.0339780803600033,0,0,0,0,0,0,0.00242570630888375,0.0456657032791088,0,0,0,0.13092349813771,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.24407349988682,-0.0450241296018745,0,0,0,0,0,0,0,0,0,0.186710663733823,0,0,0,0,0,0,0.0604620952501665,0.0464871456016438,0,0.00445283282113584,0,0.274045182445482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134297638471958,0,0,0,0,0,0,0,0.0738055061218186,0,0
