,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000408.SZ,X000539.SZ,X300037.SZ,X000629.SZ,X000932.SZ,X600219.SH,X600995.SH,X002409.SZ,X600096.SH,X600612.SH,X002080.SZ,X600688.SH,X000723.SZ,X600378.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.563556600258114,0,0,0,0,-0.0229864680275079,0,0,0,0,0,0.0346544742331295,0.15299530199135,0,0,-0.161612307828393,0,0,0,0,0,3.46944695195361e-18,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0848775319040663,-1.73472347597681e-18,0,0.0836276194381249,0,0,0,0,0,0,0,0,0,0.351284196621211,0,0,0.0272609795719285,0,0,0,0.0453468723120051,0,0,0,0,0,0,0
X600028.SH,0.757287973160028,0,0,0,0,0,0,0.0499216941912973,0,0.0243863199220758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268991784542091,0,0,-0.00896044862587608,0,0,0,0,0,0,0,-0.134557205193543,0,0,0,-0.077349354200957,0,0,0,-0.0668959346462526,-0.0553297433406819,0,0,-0.0163822407500792,0,0,0,0,0,0.0204211969376338,0,0,0,0,0,0,0
X601088.SH,0.0283247601230461,0,0,0,0,0.246965223772823,0,0,0,0,0,0,0,0.0823584228714974,0,0,0.0742140265746754,0,0,0,0,0.073612264101391,0,0,0,0,0.0566779501054422,0,0.0538218015402313,0,0,0,0.0422595032686619,0,-0.0299026482144754,0,-0.135497795955962,0,0,0,0,0,0.0332403209193853,0,0,0,0,0,0,0,0,-0.0199551135411814,0.0130230249408946,0,0,0,0,0,0
X600309.SH,-0.00845703820968339,0,0,0,-0.186480681331268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365359304251478,0.11620941373753,0,0,0,0,0,-0.0305547554326172,0.141192854597308,0,0,0,0,0,0.0268344614590734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345078129119631,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.135950497155217,0,0,-0.111011522963718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602844571146255,0.364359880503018,0,0.0967109832744001,0,0.2116120282122,0,0,0,-0.128923018740296,0,0,-0.0668814207862657,-0.013499646095879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197937145420196,0,0,0,0,0,0,0
X600188.SH,0,0,0.273523428273866,0,0,0,0.00129432494122251,0,0,0.241274826121271,0,0,0,0.408138515668475,0,-0.200107404369492,0,0,0.0886987589703625,0,0,0,0,0,0,0,0,0,0,-0.38654761091783,0.357113334425547,0,0,0,0,0,0,0,0,0,0,0.00064467461263505,0,0.0844149630691425,0,0,0,0,0,0.0651429892478111,0,0,-0.187015345831734,0,0,0,0,0,0
X600019.SH,0,0.0686781043636219,0,0,0,0.0238881621932404,0,0.0121689586439666,0,0.0118112638508372,0,0,0,0,0,0,0,0,0,0,0,0.0920735163342157,0,0,0,0,0,0,0,0,0.0650385976954022,0,0.113582661824386,0,0,0,0,-0.133812595627111,0,0,0,0,0,0,-0.0112722794173611,0,0,0,0,0.10206428513399,0,0.040821238114345,0.0239662128273168,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00325889387604192,0,0.167971644779016,0,0,0,0,0.066771633507844,0,0,0,0,0,0,0,0,0,0.059051516253941,0,0,0,-0.0275557535987056,0,0,0,0,0,0.129752577130103,0,0,-0.0856081925726886,0.102299551244946,0,0,0.12970617306009,0,0,0,0,0,0,0,0,0,0,0,0,-0.00741686384625676,-0.0714540926258795,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.516147545687496,0.0416281528656992,0,0,0,0,0,0,0,0.140215673588603,0,0,0,0,0,0,0,0,-0.044771473192259,0,0,0,0,0.0264747925981193,0.164949113295302,0,0,0.072421119161173,0,0,0,0.00334732684539417,0,-0.0179368819054138,0,0,0,0,0,0.239757464535375,0.0237378998073682,0,0,0,0,0,0,0
X601898.SH,0.142615563799148,0.017155988956394,0,0,0,0.265560021232531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26147615517911,0,0,0,-0.062442013637115,0,0,0.0166983255014321,0,0.291555208485978,0,0,0.134749936213934,0,0,-0.0909460269489192,-0.0351723700065958,0,0,0,0,0.0121629899770939,0,0,0,0,0,0,0,0,0.00981167725392666,0.0124436985736507,0,0,0,0,0,0
