,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X000301.SZ,X600010.SH,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X600027.SH,X600995.SH,X000786.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600378.SH,X600348.SH,X600141.SH,X600688.SH,X600157.SH,X000630.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.574429530189797,0,0,0,0,0,0,0,0.167559584659185,0,0,0,0,0,0,0,0,0.0401824458142655,0,0,0,0,0,0,0,0,0,0.112205291592548,-0.0155917072107428,-0.0229020871927497,0,0,0,0,0,0,0.0699043411617641,0,0,0.0173051441447511,0,0,0,0,0,0,0.0528402457459777,0.0535901455060796,0,-0.00803733721260186,-0.0198894360782385,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.360380755590677,0,0,0,0,0,0,0,0,-0.0493373153953853,0,-0.0175250060077095,0,0,0,0,0,0,0,0,0,0.0717924458330483,0.0188517040878566,0.126208858374678,0,0,-0.00575408175402961,0,0,0.0508913416012622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144332754598261,0,-0.000345256255741266,0,0,0,0,0,0,0
X600028.SH,0.669491144226617,0,0,0,0.0263356510515977,-0.0396553378444197,0,0,0.0323532505694325,0,0,0,0,0,0,0.00386195624024632,0,0.015947372717016,0,0,0,0,0,0,0,0,0,0,0.00346396899004643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652946832290753,0,0,0,0,0.00749027666934408,0,0.0759753897718675,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148806626892434,0,0,0,0,0,0,0,0.0841980902492403,0,0,0.0425193946210152,0.146633097507206,0,0,0.0931242111529155,-1.73472347597681e-18,0.330792033735302,0,-0.0434943888326736,0,0,0,0,0.00298862189137645,0,0.00611578403083577,0,0,-0.277872448808771,0,0,0,0,0,0,-0.00537691021061209,0,0,0,0,0,0,0
X600188.SH,0,0.745507307311792,0,0,0,0,0,0,0,0,0.0789498539828117,0,0,0,0,0.0420709688970536,0,-0.0692668669083001,0,0,0,0,0,0,0,0,0,0,0,0.0509397342175775,0,0,0,0,0.00693913639070257,-0.0549984374294359,0,0,0,0,0,0,0.188622860474915,0,0.0367274337620925,0,0,0,0,0,0,0.0028519398238076,0.0570376006962089,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.414779859128033,0.160623197189838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551519101860754,0,0.000489479356149439,0,0,0,0,0.0996113714041355,0,0,0,0,0,0,0,0,0,0,0.00500081460406653,0.0262877167482711,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694343549031225,0,0,0.0577615993949506,0,0,0.0314332045030586,0,0.106563706005607,0,0,0,-0.137491519862437,0,0,0,0,0,0.417976801328077,0,0,0,0,0,0,0,0.0382493202763038,0,0,0,0,0,0,0,0,0.129126779001301,0,0.00513925932466023,-0.017160792425507,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.43308041688125,0,0,0,0,0,0,0,0,0,0,-0.0261790065246745,0.0813616742496903,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.160995909677338,0,0,0,0,0,0,0,0,0,0.0349574760380452,0.187131230356094,-0.0466110161315198,0,0,0.116272734265898,0,-0.0151080642151251,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.221104760998079,0,0.079930599199235,0,0,0,0,0,0.306919857341261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103641406087053,0,0.103590588920299,0,0,0,0,0,0,0,0,0.0143430574612857,0,0,0,0,0.0395051539960093,-0.0142679071370485,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.116723656770453,0,0,0,0,0,0,0,0.177408050988375,0,0,0,0.161527830781228,0,0,0.0145701072397243,0.120956562676126,0,0,0,-0.0779545986137323,0.109087729416222,-0.0420270460474625,-0.00432870063835391,0,0,0,0,0,0,0,0,0,-0.0490369909433522,0,0.0137898949239268,0,0.171260368439253,0,0,-0.00467244752269681,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0684480533478377,0,0,0,0,0,0,0,0,0,0,0,0,-0.00521676553160162,0.00110742065356505,0.0615110324389188,0,0,0,0,0,0,0,0.250549368566144,0,0.448916672484518,0,0,0,0,0.0295088102328087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025045244673419,-0.0105065031286254,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0635501095493901,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.468073307824483,0,0.2358485974203,0,0,0.00838164563597105,0,0,0.0654466647513544,0,0,0,0,0,-0.213039280516505,0,0,0,0,0,0,-0.0780513540997589,0,0.0285619670082102,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0233247858245342,0,0.110564911526087,0,0,0,0,0,0,0,0.0264060501795637,0,0.0296338316254449,0,0,0,0,0,0,0,0,0,0.0811032254819261,0,0,0,0,-0.00741029291342296,0.137958753453625,0,0,-0.0249050859334745,0,0,0.12018486718697,0,0.140211144920547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354939678119617,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.145235743644735,0,0,0.0945937471614297,0,0,0,0,0,0,0,0,0.125800016276432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012461137636533,0.147194847467861,0,0,0,0.196998415583975,0,0,0,0,0,0,0,0,0,0,0,-0.0029289513698407,0.0833704120482112,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0476712627906866,0,0.323360762104713,0.115294253789125,0,0,0,0,0,0,0,0,0,-0.0333957499738176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395616578019355,0.067154591341269,0,0,0,0.0119337514607189,0.0345696718686984,0,-0.0266194428632196,-0.0587783629319717,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0486630598819814,0,0,0,0,0,0,0,0,0,0,0,-0.233101180510545,0,0,0,-0.758505364567867,-0.373501073837791,0.225752709311308,0,0,0,0,0,0,0.080939163152133,0,0,0,0.347160186233621,0,0,0,0,0,0,0,0.0683146917003134,0,0,0,0,0,0,0.313949984063217,0,-0.0740043663901161,0.117309716110794,0,0,0,0,0,0
X600010.SH,0,0.0141893871827343,0,-0.0251075208046698,0,0,0,0,0,0,0,0,0,0.185320141451859,0,0,0,-0.0739974399921782,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0107146847606316,0,0,-0.0204034102047993,0,0.143203539971632,0,0,0,0,0,0,0,0,0,0,0,0.342995353182156,0,0,0,0.0178725768990445,0.0812794813370854,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110408439254928,0.361328998317034,0,0,0,0,0,0,0.0815913308790024,0,0,0,0,0,0,0,0,0,0,0,-0.0260958394194921,0.0541138065178846,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0816608486757345,0,0,0,0,0,0,0,0,0.0249172193520651,0,0.0122792487824403,-0.0750434356444837,0.175329979785456,0,0,0.113303753210055,0,-0.0300535339313573,0,0,0,0,0,0,0,0,0,0,0,0.741737825728938,0,0,0,0,0,0,0,0,0,0.00502141142212598,-0.0623178828851696,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.276598300558191,0,0.0127060579834548,0,0,0,-0.0092081088421714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360110363056052,0.34909184000623,0,0,0,0,0,0,0,0,0.00407002845735632,0,0,-0.0086154676362498,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.0436531979998486,0,0,0,0,-1.73472347597681e-18,0,0,0,0.094496865864133,0,0.0100110292881592,0.0612086789968122,0.136511076037585,0,0,0,0,0,0,0,0,0,0,0,0,0.268770699041196,0,0,0,0,0,0,0.034181704260836,0.190997427090641,0,0,0,-0.0157050958113497,0,0,0,0,0,0,-0.0150615991005822,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0134957782490072,0,0,0,0.154083990368259,0,0,0,-0.161394750016228,-0.00716110044639171,-0.123973472794053,0,0,0,0,0,0,0,0,0.109115654512488,0,0.0773781440290797,0.0393826222773247,0.133463081229811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391938724669416,-0.00179118724010598,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.205151107603911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.507450456371661,0,0.0459505949696558,0,0,0,0,0.0525482181653625,-0.12566937952979,0,0,0,0,0,0,0,0,0,0,0,-0.289671161274935,0,0,-0.0134161139030225,0,0,-0.242159578530712,0,0,0,0
X600426.SH,0,0,0,0.305937081030041,0.036884133747398,0,0,0,0.127964488945587,0,0,0,0,0.0739048937213855,0,0.00879040170777316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173576235940185,0,-0.135084072804595,0.0585004155130868,0,0,0,0,0,0,0,-0.0162288815975482,0.146712933580797,0,0,0,0,0.0589118525198825,0,-0.00619172206755438,0.0309362441070308,0.0749434234879171,0,0,0,0,0
X600362.SH,0.00117289546245759,0,0,0,0,0,0,0,0,0,0.0937324386934316,0,0,0,0,0,0.0569741500136315,0,0.0947392097310282,0.0730284657935584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200586967676779,0,0,0,0,0.202950636339521,0,0.304809645392045,0,0,0,0,0,0,0.00725282716151434,0,0,0.00255405149864922,0,0,0,0,0,0,0
X600176.SH,0,0.244484298541315,0,0,0,0,0.00418909873180694,0,0.0909509605563691,0,0,0,0,0,0,0,0,-0.0829186449484013,0,0,0.325864636846181,0,0,0,0,0,0,0,0,0,0,0.227601725060774,0.303620617190202,0,0,0,0,0,0,0,0.0923954338858471,-0.15658537588674,0,-0.189676784611979,0,0,0,0,0,0,0,-0.00898394416161524,0.023522849632916,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.253697899163911,0,0,0.291364658785986,0,0,0,0,-0.122038877248639,-0.213456595261694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199587448163672,0.346640883118436,0.0543067987786778,-0.0180649670726594,0,0,0,0,0.0772087459417486,0,0,0,0,0,0,0,0,0,-0.0845000225982955,0,0,0,0,0.0115011444438923,0,0,0,0,0,0,0
X600803.SH,0.194513772793332,0,0,0,0.281211834389291,0,0,0,0,0,0,0,0,0,0,0.0490696900629557,0,0,0.095066775121905,0,0,0,0,0.00787377428894157,0,0,0.0552458522192945,0,0,0,0.0402237385268725,0,0,0,0,0,0,0,-0.158659234072785,0,0,0,0,0,0.162387019559276,0,0,0,0,0,0,-0.0384560402725373,-0.11137212745158,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.153991316442246,-0.333795463662169,0,0,0,0,0,0.402061177118399,0,0,0,0,0,0,0,0,0,0,0.513377329962263,0,0,0,-0.147311561755391,0,0,0.128065707767989,0,0,0,0,0,-0.0553393859682565,0,0,0,0,0.329820663469651,0,0.116504961831661,0,0,0,0,0,0,0,0.287153595436599,0.0115765375257668,0.0789826010157777,0,0,0,0,0,0
