,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600660.SH,X000301.SZ,X600010.SH,X000877.SZ,X600188.SH,X600011.SH,X601600.SH,X002271.SZ,X000708.SZ,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X002080.SZ,X600426.SH,X300037.SZ,X000408.SZ,X600803.SH,X600096.SH,X600141.SH,X600219.SH,X601991.SH,X000723.SZ,X600795.SH,X000786.SZ,X002407.SZ,X600399.SH,X600295.SH,X000825.SZ,X600489.SH,X600027.SH,X600352.SH,X600688.SH,X002353.SZ,X300073.SZ,X600160.SH,X002409.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0940036453560316,0,0,0,0,0,0,0,0,0,0.0610434456937444,0,0,0.0782990204264635,0,0,0,0,0,0,0,0,0,0.0274587180599879,0,0,0,0,0,0.0236006683479846,0,0,0,0,0,0,0.0665827394513359,0,0.10811030579108,0,0,0.0169994917323891,0,0.0854770674595546,0.097440965080074,0,0,0,0,0,-0.00587225523880233,0,0,0,0,-0.077986023317735,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0544686504909428,0,0,0.03724661689832,0,0,0.0564872684714889,0,0,0,0,0,0,0,0,0,0.00103264542307616,0,0.0187970148944136,0,0,0,0.0162892120075569,0,0,0,0,0,0,0,0,0.153860049355663,0.0150319352751219,0,0,0,0,0.134198484176993,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0552691586124907,0,0.140600186942926,0.0391110408356141,0,-0.0669048087772085,0,0,0.308849508190715,0,0,0,0,0,0.0767414303397442,0,0,0.102728134006713,0,0,0,0,0.0123937585329483,0,0,-0.0782111524305348,0,0.10422779196409,0,0,-1.0842021724855e-19,0,0,0.0157059250700161,0,0,0,0,0,0,0.0327354272175073,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140769044608935,0,0,0,0.172649820109183,0,0,0,0,0,0,0,-0.0290885030203874,0,0.0284332259381233,0,0,0,0,0,-0.0547598399837765,0.0430839579661262,0,2.16840434497101e-19,0,0.00527510431989703,0,0,0,0.0153918428313029,0,0,0,0,0.0228429425747182,0,0
X002460.SZ,0,0,0,0,0,-0.0323583601822455,0,0.0589978294460345,0.0300386093992155,0.505121769010401,0,0,0,-0.0417027961808358,0,0,0,0,0,0,0,0,0,0,0,-0.110803010284887,0,0,0,0,0,0,0,0,0,0,0,0.297813295419525,0.168466986887789,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0532095270779259,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0391235078471972,0,0,0,0,0,0,0,0,0.498405480693825,0.0211261434289562,-0.0397219677188692,0,0.234194444159679,0,0,0,0,0,0.0668450075748065,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172014581130866,-0.012700639336963,0,0,0,0,0,0,0,0,0,0,0.193537448737764,0,0.000270483827596248,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.252735044643219,0,0,0.258387996766924,0,0.0542268752514659,0,0,0,0,0,0,0,0,0,0.0848543617356181,0,0,0,0.0725928888102327,0,0,-0.138847523834306,0,0,0,0,0,0.0470471321746461,0.135309498567447,0,0,0,0,0,0,0,0.400091076130495,0,0,0,0,0,0.0374933867122046,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0942686856579793,0.1454135039282,0,0,0,0,-0.00425859022119479,0,0,-0.128905390496335,0,0,0,0,0.130303227530321,0,0,0.288400004539511,0,0,0,0,-0.0031683397999658,-0.0802839076914876,0,0,0,0,0.0838001896028074,0,0,0,0,0,0,0,0.0604581741027156,0,-0.262410412500842,0,0,0.114680748080134,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.203213415051561,0.083862547214935,0.187681229415724,0,0.149286482768768,0,0,0,0.118323839007338,0,0,0,0,0,0,0,0,0,0.11792008161067,0.0665891751378844,-0.1053279172984,0,0.102808301590513,0,0,0,0,0,-0.000908140804178936,0,0.262015270342479,0,0,0,0,0,0,0,0,0,-0.0279590170775902,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.410347190205343,0,0.150473513101261,0.0198306466109205,0,0,0,0.0573750605559839,0,0,0,0,0,0.00930870178312495,-0.0523005457121602,0,0,0,0,0,0,0,0.0240310420832805,0,0.151235063287743,0,-0.0136520357937988,0,0.0625726773082833,0,0,0,0,0,0.00880201089663683,0.0369137714995185,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
