,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600299.SH,X002466.SZ,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X000539.SZ,X000983.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X600098.SH,X002092.SZ,X600021.SH,X600623.SH,X600578.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.279201993917764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624992721610093,0,0,0,0,0.0117870395977444,0.131411449110274,0,0,0,0.0581798200403278,0,0,0,0,0,0,0,0,0,0,0,0,0.0173843139737117,0,0.0074069263323128,-0.0268835287102657,0,0.0196273406893709,0,0,0,-0.000257920256909336,-0.00497816298946486,0,0,0,0,0,0
X600028.SH,0.540821572087418,0,0,0,0,0,0,0,0,0.163317906770274,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0461306763099279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261573355149537,0.0190317494767169,0,0,0,0.116637671960202,0,0,-0.0303683205689477,-0.131100069349506,0,0.00292515445095709,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.182046932153245,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0142213900875197,0,0.0975369458505123,0,0,0.120641473921793,0,0,0,0,0,0,0,0,-0.0211669167362996,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00551632837806992,0,0.0553389438530008,0,0,0.176583343344909,-0.0314041512122304,-0.0243497588588462,0.00735078591850998,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.57916712128732,0,0,0,0,0,0,-0.14801591171344,0,-0.0502485779235503,0,0,-0.02959768825917,0,0,0,0,0.122215848538588,0.0614243236031821,-0.155389196496066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263349360272219,0,0.0943062080012393,-0.0731927441536556,0,0,0.00862920105484828,-0.00919150862790864,0.000903828782661822,0,0,0,0,0,0
X600011.SH,0,0,0,0.0245136646604923,0,0.0842242098459632,0,0,0,0,-0.0428094195652741,0,0.22376947372273,0,0,0,-0.0567371484865184,0.479863270952313,0,0,0,0,0,-0.0944607443619555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688794443918802,0.012472250733142,0,0,0,0,-0.0137022576805263,0.00535037380046445,0.0144465121278358,0,0,0,0,0
X600585.SH,0,0.306840601198272,0,0,0,0,0,0,0.243917650499465,0,0,0,0,0,0,0,0.19105978036292,0,0,0,0,0,0,0.0615337539866397,0,0,0,0,-0.00716230513892309,0,0,0,0,-0.475024285982934,0.077466131762543,0,0,0,0,0,0.0733434623412508,0,0,0,0,0,0,0,0,-0.104644925578907,-0.0221943849468994,0.00570594874458027,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0566199545447085,0,0,0,0,0,0,0,0,0,0,0,0.252010120739856,0,0.0268933289734388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140820754184638,0.0642025306150348,0,0.108630146817215,0,0,0,-0.0106630348461108,-0.00414260709433589,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168909233064703,0,0,0,0,0,0,0,0,0,0.0581912869963685,0,0.0525839127819439,0,0,0,0,0,0,0.204432318505292,0,0,0,0,0,0,0.101914968124089,0,-0.0234082582822047,0,0.0638402332404818,0,0.0365657867068553,0,0,0,0,-0.00434506837190117,-0.000128797746571586,0,0,0,0,0,0
X601600.SH,0,0,0,0.0197977719960457,0,0.079285192575862,0,0,0,0,0,0,0,0.292005509246285,-0.0277528289600015,-0.0745683014847008,0,0,0,0,0,0,0,0,0.0524732556851361,-0.151611943210073,0,0,0,0,0,0,0,-0.0428977941053477,0,0,0,0.296915217481998,0,0,-0.0213220893761828,0,0,0,0.110728128629905,0.167014122352677,0,0,0,-0.0418445060761084,-0.00478983765617017,0,0,0,0,0,0,0
X600688.SH,0.148188694735468,0.344508391893313,0,0.034774829013517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175963088289388,0,0,0,0,0,0,0,-0.0151728361842701,0,0,-0.0496730840814924,0,0,-0.0748180056065328,0,0.0716792658900628,-0.0779587384605524,0.0124331100888963,-0.0060947145743144,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0776300479350659,0,0,0,0,0,0,0,0,0,0.0065459473991446,0,0,0,0,0,0,0,0,0.778654569115904,0,0,0,0,0,-0.0358693104723351,0,0,0,0.0240999523058403,0,0,0,0,0,0.0054798384695821,0.0719477260423076,0,0,0,0,-0.0278161668420409,0,0,-0.11538024327369,-0.020564075344042,0.00949394430855502,0,0,0,0,0,0
X601991.SH,0,0,0,-0.0117730801770534,0,0,0.0588929516141611,0,0.0834155576622475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985396778272741,0,0,0.00426944838523591,0,0,0,0,0,0,0,0,0,0,0,0.0358029548435815,0.126063987513504,0,0,0,0,0.14575051604291,0,0,0.0300648074553378,0.00293589367862065,-0.00853867905885246,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.134733803586564,0,0,0,0,0,0,0,0,0.0330365949742095,0,0.113762386186213,0,0,0.00204271386150835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903717636398481,0,0.0709168650727449,0,-0.0207792910984656,0.00897504518770616,0,0,0,0,0,0
X600362.SH,0,0,0,-0.179730657546795,0,0.0499542577995778,0,0,0.129729110873022,0,0,-0.0748339273248932,0,0,0.0713770554630436,0,0,0,0,0,0,0,0,0.060397419681775,0,-0.168285697912306,0,0,0,0,0,0,0,0,0.5726883533116,0,0,0,0,0,0.00747126792875552,0,0,0,0,-0.0306862772362236,0,0,0.436595755558918,0.0977491893731622,-0.00717981685840432,0.00774962317240084,0,0,0,0,0,0
X600309.SH,0,0,0,-0.218209141357534,0,0,0,0,-0.0302240427324397,0,-0.0492670409356018,0,0,0,0,0,0,0,0.0292414134323343,0.00735911407838076,0,0,0,0,0,0,0,0,0.0959304409638201,0,0,0,0.296063294216078,0,0.0552682053352709,0.260987280891438,0,0,0,0,-0.0189217904432633,0,0,0.00715981822971485,0.00901366522925547,0,0,0,0,0,-0.0311626416513944,0,0.163479794212372,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140979719013003,0,0,0,0,0.0296118237906287,0,0,0,0,0,0,0.008052906332967,0,0,0,0,0,0,0,0,0.210486981242506,0,0,0,0,0,0,0,0,0,0,0,0.152287023054463,0,0,0.144128775312244,0.00658386666115312,0.0117301214768678,0,0,0,0,0,0
X600188.SH,0,0,0,-0.006906208149264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406344306451103,0,0,0,0,0.0317890471167263,0,0,0,0,0,0,-3.46944695195361e-18,0.0161135107198073,0,0,0,0,0,0,0,0.475515719027115,0,0,0,0,0,-0.149101964084562,-1.73472347597681e-18,0,0.00080881986027664,0.128910030868289,0.0208132256180149,-0.00773556625486464,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.192624880652058,0,0,0,0.0894860408411737,0,0,0,0,0,0,-0.000167456053913542,0,0,0,0,0.0830813843429331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538647869412842,0,-0.0228075530338675,0.00291600279454914,0,0,0,0,-0.0421204130747399,0.0051231938295531,8.48747994523857e-05,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0967029565570229,0,0,-0.10240455698614,0,0,0,0,0,0.0698258939391387,0,0,0,0,0,0,0,0,-0.0491035003213161,0,0.0272229010133858,0.437289325345958,0,0,0,-0.0420547166680246,0,0.0356735678255194,0,0,0.0757522486407563,0,0,0,0,0.0926744030491073,0,0,0,0,0,0.302974850791303,0,0,0,0.0100186250456198,-0.0109228301036151,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151568640378555,0.0318736452002342,0.126792327910998,0,0,0,0,0,0,0,0,0,0.0823305352616323,0,0,0,0,0,0,0,0,0,0,0.0391952417210948,0,0,0.118454456543028,0,0,0,0,0.0292850468049989,-0.0247936952256206,0,0,0.165623686598691,0,-0.00134610637316189,0.0062121712229288,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0257235043872507,0,0,0,0,0.0362122874483285,0,0,0,0.167502901249664,0,0,0,0,0,0,0.381599686949671,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315238593149855,0,0,-0.0280826694073329,0.0170008906140608,0.0119996806466568,0.0689513541178056,0,0,0,0,0.00362035534641999,0,0,0,0,0,0
X600886.SH,0,0.177533631153656,0,0,0,-0.00546242098553684,0,0,0,0,0,0,0,0.0637587999797087,0.11570331408472,0,0,0,0,0,0.162713503356464,0,0,0.00551096214734871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834648582868727,0,0.0133220341551056,0,1.35525271560688e-20,-0.000650338756956471,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814236833164167,0,0,0,0,0,0,0,0,0,0.103015481983832,0,0,0,0,0,0,0.0422084117930066,0,0,0,0.16461070985187,0,0,0.0630429877187314,0,0,0,-0.0046309158993572,0,0.0102561573011253,0.0943946267133324,0.059338355680157,0,0,0,0,-0.0117536840321236,0.00484064509921649,0,0,0,0,0,0
