,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X600688.SH,X601991.SH,X600027.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600157.SH,X601992.SH,X600299.SH,X002075.SZ,X600660.SH,X000709.SZ,X601158.SH,X000898.SZ,X600623.SH,X000792.SZ,X002466.SZ,X600309.SH,X000883.SZ,X000539.SZ,X600583.SH,X600578.SH,X000027.SZ,X600547.SH,X600352.SH,X000630.SZ,X600489.SH,X600160.SH,X000629.SZ,X002470.SZ,X600098.SH,X600176.SH,X000959.SZ,X300072.SZ,X600021.SH,X600022.SH,X000825.SZ,X000983.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.132776765248949,0,0,0.102125992688835,0,0,0,0,0.0784272577931404,0,0,0,0.0233712505007614,0,0,0,0,0,0,0,0,0,0,0.127258089586843,0,0,0.0393557074693013,0,0,0,0,0,0,0,0,0,0,0,0.0103551784055757,0.0277715137620122,0,0.0176078539122758,0.0077295119917787,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0402946490530086,0,0,0.128211621080155,0,0,0,0,0.00210004965440468,0.0785517981435768,0,0.0858305339073162,0,0,0,0,0,0,0,0,0,0,0,0,0.0553552714077949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827297486114121,0,0.00929235913253046,0.000661551996555772,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.446482888990775,0,0,0,0,0,0,0,0.00700539717863673,0,0.0152691984307255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204431100159852,0,0.092174464821606,0,0,0,0,0,0.286248413627024,0,0,0,0,-0.0219643775855855,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0570159088352556,0,0.0716004670181917,0,0,0,0,0,0.116377929823725,0,0,0,0,0,0,0,0,0,0,0.0573835258846919,0,0,0,0,0,0.0760834722799749,0,0,0,0,0,0,0,0,0,0,0.0865887878485497,0,0,0,0.0599633806862236,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167586574286063,0.337253060609922,-6.93889390390723e-18,0,0,0.00584417938523561,0,0,0,0,0,-8.67361737988404e-19,0.0182994624732468,0,0,0,0,0,0,0,0,0,0,0,0.0836267556989149,0.0318002443716721,0,0.0580650437827044,0,0,0,0.170913770418935,0,0,0.134337964950854,0,0,-0.0115402135815476,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115784617343121,0,0,0,0.683936699360266,0,0,0,0,0,0,0,0,0,0,0.0358919408710589,0,0,0,0,0,0,0,0.057730168528484,0,0,0.0180941421405046,0,0.0765382781431262,0,0,0.00999547993198171,-0.0827912819118308,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00874950645740424,0,0.187587601823286,0,0,0,0,0,0,0,0,0,0.0999098685622104,0.0131924786056576,0,0,0,0,0,0.173260453023711,0,0.00661904970538585,0.0295394800830515,0,0,0,0,0,0.00637925647347301,0,0.0085762205043979,0,0,0,0,0,0,0,0.0422791503150909,0,0,0,0,0.0444833727467455,0,0,0.0142150625250556,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0997836588432505,0,0.0341391348504643,0,0,0,0,0,0,0,0,0.0243474933219488,0,0,0,0,0.075809944348332,0,0.0589226856912922,0,0,0,0,0,0,0.0589368375251241,0,0,0,0,0.00468213660483905,0.127600467963421,0,0.0873332185513937,0,0,0,0,0,0.211894235514736,0.0351496844642535,0.0747515933640418,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0721678559412981,0,0,0,0,0,0,0,0.218087632585335,0,0.353323072285401,0,0.0318626727757644,0.00774651517507783,0,0.0356115263288356,0,0,-0.0107997105213239,0,0,0,0,0,0,0,0,0,0,0.0455753309206034,0,0.0236235372653826,0.0884582308954232,0,0,0,0,0,0,0.00413496498314986,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105606200284674,0,0,0,0.0410135935621812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000547625419408049,0,0.0301572151788599,0,0,0,0.0785865639724444,0.0305434502613515,0.144952866868039,0,0.0194922613142539,0,0.230291844787536,0,0,0,0,0,0,-0.00606845486679785,0,0,0,0,0,0
