,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X000301.SZ,X002466.SZ,X600489.SH,X600160.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X600176.SH,X000877.SZ,X002128.SZ,X601699.SH,X000630.SZ,X000408.SZ,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X600157.SH,X002353.SZ,X600352.SH,X600378.SH,X000831.SZ,X600995.SH,X002271.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0631781473661138,0,0,0,0,0,0,0.302881629020537,0,0,0,0,0.0762786210299051,0,0,0,0.216520175268481,0,0,0.0651758465066742,0,0,0,0,0,0,0,0,0,0,0,0.020989640874743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100622030960034,0,0
X601088.SH,0,0,0,0,0.457235918960578,0,0,0,0,0,0,0,0,0,0,-0.0982444321204765,0,0,0,0,0,0,0.00194909484354508,0,0,0,0,0,0,0,0,0,0,0,0.150489321649194,0,0,0,0,0,0,0,0.0474286390327928,0.0142962086603442,0,0,-0.00628778054800829,0,0,0,0,0,0,0,0,0,-0.0243571300658395,0,0
X600028.SH,0.527110608017656,0,0,0,0.159898830731302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263543138510887,0,0,0.109762817504602,0,0,0,0,0,0,0,0,0.0808838472162604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347976036358808,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850255955201351,0,0.0706178932236909,0,0,0,0.118381081363878,0.0312495741309247,0,0,0,0,0,0,0.0433992672189941,0.00950831504464855,0.10613603900448,0,8.67361737988404e-19,0.20206798460214,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0867856128557539,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.105201524768543,0.129436468099743,0,0,0,0.11075587111526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148778551747428,0.0718533508524085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344788519993228,0,0
X600019.SH,0.126291733951394,0,0,0,0,0,0,0,0,0.252385266580472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112645417295024,0,0,0,0,0,0,0,0,0.125955291026027,0,0,0,0,0,0,0,0,0.0866034060280043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00749140941855022,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483448741205358,0,0,0,0,0.291860127723614,0,0,0,0,0,0,0,0,0.155689103834605,0.292080374971628,0,0,0,0.0563514764643103,0,0,0,0,0,0.153331542654756,0,0,0,0,0,0,0,0.120451622492192,0,0,-0.0458689295085156,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.109197392617752,0,0,0,0,0,0.0395397670350828,0.278643107930738,0,0,-0.101401967027382,0,0.0567503780487397,0,0,0,0,0,0,-0.0991190919216798,0,0,0.0239043344072887,0,0,0,-0.147002480428436,0,0.0266537301241881,-0.0957402025290554,0,0,0,0,0,0,-0.0521001711900016,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.190924330598792,0,0.168362355649375,0,0,0,0,0,0,0.00461049495762223,0,0,0,0,0,0,0.0123034651461262,0,0,0.0522452468162888,0,0,0,0,0,0,0,0,0,0.265267136103165,0,0,0,0,0,0,0.0861641441838408,0,0.00966408229039354,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0352740592545732,0,0
X601600.SH,0,0,0,0,0,0.389600316148122,0,0,0,0,0,0,0,0,0,0,0,0,0.282920109766235,0,0,0,0,0,0,0,0,0.41016143601419,0,0.23294135756605,0,0,0,0,0,0.0884134885918814,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.223062524195994,0,0,-0.0264194580238347,0,0,0,0,-0.0128955208861571,0,0
