,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X600098.SH,X000629.SZ,X600863.SH,X600307.SH,X600808.SH,X600489.SH,X600578.SH,X601918.SH,X600623.SH,X600160.SH,X600547.SH,X600612.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.781504224293236,0.0737222315317744,0,0,0,0,0,0,0,-0.0494540189291302,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0691993893778907,-0.00354653287808566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390477145294716,0,0,0,0,0,0,0,-0.0116229360173359,0,0.0502224119602985,0,0,0,0
X600028.SH,0.385242748695447,0,0.166840532455337,0,0.0148972795796783,0,0.166561728007257,0,0,0.0167137210100637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114988854050692,0,0,0.00743325019732364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206000401259427,0.107107567569754,0,0,0,0,0
X601088.SH,0,0,0,0.00215412228021408,0.29216166567148,0.102736323889135,0.0952308996137293,0,0,0,0,0.104456547121302,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.154777890674575,0,0,0,0,0,0,0,-0.0070700747294075,0,0,0,0,0.0232459046108071,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.210477175463266,0.24019223333567,0,0,0,0,0.36910850314315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257632663723161,0,0,0,0,0,0
X600010.SH,0,0,0.0064323882556357,0,0,0.0208793068477313,0,0,0,0,0,0,0,0,0,0,0.0451857749549375,0.325198383887944,0,0,0,0,0,0,0,0,0,0.10893144324651,0,0,0,0,0.0849146622549066,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.105267314017569,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.166211009742536,0.0706470247225949,0,0,0,0,0,0.0542427955117393,0,0.0362092564171576,0,0,0,0,0,0,0.176178297718289,0,0,0,0,0.06196179538204,0,0,0,0.129794200339278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128221814027368,0,0,0,-0.0252990346184386,0,0,0,0,0,0,0
X600585.SH,0,0,0.0262242791363007,0,0.0254754974436015,0.109784404775098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321635237615897,0,0,0,0,0,0.267503686367184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.00225913013744289,0,0,0,0,0,0.176920960652344,0,0,0,0,0,0,0,0,0.00641350170275595,0,0,0,0.0694576847837034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189018755026789,0.0608472176105299,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.00653756420890585,0.174529123101828,0.0966353457524381,0,0,0,0,0.00652906672709692,0,0.0330546030800339,0,0.0925551077613196,0.0759036456330969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149549605041056,0,0.0174495022691283,0,0.199418471411706,0,0,0.0098834732858851,0.0308302035546598,0,0,0,-0.00129758709698984,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.01634664172705,0,-0.195739609980811,0,0,0,0.184386341021559,0,0.262426709180581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149626043839577,0.066182437767394,-0.0243258614962369,0,0,0.00664520144117695,0,0,-0.0399856495614964,0,0,0,0,0,0
