,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000792.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600021.SH,X002466.SZ,X000883.SZ,X600623.SH,X600660.SH,X600098.SH,X002470.SZ,X601918.SH,X600863.SH,X000060.SZ,X600489.SH,X600307.SH,X600808.SH,X002004.SZ,X300072.SZ,X000629.SZ,X600022.SH,X600547.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.554350208822319,0,0,0,0,0,0.0923396022010405,0,0,0,0,0,0,0,0,0,0,0,0,0.0416654459905137,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0298541647924621,0,0,0,0.0157594666080648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266481345110901,0.0294666007664493,0,0.0824337391371112,0,0,0,0
X600028.SH,0.11022194204962,0,0.232998304438242,0,0,0,0,0.0563233174604988,0,0,0,0,0,0,0.157317606827087,0,0,0,0,0,0.0243925737337754,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0865866252033728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114282119642953,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,1.73472347597681e-18,0,0.207705446688435,0.0220731848011567,0,0,0,0,0.462731091442878,0.0434057421888188,0,0,0,0,0,0,0,0.0961395165711915,0,0,0,0,0,0,0,0,0,0,0.0629445204535323,0,0,0,-0.0707149879193123,0,0,0,0,0,0,0,-0.0334086612347685,0.0158669825102052,0,0,0,0,0,-0.0190829696518737,0,0,0,0,0,0,0
X600011.SH,0,0,0.076821253186814,0,0,0,0,0,0,0,0,0.33464227189591,0.0949752038084561,0,0,0,0,0,0,-0.0139642740460551,0,0.245954095173932,0,0,0,0,0,0,0,0,0,0,0.124790324921003,0,0,0,0.0798210545666277,-0.0552090052098109,0,0,0,0,0,0,0.000939179191843237,0,0,0,0,0,-0.00195271297080166,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0569669517244965,0,0,0,0,0.0787034753521969,0,0,0,0,0,0,0,0,0.0018146102882145,0.149287736816917,0,0,0,0,0,0,0.178226547959359,0,0,0,0,0,0,0,0,0,0,-0.0739250069800407,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.073936136521349,0.331967346972762,0.0394390369863073,0,0,0,0,0.0310446229929262,0,0.0705923168786913,0.120736375585778,0,0,0,0,0,0,0,0,0,0.021993730242771,0.0305212505668295,0.00871433453449721,3.46944695195361e-18,0,0,0,0,0,0,0,0.0851321991685638,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0177946970350424,0,0,0,0,0,0,0
X600585.SH,0,0,0.116239298028448,0,0,0,0,0,0.301958876762454,0,0,0,0,0,0,0,0,0,0,0,0.12444714515399,0,0,0,0.164204171837047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0316732738122885,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0863276918756884,0,0,0,0,0.170081494916765,0,0,0,0.151746194166573,0,0,0,0.15350335316488,0,0,0,0,0,0,0,0.0540481594035776,0.0113699593897078,0,0,0,0,0,0.305814490127539,0,0,0,0,0,0,0,0,0,0,0.0126963811846878,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0.0748477209285739,0,0,0,0,0,0,0.0228330141713646,0,0.074457852256457,0.217010131682949,0,0,0,0,0,0,0,0,0,0.0325113211625041,0.0999451768929013,0,0,0,0,0,0,0,0.0357680241291921,0.205777329745473,0,0,0,0,0.0368237737701917,0,0,0,0,0,0.0213691403364278,0,0,0,0,0,0,-0.0213150878805849,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026295763255206,0.316808980562674,0,0,0,0,0,0.222994619391389,0,0,0,0,0.0733840160554079,0,0,0.153840741553802,0,0,0,0.0434572286844953,0,0,0,0.0208605601601209,0,0,0,0,0,0,0,0,0,0,-0.00196777917478685,0,0,0,0,0,0,0
