,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X600547.SH,X600010.SH,X000301.SZ,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600803.SH,X601699.SH,X601991.SH,X600027.SH,X000983.SZ,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X000408.SZ,X600096.SH,X000723.SZ,X000807.SZ,X600219.SH,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600157.SH,X600688.SH,X600985.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.621438816125753,0,0,0,0,0,-4.33680868994202e-19,0,0.0882814693327734,0,0,0,0,0,0,0,0,0.0762999137014296,0,0,0,0,0,0,0,0,0,0,0.144172614684349,-0.0227143412115671,0,0,0,0,0,0,0,0.0430889444898199,0,0.064636356927006,0,0,0,0,0,0,0.0283850944459569,0,0,-0.00953060563906197,-0.0248264987165361,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.37022076208755,0.0120179082196191,0,0,0,0,0,0,0,0,0,0.00857598724587352,0,0,0,0,0,0,0,0,0,0.0865166160740657,0.137196458487266,0.0486158385291421,0.0370636148941369,0,0,0,0,0,0.0461065526080764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063153797080545,-0.05094184631074,0,0.00357781888720582,0,0,0,0,0,0,0
X600028.SH,0.685272477678124,0,0,0,0.0248552798077535,0,0,0,0,0,0,0,0,0,0,0,0,0.00423197505209808,0.0129388097496311,0,0,0,0,0,0,0,0,0,0.00634245169111586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0771381656124566,0,0.0128442598548325,0,0.00600078559942167,0,0.0893960358324902,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126112627201158,0,0,0,0,0,0.104723242599093,0,0,0.153033142758116,0.0587437200292477,0,0.117774921224953,0,0,0.332012582861263,-0.087429691846464,0,0,0.0268708578368929,0,0,0,0,0,0,-0.268790135591321,0,0,0,0,0,0.089344467132308,0,-0.0103448893938543,0,0,0,0,0,0,0
X600188.SH,0,0.749176093899508,0,0,0,0,0,0,0,0,0.0583704422645694,0,0,0,0,0,0,0.0598393247803593,-0.0756358159914381,0,0,0,0,0,0,0,0,0,0,0,0.0453127467002706,0,0,0,0,-0.0455370236164699,0,0,0,0,0,0,0.212312404395058,0.0486209350447831,0,-0.0360167902720404,0,0,0,0,0,0.00141205348609258,0.0571639506220483,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.418787928151541,0.159014790560418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499473429670801,0,0,0,0.0076577820308204,0,0.101282574598681,0,0,0,0,0,0,0,0,0,0,0.00556071075004871,0.0233509193204177,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459428381579751,0,0,0,0.0010676127389405,0,0.0234225047118212,0,0.122378572239728,0,0,0,0,-0.108910399497865,0.00567606239405139,0.0122852068446206,0,0,0.479320313988139,0,0,0.04764497061631,0,0,0,0,0,0,0,0,0,0,0,0,0.158111930859528,0,0,0.00122186600781282,-0.0124111652410691,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.435945504002025,0,0,0,0,0,0,0,0,0,0,-0.0459839734907444,0,0.0691848007869727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119990319690389,-0.0125948529822724,0,0,0,0,0,0,0,0,0.0597523829939588,0,0.211298759886601,0,-0.0213781532086448,0.12498514085526,0.00674700305730408,0,-0.0200449913070441,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.257155575704976,0,0,0,0,0,0,0,0.291856134513019,0,0,0,0.00047742659039319,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.043167919805419,0,0.146647232669369,0,0,0,0,0,0,0,0.0147788444109454,0,0.115223230994844,0,0,0,0,0.0140878217386198,-0.0110255493673656,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0720944681222063,0,0,0,0,0,0,0,0.279585413098417,0.0215390047189879,0,-0.0453160279901358,0.101255948233126,0,0,0.113733517838304,0.0120059497586584,0,0,0,-0.0786440684824154,0.155393804475898,-0.0400026608660841,-0.00621117065469185,0,0,0,0,0,0,0,0,0,0,0,0,0.0697245607567273,0,0,0,-0.0124661945878347,0,0,0,0,0,0,0
