,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X000709.SZ,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601158.SH,X002075.SZ,X601992.SH,X600309.SH,X000539.SZ,X000027.SZ,X000898.SZ,X600352.SH,X600021.SH,X000883.SZ,X002353.SZ,X601918.SH,X002470.SZ,X000629.SZ,X000792.SZ,X600808.SH,X600307.SH,X600863.SH,X000878.SZ,X600660.SH,X600098.SH,X600489.SH,X000060.SZ,X600578.SH,X000825.SZ,X600547.SH,X600008.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.867926831252892,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.035460154240205,0,0,0,0,0,0,-0.0885941621746513,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0273986533394974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231182463991297,0.0304939781657401,-0.0582371855016567,0,0.0117293175834722,0,0,0,0
X600028.SH,0.428294159435222,0,0,0.0190923150064361,0,0.0618813334793904,0.108818538896735,0,0,0,0,0,0,0,0,0,0,0,0,0.116402674837362,0.0338572110010517,0,0,0,0,0,0,0,0,0,0,0.0633933189724821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182819121982011,0,0,0,0,0,0,0
X601088.SH,0,0.262857400109932,0,0,0.0809578484408827,0.111167856988781,0.0101516342306789,0.0122052499160424,0,0,0,0.0918299213851652,0,0,0,0,0,0,0,0,0,0,0,0.0645190462017713,0,0,0,0,0,0,0,0,0,0,0.053376472523383,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.00691580031810608,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.181671164445034,0,0,0,0,0,0.0618008036097123,0,0.0764959954621371,0,0,0,0.00866256487883258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00610548820653172,0,0,0,0,0,0,0,0.416816739624537,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0884994243733365,0,0,0,0,0,0,0,0,0.224910228446437,0.134541233301347,0,0,0.0110510226677516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146719507253914,0,0,0,0,0,0.021177624131131,0.150697375861754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.20677717553669,0,0,0,0,0,0,0.304676241159399,0,0,0.270943323290382,0.0445818785963045,0,0,0,-0.0703269390218526,0,0,0,0,0,0,0.112517746585491,0,0,0,-0.0720184949328069,0,0,0,0,0,0,6.93889390390723e-18,0.173839811210695,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0747385827062601,0,0,0,0
X600019.SH,0.0477118806488462,0.00300123452071561,0.186045407123435,0.080924457124785,0,0,0,0,0,0,0,0,0.0976766755309084,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.00247030030583078,0,0,0.366793762885711,0,0,0,0,-6.93889390390723e-18,0,0,0.030403834283881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291490466853395,0,0,0,0,0,0
X600585.SH,0.182840006361902,0,0,0.11807434730497,0,0,0,0,0,0.0361940932917457,0,0,0,0,0,0,0,0,0.196649401395767,0,0,0,0,0,0,0.018185012610678,0.129634834214664,0,0,0,0,0,0,0,0,0,0,0,0,0.00889250416447035,0,0,0,0,0,0,0,0,0,-0.000983317959035117,-0.00745840158693286,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.146203170373834,0,0,0,0.129912941695547,0,0,0.0465937065112385,0,0,0,0,0,0,0.0247704486662348,0,0,0.113213826107208,0,0,0,0,0,0.0817197175373772,0,0,0.0331433609534011,0,0.156705679062133,0,0,0,0,0,0,0,0,0,0.0697083775193565,0,0.0286072887176691,0,0.0321968751384921,0,-0.00201050996374839,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0507573588774282,0,0,0,0,0,0,0.0687529527061414,0.160501770226567,0,0,0,0,0.104402704355771,0,0,0,0.0355112571365718,0,0,0.017518510079355,0,0,0,0,0,0,0,0,0,0.0553952830976871,0,0.11362310112586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0473866171592118,0,0,0,0,0,0.03534204157641,0,0.0386951148015614,0.326955223454262,0,0,0,0,0,0,0,0,0.101865966930491,0.0292317751651561,3.46944695195361e-18,0,0,-0.0631312110834492,0,0,0,0,0,0,-0.0228237145728832,0,0,0,0,0,0,0,0,0,0,0.0168972262846848,0,-0.0446398900820293,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0468875980092078,0,0.180199468948219,0,0,0,0,0,0,0,0.0470706000748477,0,0,0.287002926747166,0,0,0,0,0,0,0,0,0,0,0,0.00470235742773356,0,0,0.00853157703083864,0,0,0,0,0,0.0212260573090913,0,0,0,0,0,0.163127847408581,0,0,0,0,0,-0.00834266298197861,-8.67361737988404e-19,0,0,0,0,0,0
X600688.SH,0,0,0,0.174471092236323,0,0,0,-0.19310935431954,0,0,0,0,0,0,0,0,0,0,0,0.3687681039858,0,0,0,0,0,0.130269149137158,0,-0.0847205867080839,0,-0.0140268434511056,0,0.343685744850258,0,-0.0965289840994846,0,0,0,0,0,0,0,0,0.0274754102803361,0,0,0,0,0,0,0.0142933897207474,-0.0203399728967002,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.165656802958751,0,0,0,0.158184886845289,0,0,0,0,0,0,0.110374374556587,0,0,0,0,0,0,0,0,0.0672870540897884,0,0,0,0.00797290419191411,0,0,0,0,0,0,0,0.129115107579615,0,0,0,0,0,0,0,0,0,0,0,0,-0.00532233148236281,0,0,0,0,0,0
