,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X600010.SH,X000786.SZ,X600011.SH,X600886.SH,X600111.SH,X600176.SH,X601600.SH,X600188.SH,X000301.SZ,X600426.SH,X002466.SZ,X601991.SH,X600803.SH,X000027.SZ,X600801.SH,X600352.SH,X600795.SH,X600219.SH,X000932.SZ,X600489.SH,X002080.SZ,X600688.SH,X600486.SH,X600299.SH,X000898.SZ,X002353.SZ,X600315.SH,X600027.SH,X600157.SH,X000883.SZ,X601992.SH,X600516.SH,X000723.SZ,X300037.SZ,X601168.SH,X000807.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.190945848358942,0,0,0,0.00777028068941368,0,0,-0.00673878279475377,0,0,0,0.0561372207693015,0.0224352088315442,0,0,0,0,0,0,0,0.00948166619596559,0.0216135582679886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509977143773874,0,0,0,0,0,0,0,0,0.0344511146993557,0,0,0,-0.00553254676978731,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0382703931534962,0,0,0,0,0,0,0,0,0,0,0,0,0.0633305242205971,0,0,0.0753531348744375,0.0239707965263943,-0.0953435032794429,0,-0.00994287264666801,0,0,0,0.0393135810247837,0,0,0,0,0.00983179530576344,0,0,0,0,0,0,0,0,0,0,0,0,0.0596732407199121,0,0,-0.0192138780161877,-0.00460393889923302,0,0,0,1.73472347597681e-18,0,0
X601088.SH,0,0,0,0,0,0,0.0245454411485848,0,-0.0203737762853349,0,0,0,0.0668907652276883,-0.0638981122799535,0,0.0470555221487163,0,0,0,0,0.197368015483587,0,0,0.0416155922761032,0,0,0.0196110594712264,0,0,0,0.0560889986794797,0.0544019261420774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869473816166788,0,0,0.020627286690487,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.300680104295105,0,0,0,0,0.079261587350218,0,0,0,0,0,0,0,-0.0284486583707425,0.169363298934251,0.0651015512261511,0.0432175098062385,0,0,-0.0342844238050771,0,0,0,0,0,0,0,0,0.044077645592475,0,0,0,0.230979998367747,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117693805991016,0,0,0,0.157064368462352,0,0
X600585.SH,0,0,0,0,0,0,0.0103466561075961,0.0229632323563437,0,0,0,0,0,-0.0120030632134806,0,0,0,0,0,0,0.147612246436928,0,0,0,0,0,0,0.117785818364918,0,0,-0.00570045523719137,0.0319677322475714,-0.0182660258933596,0,0,0,0,0,0,0.061002601466696,0,0,0,0,0,0,0,0.031557713363194,0,0,0,-0.0156196863117449,-2.16840434497101e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0519834900110249,0,0,0,0.119357711323741,0.10728314217201,0,0,0,0,0.0015496942425894,0,0.0460813650849004,0,0.310848971889466,0,0,0,0.0304803500828388,0,0,0,0,0,0.361770072321494,0,0,0,0,0,0.18847419883619,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322346728770283,-0.0118440558620175,0,0,0,0,-0.014916406057338,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234891158558777,-0.798768732351787,0,0,0.36699757062663,0,0,0,0,0,0,0,0,0,0,-0.278767023623484,0,-0.123579935463095,0,0,0,0,0.279454908162586,0.199385623627939,0,0.00181661780444125,0,0,0,0,0,0,0,0,0.104915578426853,-0.0481030586850732,0,0,0,-0.0651105932418246,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162966703135259,0,0,0.0130071582251189,0.386691961685342,0,0,0.0922985688717998,0,0.0931919826101854,0,0.0419975456214889,0,0,0,0,0,0,0,0,0,0.222233109948868,0,0,0,0,0,0,0,0,0,0.204491593383672,0.0930728421433197,0.388777563619297,0,0,0,0,0.0185756456223355,0,0,0,-0.0159180255104366,0,0
X002271.SZ,0,0,0,0.161627799395262,0,-0.335290248080636,0,0,0,0.169105583619718,0,0,0,0,0,0,0,0,0.0900647130192657,0,0,0,0.0887171030651487,0,0,0,0,0,0.00844997844432252,0,0,0,-0.116229006005198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018699282304359,-0.00805136825830392,0,0,0,-0.0420489385788787,0,0
X600660.SH,0,0,0,0,0,0,0,0.156020066858679,0.0999805342178415,0,0,0,0,0,0,0,0,0,0,0,0,0.0644164297935613,0,0.0156592851724152,0,0,0,0,0,0,0,0,-0.108376481137864,0.0940461341831029,0,0.237136666804099,0,0,0,0,0,0,0,0,0,-0.0483493359213756,0.0934840546104299,0,0,0,0,-0.0387753965546186,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0110051372122571,0,0,0,0,0,0,0,0,0,0,0.136085912454025,0,0,0,0,0,0.0351299384049301,0,0,0.0309930955448492,0,0,0,0,0,0.194781503999203,0,0,0,0,0,0.0148324012084235,0.0457968421439569,0,0,0,0,0,0,0,0,0,0.132837389780731,0,-2.16840434497101e-19,0,0,0,0,-0.0737557619765682,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0807482934567319,0,0,0,0,0,0,1.0842021724855e-19,0.0853970588761212,0,0.0164339213675418,0.0153712244853691,0,0,0,0,0,0,0,0,0,0.066704865563073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983494165840307,0.165397836494452,0,-0.00136558799841583,0,0,0,0,-0.102429186125214,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.303321823590165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285748254806145,0,0,0,0,0.0274197775731848,0,0,0.201336161988066,0,0,0,0,0,0.0287109651452495,0,0,0.19991557692467,0,0.329462218233258,0,-0.00461820259099376,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.192628603317316,0,-0.147888503833751,0.0533735533916231,0,0,0,0,0.0598530906534668,0,0,0,0,0,0,0.114923626153382,0,0.142479381566762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112119741787194,0,0,0.158686484787992,0,0,0,-0.0227122553595134,0,0,0,0,0,0,0
