,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X600516.SH,X000898.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X600176.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X601699.SH,X002271.SZ,X000825.SZ,X600027.SH,X000553.SZ,X000792.SZ,X600299.SH,X600808.SH,X000408.SZ,X000830.SZ,X600219.SH,X601158.SH,X600489.SH,X002110.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X000959.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.375246565080603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234363812613103,0,0,0,0,0,0,0,0,0.0927293264034989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318874392420415,0,0,0,0,0.0110340954628867,0,0,-0.000108832868281882,0,0,0,0,0,0
X600028.SH,0.430929527505167,0,0.0935947895305869,0,0,0,0,0,0,0,0,0,0.098073774923499,0.00335219039348371,0,0,0,0,0,0,0.288741058144314,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,-0.137071376063073,0,-0.0187617808044643,0,0,0,0,0,0,0,0,0.00539815972033196,0,-0.00229183277737148,-0.00896483097032352,0,0,0,0,0,0
X601088.SH,0,0,0,0.377904180178721,0.136184701825034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204648318562413,0,0,0,0,0,0,0.0343815229186225,0,0.0895569413745184,0,0,0,0,0,-0.129994280790616,0,0,0.0599457845696981,0,0,0,0,0,0,0,0,0,0,-0.0139121658139932,0.014694468276842,0,0,0,0,0,0
X600019.SH,0,0,0.0609726399029694,0,0.195339372712566,0,0,0,1.73472347597681e-18,0,0,0,0,0.110259777776998,0,0,0,0,0.521200066615381,0,0,-0.0848587708482174,0,0,0.104113446450002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03774839118836,0,0,0,0,0,0,0,0.0119797281061832,0.0721742817366487,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.292808360464765,0,0.0299518218385882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122141872323414,0,0,0.245012523502702,0,0.0428924776912606,0,0,0,0,-0.285292562147486,0,0,0,-0.0245295920837626,0,0,0,0,0,0,0,0,0,0,-0.00443140771077617,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0500295914538991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178090154487413,0,0.0248776597321973,0,0,1.73472347597681e-18,0,0.106606076864948,0,0,0.144542598911771,0,0,0,0,0,0.00709571575777336,0,0.206711898558718,0,0.0752114879108739,0,0,0.030341511354693,-0.00983612855807697,0,0,0,0,0,0
X600309.SH,0,0,0.00781593859462424,0,-0.0507971195426814,0,0,0,0,0,-0.0111059982123994,0,0,0,0,0,0,0,0,0,0,0,0,0.0397009024651885,0,0,0,0.112063709196874,0,0,-0.0341452133885674,0.0333216239673059,0,0,0,0,0,0,0.0326568198245716,0,0,0,-0.112880358800293,0,0,0,0,0,0,-0.0697308284572879,0.10006302196177,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0145503367238681,-0.108092024902111,0,0,0,0,0,0,0,0,-0.0276249276098446,0,0,0.0940639846681507,0,0,0.169833605321265,0,0,0,0,0,0,0,0,0,0,0,0,0.0617920300270638,0.142466440199357,0,0,0,-0.0266105706979642,0.0614663980473545,0,0,0,0,0,0,0,0,0.124147356244847,0,-0.00451439700918639,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.172506575603447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347431455521301,0.101692648487557,0,0,0,0,0,0.14850019030292,0,0.448903777099262,0,0,0,0,0,0,0,0,0.0526252532664952,0,0,0,0,0,0,0,0,0,0,0.00842176021268379,-0.0243880515999124,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986397769566679,0,0,0.0838706240681591,0,0,0,0,0,0,0,0,0,0,0,0,0.0996927009576352,0,0.0417129395054581,0,0,0.0262639571700573,0.0431134882405462,0,0,0.0127166324628783,0,0,0,0.0372517310626265,0,0.275652392036687,0,0,0.175487973056573,0,0.00593127662139929,-0.0143937824931359,0,0,0,0,0,0
