,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600516.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600612.SH,X000629.SZ,X002466.SZ,X000883.SZ,X601158.SH,X002353.SZ,X600426.SH,X600219.SH,X601699.SH,X600583.SH,X000630.SZ,X600021.SH,X000553.SZ,X600985.SH,X000027.SZ,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101573448814628,0,0.0811130044002136,-0.0084284142345915,0,0,0,0,0,0,0,0,0,0,0,0,0.0369888224165901,0,0.059869945376134,0.0319810979908818,0,0,0.0374338376198877,0,0,0,0.0836573033487826,0,0,0,0,0,-0.0571475038956074,0,0,-0.0118798167273786,0.01709326723318,0,0,0,0.013445371351483,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0262911311077833,0,0,0,0,0,0,0,0,0,0.147008101815231,0.0059014920427262,-0.00511228094753471,0,0,0,0,0,0,0,0,0,0,0,0,0.132183016509805,0,0,0,0,0,0.0872051479526249,0.0236761089453436,0,0,0,0,0,0.0417418891194659,0,0,0,0,0,-0.0245288503201581,0.0116239849757,0,-4.33680868994202e-19,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1423430057574,0.0284789374707732,0,0,0.0520582776477549,0.0242025301961358,0,0,0,0,0,0,0,0,0,0.0818278143000364,0,0.104633490517084,0,0,0,-0.101247397467713,0,0,0,0,0,0,0.0946427284528825,0,0,0,0,0,-0.00625159620074944,0.0423350029458392,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.014573616849407,0,0.0184809789196307,0,0,0,0,0,0,0,0,0,0,0,0.0574865551033795,0,0,0.378840717157926,0.004674534242136,0,0,0.341037148622162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00258481396537961,-0.00431139886364068,0,0,0,0.0323739256057528,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0140014770927962,0,0,0,0,0,0,0,0,0,0.322619358044053,0,0,0,0,0,0,0,0.121082591423368,0,0,0,0,0,0,0,0,0,0.0539382637910815,0,-0.0553872398926751,0,0,0,-0.112185188503103,0,0,0.164801729343767,0,0,0,0,0,0.00227339718027841,0.0246745082850214,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0304550867583127,0.083217682096917,0,0,0,0,0,0,0,0,0,0.163871053968517,0,0,0,0,0,0.0151983423353141,0.0979582431520423,0,0,0,0.0541536657214484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146726314659072,0.0246633469298414,0,0,0,0.0319331767661977,0,0
X600547.SH,0,0,0,0,0,0,0,0.155600538672074,0,0,0.0572921831149918,0,-0.220321616722645,0,0,0,0,0,0,0,0.246723029797009,-0.214769473402796,0.0141127288667538,0,0.816695283348558,0,0,0,0,0,0,0,0,0,0,-0.150273003720582,0,0,0,0,0,0,0,0,-0.201454183702687,0,0,0,0,0,0,-0.0489144217937085,0.00503157089379215,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.12436436716997,0,0.0584584467160878,0,0,0,0,0,0,0,-0.0719757061954016,0,0.574435949751654,0.0658241472597941,0,0,0,-0.0303455345926362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0943570605702208,0,0,0,0,0.114013204649575,-0.0105677939122691,-0.0185351180312894,0,0,0,0.131033776780352,0,0
X600010.SH,0,0,0,0,0,0,0,0.00938826010727577,0,0,0,0,0,0,0.234663791887484,0,0,0,0,0,0,0,0.105747810528249,0,0,0,0,0.114177221904692,0,0.00190731907379197,0,0,0.183059394080109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120543907366305,0,0,0,0,0,-0.0511479915989549,0,0,0,0.148656772012741,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.20799336111318,0,0,0,0,0,0.112092755089742,0,0,0,0,0,0,0,0.0165081581067251,0,0,0,0,0,0,0.104004328256223,0,0,0.0852261722384587,0,0,4.33680868994202e-19,0,0,0,0.218599390165867,0,0,0,0,0,0,0,0,0,0,0,-0.00122252783954471,-0.0183744203136592,0,0,0,0.100875771062405,0,0
