,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X000883.SZ,X600583.SH,X601158.SH,X600352.SH,X000027.SZ,X601992.SH,X600021.SH,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X000060.SZ,X600808.SH,X000792.SZ,X600098.SH,X000825.SZ,X600489.SH,X600307.SH,X000629.SZ,X600008.SH,X600547.SH,X600660.SH,X002470.SZ,X002353.SZ,X600578.SH,X600863.SH,X002075.SZ,X000831.SZ,X600219.SH,X600549.SH,X601918.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.402229838468572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465576997525028,0,0,0.136699424956511,0,-1.73472347597681e-18,0,0.0203308475986164,0,0,0,0,0,0,0,0,0,0,0,-0.0143936030121425,0,0,0,0,0,0,0,0,0,0.129639714374365,0,0,0.00292387101121051,0,0,0,0,0,0,0
X600028.SH,0.490593582409628,0,0,0,0,0,0,0,0.0620878037430598,0.0700069350583264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152945855729958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131663683612234,0,0,0,0.0749945437827577,0,0,-0.019503255518381,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.294923997980544,0,0,0,0,0,0,0,0,0,0.100495965042065,0,0,0,0,0,0,0,0,0,0.185000916776653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297166788854428,0,0,0.016115242382064,0.00117258399581492,0.0554907841678785,0,-0.00358270318658066,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.125473256160754,0,0,0,0.0141638126395094,0,0,0,0,0,0,0,0,0,0,0.270013568354269,0,0,0,0,-1.73472347597681e-18,0,0.0571836074962943,0.141605320437625,0,0,0,0,0,0,0,0,0,0,0,0.0878787485619992,0,-0.0257985663604286,0.078100804424721,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.164734371772048,0.12164162638738,0,0,0,0,0.15453537997025,0,0.0765553611784361,0,0,0,0,0,0,0,0.0249513524082444,0,0,0,0,0,0,0,0.0698463006712569,0,0,0,0,0,0,0,0,0.168925767001892,0.0962759136948289,0.00705918755361123,0,0,0,0,0,0,-0.00453901108177254,-0.00500424192854149,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.347202883060175,0,0,0.00992842311742767,0,0,0,0,0,0,0,0,0,0,0,0.0220194365528088,0.0229452816193853,0,0.204893184918472,0.193106575169667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00196028780383921,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0189109426343494,0,0,0,0,0,0.293668785186405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494684463497908,0,0,0,0,0,0,0,0,0,0,0,0.0357725266794368,0,0.0968775395478271,0,0,0,0,0,0.00475808434292314,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0748600673588132,0,0.0965123106549586,0,0.0376392491181099,0,0,0,0,0.0140893698757465,0,0.0480291064448585,0,0,0,0,0.162062293726683,0,0,0,0,0,0.0109495705676385,0,0,0,0,0,0,0,0,0,0,0,0,0.412973503586016,0,0,0,0,0,0,0,-0.00314610079992307,0.00917838623199197,0,0,0,0,0,0
X601600.SH,0.092193578351359,0,0,0,0,0,0,0,0,0.112838614581757,0.158928235056262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548765702981376,0,0,0,0,0.00510201507252141,0.256620993796962,0,0,0,0,0,0,0,0,0,-0.160932285232173,0,0,0,-0.0633819865133441,0.320506248684809,0,0,0,0,0,-0.00929613960568515,0.0100365748170002,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0534913708919066,0,0,0.0741885542258376,0,0,0.0917256405234356,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,1.73472347597681e-18,0,0,0,0.0786425053263956,0.125202668272173,0.0920197395450282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722967282705391,0,0,0,0.0223690463633733,0,0,0,0,0,0
