,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600176.SH,X600010.SH,X600011.SH,X000786.SZ,X601898.SH,X600111.SH,X601600.SH,X600886.SH,X000301.SZ,X600188.SH,X002466.SZ,X600426.SH,X601991.SH,X600352.SH,X600803.SH,X600801.SH,X600795.SH,X000932.SZ,X600219.SH,X002080.SZ,X000027.SZ,X600489.SH,X600688.SH,X600516.SH,X600486.SH,X600299.SH,X000807.SZ,X000898.SZ,X600027.SH,X002353.SZ,X000723.SZ,X601168.SH,X600315.SH,X600157.SH,X601992.SH,X000883.SZ,X000630.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.26496907842425,0,0,0,0.0372951900655057,0,0,0,-0.00219449106403775,0,0.0122357771076824,0,0.017701217216176,0,0,0,0,0,0,0.0133450182815114,0,0,0.00986630427881681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222634331487132,0,0,0.0381739605352519,0,0.0463324071536996,0,0,0,0,0,0,0,-0.00175839237186158,2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0330762424298222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378008151852631,0.0729540708283386,-0.060686541167034,0,0,0,0,0,0.0562112791058546,0,-0.000521194791987006,0,0,0,0,0,0.087986440858965,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220953639768461,0,0,0,0,0.0243746330509673,0,0
X601088.SH,0,0,0,0,0,0,-3.3881317890172e-21,0,0,-0.00917459230919291,0,0.116937797453461,0,-0.042694368464831,0.151597402423079,0,0,0.0108457352075708,0,0,0.0332445520004839,0.181699882189236,0.0619008385491018,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0102911182016048,0,0.104610834388748,0,0,0,0,0,0,0,0,0,0,0,0.0354214771683029,0.0100689659325594,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.309769613188808,0,0,0,0.0942773442164054,0,0,0,0,0,0,0,0,0.174676100323165,-0.0109217562823571,0.0537339962663887,0.0347751592912143,0,0,0,0,0,0,0,0,-0.0496930496065386,0,0,0,0.0578476900340743,0,0,0,0,0,0,0,0.248663360555871,0,0,0,0,0,0,0,-0.015013319488375,0,0,0,0.143328911324279,0,0
X600585.SH,0,0,0,0,0,0,0,0.00991905063162023,0,0,0,0,0,-0.0186478615555817,0,0,0,0,0,0,0,0.101791726096532,0,0,0,0,0,0.188475449099553,0,0.0485441232690928,-0.00546814533032805,0,0,-0.0302283093930223,0,0,0,0,0,0,0,0,0,0.0541738508235758,0.0572656712106989,0,0,0,0,0,-0.0385477418419942,-0.0140016401733195,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203743076592829,0.121403514797375,0,0,0.174955034880326,0,0.00940837124371209,0,0,0,0,0,0,0.377901817349638,0,0,0,0,0,0.0443242080208642,0,0,0,0.0381488310274764,0,0,0,-0.0805766157617505,0.0803740631732006,0,0,0,0,0.285144474856424,-0.0547288131574993,-0.0279283547633021,0,0,0,0,-0.082457610291426,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050752447009984,0,-0.732697461808103,0,0.203781132262414,0,0,0,0,0,0,0.033022613916261,-0.332636602924226,0,0,0,0,-0.0144622903772407,0,0,0,0,0,0.279550732336214,0.220736291569805,-0.158686302297225,0,0,0.185677826257092,0,0.139160272900958,0,0,0,0,0,0,0,0,-0.0404421943559145,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.079252556090612,0,0,0,0.530468050761243,0.151900176819997,0,0.156772817513337,0,2.16840434497101e-19,0,0,0.102227044623541,0,0.0560948552386027,0,0,0,0.0581700961912111,-0.0819522175307087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135923836522384,0.447002234061309,0,0,0,0,0,-0.0812649878851106,0,0,0.0336912741136026,0,0,0,-0.0347073326992626,0,0
X600660.SH,0,-0.0932227274493142,0,0,0,0,0,0.23109525151735,0,0,0,0.0595969166201457,0,0,0,0,-0.0771587316804548,-0.0512118131426652,0,0,0.0902971274621091,0,0,0,0.0928236381927273,0,0.193101309096414,0,0,0,0,0.0418257438497018,0,-0.25123652483193,0,0,0.137530739107616,0,0,0,0,0,-0.0171711717427075,0,0,0,0,0,0,-0.0377794093521838,0,-0.017482557508533,0,0,0,0,3.46944695195361e-18,0,0
X002271.SZ,0,0,0,0.0162949999439469,0,-0.380351038810569,0,0.0665860196876449,0.160269819537466,0,0,0,0.137191813505193,0,0,0,0,0,0,0,0,0,0,0.0915013676094078,0,0,0,0,0,0,0,0,0,-0.108655408886197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000901317012846718,0,0,-0.0193466084355649,-0.00648476653179075,0,0,0,-0.0442531823151508,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0383765952450552,0,0,0,0.00513418113065005,0,0.126802103478253,0,0,0,0,0.0506796772194194,0,0,0,0,0,0,0,0,0.0166146804253516,0,0.234687328135807,0,0,0,0,0,0,0,0,0,0,0.053270846843993,0,0,0,0.0746187610121122,0,0,0.000221487147658492,0,0,0,0,-0.0890048281782204,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244815851617372,0,0,0,0,0.109400541618298,0,0,0,0,0,0,0,0,0.278397840381483,0.061038259361592,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0822012086384621,0,0.23942396676084,0,0,0,0,0.235619809240016,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.200569145082162,0.0678821948295474,0,0,0.0427949122034954,0,0,0,0.343609229378932,0,0,0,0,-0.109951178131208,0,0,0.0922395760744754,0,0,0,0,0,0.0203149315008825,0,0,0,0,0,0,0,0,0,0,0,0.334583726050112,0,0,0,0,0,0,0,0,0,0.0044242993616155,0.0123633868528465,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0431015142955741,0,0,0,0,-1.73472347597681e-18,-0.167064096922226,0,0,0,0,0,0,0,0,0.190724512121708,0,0.243680786320604,0,0.0594672789572749,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584923444354808,0,0,0,0,0,0,0,0.119561667044035,0,0,0,0,0,-0.171500022158655,0,-0.0100247115555928,0,0,0,0,0.0728444319028018,0,0
X600011.SH,0,0,0.132615262602884,0,0,0,0.00212955769695254,0,0,0,0,0,0,0,0,0,0,0.026780385082897,0,0.0900285015606258,0,0,0.0248042560102085,0,0,0,-0.00741102394825641,0,0,0.047059884199589,0,0,0.118600788962972,0,0,0.0477344305237976,-0.0817695664194579,0,0,0,0,0,-0.00190615663063409,0,0,0,0,0,0,0,0,0,0.00308380336065287,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,-0.243568380823211,0,0,0,0.0383645003317156,0,0.0172732137175543,0.07997725786257,-0.12527266326803,0,0,0,0,0,0.0845591822081978,0,0.0325094799669571,0,-0.0677473452674578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245550140286933,0,0,0,0,0,0,0,0,0,0,-0.0577990448024392,0,0,0,0.138755471245488,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0134047297447932,0,0,0,0,0,0,0,0,0,0.205788234254004,0,0.0294292169259552,0,0,0,0,0,0,0,0.0419800411317455,0.0117024509574761,0,0,0,0,0,0.012402351479202,0,0,0,0,0,0,0,0,0,0.321535926671127,0,0,-0.00701836632201716,0,0,0,0,-0.0969780596842278,0,0
X600111.SH,0,0,0,0,0,0.341384474082561,-6.93889390390723e-18,0,0,0,0,0,0,0.606544384174549,0,0,0,0,0,0,0.233842503641414,0,0,0,0,0,0,0,0,0.0554754785265055,0,0.292696176967033,0.0739247301788866,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0114712462415914,0,0,0,0,-0.165772193716193,0,-0.046392654200193,0.0156003514540282,0,0,0,0,0,0
