,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X600299.SH,X000709.SZ,X000786.SZ,X002460.SZ,X000629.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X000553.SZ,X000630.SZ,X600426.SH,X600985.SH,X601699.SH,X600612.SH,X600583.SH,X000027.SZ,X000401.SZ,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184909988727952,0,0,0.0298013330779873,0,0.0159016250324799,0.0166223643602125,0.0215156677005172,0,0.0427374951160891,0,0,0,0,0,0.000904161120220312,0.0787432688751186,0,0,0.089691777927537,0,0,0,0,0,-0.00266084971127553,0.00616595533854482,0,0,0,0.00176595735272087,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12695369789975,0,0.00841055192197488,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0166516642874123,0.0239530042327739,0,0.0340269275289759,0,0,0,0,0,0,0.0706665848204298,0.0869728730679971,0,0,0,0,0,0,0,0,0,0,0,-0.0242043316769802,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155343708731272,0,0,0,0.0722473888576871,0,0.0540403456920072,0,0,0,0,0,0,0,0,0,0,0.0090831272101407,0.138977926795089,0,0,0,0,-0.0267258886417067,0,0,0,0,0,0,0,0,0,0,0,0,-0.00834294730171547,-0.00229271264475312,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115867843924406,0.342387174466801,0,0.0546079579741374,0,0,0.176022043106384,0,0,0,0,0,0,0.00822699519536411,0,0,0,0,0,0,0,0,0,0,0.0352242229117239,0,0.0676250665204468,0,0,0,0,0,0,-0.00900021813092122,0,0,0,0,0.0135492373037972,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506458632863865,0.177594655095684,-0.0119831202516102,0.0308426910592021,0,0,0,0,0,0,0,0.0871396623082977,0,0,0.106549576582954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221126431029044,-0.00159383109228428,0,0,0,0.0278518114070519,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285991795535308,0,0.048149180701869,0,0,0,0,0,0.0028220662292364,0,0,0,0,0,0,0,0,0,0,0,-0.0336441795957862,0.184926723270519,0,0,0,0,0.0781467193942778,0,0,0,0,0,0,-0.0164703938163121,0,0,0,0,0.174903925658568,0,0
X600011.SH,0,0,0,0,0,0.143153375790477,0,8.67361737988404e-19,0.225689585326575,0,0,0.173928998249257,0,0,0,0,0,0,0,0,0,0.0266856097810168,0,0,-0.280839579040616,0,0,0,0,0.0577876018972081,0,0,0,0.213205742288887,0,0,0,0,0.146867522550427,-0.234271117778085,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.000479992406306644,-0.0478887149447875,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0682495048828445,0,0,0.0336090832019101,-4.33680868994202e-19,0,0,0,0,0,0,-0.262645470457823,0,0,0,0,0,0,0.719869591973396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00737699762247009,0,0.213692216082647,0,0,0,0,-0.0670077519628167,0,-0.0661420782993879,0,0,0,0,-0.104706058701118,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.237338061467588,0,0,0,0,0,0.163823802235288,0,0,0,0.151957166628408,0.00767274167668747,0.0284100827357298,0,0,0,0,0,0,0,0,0,0,0.0413725463463978,0,0,0,0,0,0,0,0,0,0.0278825740091994,0,0,0,0,0,0,0,0,0,-0.0503037261783865,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.135379662930784,0,0,0,0,0,0,0,0,0,0,0.0480411037566982,0.0556646534133614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543951517983871,0,0,0,0,0,0.387473950788284,0.0246340872928584,0,0,0,0,0,0,0,0,-0.00357739148291632,-0.0323149413946478,0,0,0,0,0,0
