,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600111.SH,X600489.SH,X600362.SH,X600157.SH,X600027.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000898.SZ,X002460.SZ,X000983.SZ,X000539.SZ,X002407.SZ,X600176.SH,X000060.SZ,X002470.SZ,X000027.SZ,X000630.SZ,X600612.SH,X000012.SZ,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19492470190385,0,0,0,0,0,0,0,0,0,0,0,0,0.115574590069466,0,0,0,0,0,0,0,0,0,0.0454060183621825,0.00998206263646407,0,0,-0.0370514927465857,0,0,0.0207551088053081,0.0775626464829739,-0.0605536991926167,0,0,0,0,0,0,0,0.00045045095126061,0,0.00278804713270627,0,0,0,0,0,0,0,0,0.0363726004561796,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0039133807267291,0.135492812859321,0.0030032672417758,0,0,0,0,0,0,-0.024889353821167,0,0,0,0,0.0178659508772086,0,0,0.0339653339231352,0,0,0,0,0,0.144074331506583,0,-0.0877445704591081,0,0.0415933503294019,0,0,0,0,-0.000188993172524768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.144322851180464,-0.0277407993305695,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.029492398315182,0,0,0,0,0,0,0,0,0,0,0.0222278393792021,0,0.101792125677086,0,0,0.0897635707148999,0,0,0,0,0,0,0,0,0,0,0.0114808747825478,0,0,0.0343158084719905,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0227428162566196,0,0.179882777484228,0.0491821945550739,0,0.048416201464861,0.121409245218088,0,0,0,0,-0.0501243586286828,0,0,0,0.0121276569618193,0,0,0,0.031569780234359,0,0,0,0,0.0104404343907993,0,0,0,0,-0.00090933228043776,0,0,0,0,0,0,0,-0.021889539718377,0,0.0614439507691071,0,0,0.140826954600695,0,0,0,0,0.0110131046480739,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0228796857339186,0.0171161443637205,0.0282429258577028,0,0,0.383932911794183,0,0,0,0,0,0,0,0.0247494057141087,-4.33680868994202e-19,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.172533936426435,0,0,0,0,0,0,0.00202299011251253,0,0,0.0390877418162538,0,0,0.0644508292342029,0,0,-0.00521698399599789,0,0,-0.00842494233739959,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.020276899208342,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.023912658411401,0,-0.00912025340994493,0,0,0,0,0,0.0274520209934826,0,0,0,0,0,0.0844696899703281,0,0.147772234581005,0,0,0.0369780279145934,0,0,0.105197358215365,0,0,0,-0.0806638394312646,0,0,0,0,0,0,0,0,0,0,0.0189177922260619,0.0747676465176561,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0548209137917837,-0.230464298841751,0.115351223293239,0,0,0,0.182104188937592,0,0,0.0790517329303983,0,0,0,0,0,0.0476015020091339,0.0793309895963795,0,0.254238728385179,0,0.103763153049954,0,0,0,0,0,0,0,0,0.0172660579182921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403504952791831,0,0.123515204632247,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0178029012556773,0,0.17035180347221,0,0,0,-0.0165760131340576,0,0,0,0,0,0.0638346987941489,0,0.149426851084392,0,0,0,0.0052633259688567,0.0203847784859139,0.0193764664168211,0,0,0,0,0,0,0,0,0.142149672540935,0,0,0,0.0907427606349231,-3.46944695195361e-18,0,0,0,0.0642591506091306,0,0,0,-0.0215923707093465,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508042406339075,0,0,0,0,0,0,0,0,0,0,0,0,0.135688640633204,0.0223922649230083,0,0,0,0,0,0,0,0,0,0,0,-0.0414879478260849,0,0,0,0,0,0,0,0.0588210511474057,0,0.0124511765346115,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.112032691961376,0,0,0,0,0,0,0,0,0.042042685106646,0,0,0,0,0.0835107773401409,0,0,0.173222134533765,0.0402465835725684,0.217465633306172,0,0.0707418051197808,0,0,0,0,0,0,0,0,0,0.0756984464628172,0,0.0153980120318883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
