,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600489.SH,X600516.SH,X600176.SH,X600299.SH,X000786.SZ,X000709.SZ,X002460.SZ,X000629.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X000553.SZ,X600985.SH,X000630.SZ,X600612.SH,X601699.SH,X600583.SH,X000401.SZ,X000027.SZ,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0028890913749389,0,0.0251742438733811,0,0,0,0.0277870076518253,0,0.0127734514812076,0.0267837277608932,0,0.050802177681087,0,0,0,0,0,0.0810749598528716,0,0,0,0.0977502322882493,0,0,0,0,0,-0.00257489217769567,0.000936611223156918,0,0,0,0.000151825766170755,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380272109680502,0,0.0168142360141468,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0599558865350193,0.024356200045891,0,0,0,0,0,0,0,0.0691295047565945,0.0195829849283056,0.0902700200624062,0,0,0,0,0,0,0,0,0,0,-0.0286689204710517,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15383272424297,0,0,0,0.0708518336562451,0,0.0551846484440253,0,0,0,0,0,0,0,0,0,0,0.00784379637593872,0.14169091318081,0,0,0,0,-0.0247244807685775,0,0,0,0,0,0,0,0,0,0,0,0,-0.00900953369172856,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237051545315528,0.318200257782427,0,0.0687874137395785,0,0,0.0484797967057057,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00837021809714185,0,0,0.0407477474881217,0,0.0441595132648861,0,0,0,0,0,0,0,-0.0117297744167986,0,0,0,0,0.0252119622218871,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837111046927385,0.102667134669389,-0.0080971283301629,0.0235597091072319,0,0,0,0,0,0,0,0.00850223228127485,0,0,0.102325764528431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00987261063763138,-0.0111286352724231,0,0,0,0.0211507636256975,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237945783345773,-1.73472347597681e-18,0.0620313985883194,0,0,0,0,0,0.00701769907217105,0,0,0,0,0,0,0,0,0,0,0,-0.00455050460260328,0,0.122097730937382,0,0,0.0663813301651288,0,0,0,0,0,0,0,-0.0237350851173094,0,0,0,0,0.179723108349892,0,0
X600011.SH,0,0,0,0,0,0.152777809679345,0,0.0198175880239167,0.185701954632735,0,0,0.208817205284243,0,0,0,0,0,0,0,0,0,0.0474159474290201,0,0,-0.281838103057085,0,0,0,0,0,0,0,0,0.255150170660313,0,0,0,0,0.0889843364621054,0,-0.189961554858929,0,0,0,0,0,0,0,0,0,0,-0.0033609193219646,-0.0587485614484734,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0408710684881094,0,0,0.0560120396223924,0,0,0,0,0,0,0,-0.23093280351055,0,0,0,0,0,0,0.709036256183325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180964137672471,0,0,0,0,0,-0.0376109142204934,0.0510415925967346,-0.0712961136702876,0,0,0,0,-0.105715696796232,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.196712041161237,0,0,0,0,0,0.176314246922275,0,0,0,0.165079146244945,0.0125494685885339,0.0250035160592779,0,0,0,0,0,0,0,0,0,0,0.0569125182921224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430675182713394,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.165291266395663,0,0,0,0,0,0,0.192725600666369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845370832746614,0,0,0.071139471884783,0,0,0,0.246928364770564,0,0,0,0,0,0,0,0,0,0,0,0.00723604219963159,-0.0241337793563471,0,0,0,0.0229201020452446,0,0
